,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,293197,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"Más Más Más","Rolf Sanchez",256320,https://open.spotify.com/track/32Q0JiYuVr2mcxfRIPyEBS
3,"Als Ik Je Niet Zie",Kevin,244057,https://open.spotify.com/track/2hMdCCMj0G4hkiyLkSnkf8
4,"Head & Heart (feat. MNEK)","Joel Corry",228495,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",184097,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"Vakantie (with Jonna Fraser)",Dopebwoy,180950,https://open.spotify.com/track/2sE0IOF0pCl7hd4pi5QpgI
7,"De Overkant","Suzan & Freek",173352,https://open.spotify.com/track/4afGO0WTInDhK2C3dolz8z
8,"Tout Est Bon",Boef,166094,https://open.spotify.com/track/1tA3foex0E78CzVzNkDhdf
9,"Watermelon Sugar","Harry Styles",162382,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
10,"Kings & Queens","Ava Max",160670,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
11,Tigers,"Bilal Wahib",157623,https://open.spotify.com/track/7jnaow1bGpKO2VkgtYE8Vv
12,"Ietsjes Later",Kevin,145674,https://open.spotify.com/track/1wJP6sZbNqRjNEGNQSRJp5
13,"Champagne Papi (feat. SRNO)",Dopebwoy,136711,https://open.spotify.com/track/4mb37TzSm999Q4y0izsBU5
14,MAMACITA,"Black Eyed Peas",135810,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
15,"WAP (feat. Megan Thee Stallion)","Cardi B",132640,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
16,"Jerusalema (feat. Nomcebo Zikode)","Master KG",131796,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
17,"Ik Kom Je Halen",Kevin,130449,https://open.spotify.com/track/5JV3hs61V6ksvDh3p1BQPU
18,"Jolie nana","Aya Nakamura",129490,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
19,"Mij Niet Eens Gezien","Kris Kross Amsterdam",128084,https://open.spotify.com/track/39X7P5VjmG0zk8efBJL2HD
20,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,119077,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,Alane,"Robin Schulz",116766,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
22,Spiritual,$hirak,113464,https://open.spotify.com/track/4PSltAygj37fHdUccvL1x5
23,Ballieman,"Sevn Alias",110370,https://open.spotify.com/track/6HNIwSfPNLNfoefqu23Anj
24,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",108144,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
25,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,105968,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
26,Kleur,Snelle,105884,https://open.spotify.com/track/6yBPWtwnlHgRTHfxK1MPwJ
27,"Mood Swings (feat. Lil Tjay)","Pop Smoke",101743,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
28,"Waar Ga Je Heen","Emma Heesters",96628,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
29,"Rover (feat. DTG)",S1mba,96596,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
30,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",96246,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
31,Dynamite,BTS,94049,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
32,Secrets,Regard,92721,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
33,"Take You Dancing","Jason Derulo",91934,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
34,"Breaking Me",Topic,89297,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
35,"Someone To You",BANNERS,88152,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
36,"you broke me first","Tate McRae",87853,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
37,"Paper Zien - Remix","Yssi SB",87845,https://open.spotify.com/track/1YnCInissFkmQTfZv3k2mT
38,"Midnight Sky","Miley Cyrus",87439,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
39,"Love to Go","Lost Frequencies",86849,https://open.spotify.com/track/3bffZlBH65GZ2rVc9qiHg5
40,"Blinding Lights","The Weeknd",83219,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
41,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",81232,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
42,Gordelweg,Kevin,78300,https://open.spotify.com/track/1m5bdW31RSsQKLc9UqU9CS
43,"Rain On Me (with Ariana Grande)","Lady Gaga",77682,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
44,"X (with KAROL G)","Jonas Brothers",77627,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
45,"In Die Life","Yssi SB",74876,https://open.spotify.com/track/1LlmGJW6fUvKM1aRYf6BOH
46,"Some Say - Felix Jaehn Remix",Nea,73706,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
47,"Roses - Imanbek Remix","SAINt JHN",73548,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
48,"Laugh Now Cry Later (feat. Lil Durk)",Drake,72665,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
49,"Far Away From Home (feat. Leony)","Sam Feldt",71096,https://open.spotify.com/track/0Y9qJSwdV2LvPnFmAbNIc8
50,"De Echte Vent",Racoon,69764,https://open.spotify.com/track/01MCHGtGZHtYVeVUNqgMbC
51,"Roller Coaster","Danny Vera",68358,https://open.spotify.com/track/5B5YKjgne3TZzNpMsN9aj1
52,Langzaam,Kevin,68219,https://open.spotify.com/track/6bcHJeeu4kXXiGUbX6tkyM
53,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",65336,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
54,Heather,"Conan Gray",63784,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
55,"my own world","Davina Michelle",63035,https://open.spotify.com/track/430N0ltKUH3gsCQyLsdGnG
