,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",417817,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"Roses - Imanbek Remix","SAINt JHN",386563,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,"The Box","Roddy Ricch",362724,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4,Rain,Aitch,336401,https://open.spotify.com/track/5LBikzSkad9yQ6RH87Gdrm
5,"Intentions (feat. Quavo)","Justin Bieber",253190,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"Say So","Doja Cat",251272,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
7,"Dance Monkey","Tones And I",244538,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Godzilla (feat. Juice WRLD)",Eminem,241174,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
9,"Before You Go","Lewis Capaldi",238597,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
10,"Don't Start Now","Dua Lipa",237995,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
11,Lonely,"Joel Corry",236075,https://open.spotify.com/track/2ZEq4HT450Ye9IFGPTl9qV
12,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,223578,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
13,Physical,"Dua Lipa",213947,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
14,"Blueberry Faygo","Lil Mosey",208057,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
15,"Life Is Good (feat. Drake)",Future,207861,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
16,"Adore You","Harry Styles",207050,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
17,"Someone You Loved","Lewis Capaldi",202144,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"You should be sad",Halsey,189591,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
19,"No Time To Die","Billie Eilish",188486,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
20,Supalonely,BENEE,170517,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
21,"Better Off Without You (feat. Shift K3Y)","Becky Hill",169936,https://open.spotify.com/track/3oIVK7arAFuUOCGafPLxSC
22,ROXANNE,"Arizona Zervas",166614,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
23,"death bed (coffee for your head)",Powfu,165000,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
24,"Stupid Love","Lady Gaga",160824,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
25,Boyfriend,Mabel,152408,https://open.spotify.com/track/0B2su5lNZe9t3VjOkwtDLV
26,"My Oh My (feat. DaBaby)","Camila Cabello",146670,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
27,"everything i wanted","Billie Eilish",143932,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
28,Falling,"Trevor Daniel",143733,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
29,Circles,"Post Malone",143139,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
30,Bruises,"Lewis Capaldi",142701,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
31,"CITY OF ANGELS",24kGoldn,140513,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
32,Falling,"Harry Styles",138075,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
33,"To Die For","Sam Smith",132885,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
34,"Play Play (feat. Burna Boy)","J Hus",125147,https://open.spotify.com/track/3R60ekRcGXuaoZmnbdlf3n
35,"bad guy","Billie Eilish",124573,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
36,"No Judgement","Niall Horan",124389,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
37,"Sunday Best (Feeling Good, Like I Should)",Surfaces,122941,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
38,"The Take (feat. Chris Brown)","Tory Lanez",122745,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
39,"What A Man Gotta Do","Jonas Brothers",121604,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
40,"Papi Chulo",Octavian,121298,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA
41,"Location (feat. Burna Boy)",Dave,120791,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
42,"Know Your Worth",Khalid,120743,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
43,"Self-Obsessed (feat. Krept & Konan, D-Block Europe & Deno)","Da Beatfreakz",118019,https://open.spotify.com/track/6n5bMUstoBB10NOOWlv20k
44,"After Hours","The Weeknd",116384,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
45,"Boss Bitch","Doja Cat",115830,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
46,"Ladbroke Grove","AJ Tracey",111328,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
47,"Ballin' (with Roddy Ricch)",Mustard,110213,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
48,"Watermelon Sugar","Harry Styles",108307,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
49,P2,"Lil Uzi Vert",107269,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
50,"Vossi Bop",Stormzy,106654,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG
51,"Hold Me While You Wait","Lewis Capaldi",105038,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
52,"Lose Control",MEDUZA,102452,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
53,"Moral of the Story",Ashe,101089,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
54,"High Fashion (feat. Mustard)","Roddy Ricch",98476,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
55,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",92098,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
56,Dior,"Pop Smoke",91643,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
57,"Don't Rush (feat. Headie One)","Young T & Bugsey",91112,https://open.spotify.com/track/0PXukVbYpvz40KcEFKnIw7
58,"That Way - Bonus Track","Lil Uzi Vert",88625,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
59,"Mr. Brightside","The Killers",88590,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw
60,"I Don't Care (with Justin Bieber)","Ed Sheeran",87646,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
61,Yummy,"Justin Bieber",86513,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
62,"Lucid Dreams","Juice WRLD",86050,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
63,"Power Over Me","Dermot Kennedy",85321,https://open.spotify.com/track/4tViDtaHuSLnh7HVJTrKhs
64,"Flowers (feat. Jaykae and MALIKA)","Nathan Dawe",85067,https://open.spotify.com/track/5aYWnrsYvJk8NT7PmUcxVN
65,"hot girl bummer",blackbear,83211,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
