,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Caliente,"Mente Fuerte",140033,https://open.spotify.com/track/3wjl3uPGckJUAeI5cRG0bZ
2,Netflix,TOQUEL,24842,https://open.spotify.com/track/2JwQnJFhBVjX6XR9d0bq7S
3,Sientelo,"Sin Boy",24294,https://open.spotify.com/track/6L9hOHprq2aLkmVhD9nzbf
4,"Deja Vu",Hawk,24112,https://open.spotify.com/track/5A1uS1PcKcMsMG36KgAq1d
5,Business,TOQUEL,23475,https://open.spotify.com/track/3gN3eHqeAp9NSQUAT9xtzg
6,Stars,TOQUEL,22567,https://open.spotify.com/track/3MkDbpHIHxmxOzqUAClMj3
7,Mama?,"Sin Boy",18897,https://open.spotify.com/track/15kf9DLlzjHMfVccydtAEb
8,Sandra,TOQUEL,16569,https://open.spotify.com/track/73KYTCSbVlj5E02qWj8DPF
9,"De Me Theloun",Fy,15667,https://open.spotify.com/track/5z8K92vYj0FH6C05HAT2Ve
10,Cyan,Saske,13227,https://open.spotify.com/track/6RuAy28OQAqXhuya32e59z
11,777,TOQUEL,12994,https://open.spotify.com/track/76Ed6NIq5ZxpUKtPsg4DBe
12,"Ta Leme Meta",TOQUEL,11877,https://open.spotify.com/track/3ucPVIMQmNsnLkuoTmUAvf
13,"Mavro Range","Mente Fuerte",11467,https://open.spotify.com/track/6v9Cigr3hxwlfh7xkpDDsU
14,Gigi,Rina,10937,https://open.spotify.com/track/2ySWuhmNR789tk5AN2EUc3
15,"Ksero Mana",Saske,10681,https://open.spotify.com/track/5HWolqY3ip2Bh7rS6UJ5c0
16,"Ju Ju","Sin Boy",10280,https://open.spotify.com/track/5GZYZB1pFqcageFCNW0RlB
17,"bad guy","Billie Eilish",10265,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,Kolasi,TOQUEL,9778,https://open.spotify.com/track/13yoLiwo2aUB3Mluf8uVQ0
19,Mosca,Light,8946,https://open.spotify.com/track/3rwuYQM6eEqTLWapNYAeZD
20,"I Don't Care (with Justin Bieber)","Ed Sheeran",8935,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
21,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",8648,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
22,"Money In The Grave (Drake ft. Rick Ross)",Drake,8611,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
23,Medusa,SNIK,7538,https://open.spotify.com/track/4dZsxlUWfHgpmIKIGQy9kR
24,"Roumi Anana",Hawk,7425,https://open.spotify.com/track/032seT1B0E1OdURhzK5Mdj
25,Karolina,TOQUEL,7386,https://open.spotify.com/track/4y3gtl0VyiCb7LasGuinRz
26,"Cuba Libre","Mente Fuerte",7326,https://open.spotify.com/track/5yJkVWNDz5sWCHKskwJphc
27,"Tipota Ston Kosmo",LEX,7087,https://open.spotify.com/track/6WCkbrjSG16OJTlMayNmqU
28,Keef,iLLEOo,6355,https://open.spotify.com/track/6bY6dH41XY2EDvXsIGLT7J
29,"MONO XASIS",iLLEOo,6341,https://open.spotify.com/track/5shv06xavOgACN1I5BarlU
30,"Valto Terma","Nikos Oikonomopoulos",6266,https://open.spotify.com/track/1AMX9YprkGGcyQPyzOuNbw
31,"Sari Sari Sari","Sin Boy",6178,https://open.spotify.com/track/7jbXufm1Aq65nRAHbCSAdU
32,Lora,"Mente Fuerte",6104,https://open.spotify.com/track/4Jio5F07FiBLar6gdNFuNR
33,"Monos Mou",SNIK,6088,https://open.spotify.com/track/6SsXWxlT0AA33EFXap4OJG
34,"7 rings","Ariana Grande",5955,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
35,"KONTRA / LOUMIDIS",iLLEOo,5883,https://open.spotify.com/track/3TDSZ8tNk895DgIM7RlSWh
36,"The London (feat. J. Cole & Travis Scott)","Young Thug",5860,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
37,Primo,Light,5800,https://open.spotify.com/track/2sn75JSuPH3cX9jmZ9Fecu
38,Ekali,"Billy Sio",5785,https://open.spotify.com/track/2AyvZAuL5w7f9H7aZvF6Oo
39,"You Need To Calm Down","Taylor Swift",5639,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
40,GANGSTA,SNIK,5376,https://open.spotify.com/track/56hwvng962V4BzUvAuVtAC
41,Colombiana,"Sin Boy",5365,https://open.spotify.com/track/5MTWw33o2HkA4jHDJCpJky
42,"Batman & Robin (feat. Mpelafon & Fy)",Baghdad,5300,https://open.spotify.com/track/5GGrnOeP9SDocb20QwiSnL
43,OJ,Light,5130,https://open.spotify.com/track/4Vb4gcsam1ApxVFlsNybF0
44,"Kiklos Klistos",Slogan,5127,https://open.spotify.com/track/3vMqbipQZSDRzX9mMz3wLp
45,"Con Calma","Daddy Yankee",5121,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
46,Morena,"Mente Fuerte",5015,https://open.spotify.com/track/4kCjokPJtcds5OZQpB7oqA
47,"If I Can't Have You","Shawn Mendes",4923,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
48,"Suicide Squad","Mente Fuerte",4876,https://open.spotify.com/track/3zejXFdvrRirZhSj8O04gK
49,Sucker,"Jonas Brothers",4777,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
50,Seri,Saske,4721,https://open.spotify.com/track/3HwpctuXs78xUNaclgj2Qe
51,"Ice Baby",Fy,4601,https://open.spotify.com/track/01Nub2TkhBQEm08quUTUSn
52,Kinitro,"Mad Clip",4563,https://open.spotify.com/track/75LKhuJQZbT0cudT1e38y8
53,Oplo,"Mad Clip",4510,https://open.spotify.com/track/48TIw3nzzX7ZwLagRuwLws
54,"Tainies Dromou",Hawk,4472,https://open.spotify.com/track/4Xu6iUFL0WMgNhwWPNKwpE
55,Bratata,"Mente Fuerte",4449,https://open.spotify.com/track/2VdzQYeUgHw9CDJgR0O3Mg
56,"Go Loko (feat. Tyga, Jon Z)",YG,4392,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
57,"No Guidance (feat. Drake)","Chris Brown",4362,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
58,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",4314,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
59,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",4255,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
60,"Never Really Over","Katy Perry",4197,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
61,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",4148,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
62,"Poios Eimai",Light,4123,https://open.spotify.com/track/0dv47SJ47rDjyxhBD5b144
63,High,"Sin Boy",4096,https://open.spotify.com/track/0gSaf88aTovmAOflXDG7Jw
64,"Season Finale","Above The Hood",4057,https://open.spotify.com/track/6OBxpsT1meaKiBzODgiQyt
65,Wakanda,"Mente Fuerte",4051,https://open.spotify.com/track/4tL76SvgLpcDxfcwKUbrAQ
66,"Πέτα Τα",Light,4020,https://open.spotify.com/track/7G0t3pjW4JdjkLzNF5bYqX
67,Danika,TOQUEL,4002,https://open.spotify.com/track/14sa0bvy2uz9PyZFKCp5ac
68,"Clout (feat. Cardi B)",Offset,3919,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
69,Yaya,MG,3853,https://open.spotify.com/track/7zRFAjJFhjmrRaBGoGJTkz
70,Wow.,"Post Malone",3830,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
71,"Old Town Road","Lil Nas X",3824,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
72,"Call You Mine","The Chainsmokers",3793,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
73,"Don't Call Me Up",Mabel,3770,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
74,Seirines,"Above The Hood",3736,https://open.spotify.com/track/0v5tUyysCjaffne140eMNi
75,Diamonds,"Mente Fuerte",3709,https://open.spotify.com/track/3E7BFiBahSwgAVhqGW0JPM
76,Soldi,Mahmood,3677,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
77,Kingpin,"Mente Fuerte",3668,https://open.spotify.com/track/3IMsh9xZqyblJLq0zSqG39
78,"Piece Of Your Heart",MEDUZA,3542,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
79,Megistanas,"Mad Clip",3538,https://open.spotify.com/track/2ZA3n7f1KRu3EtIObv7dEZ
80,Egklimatias,"Sin Boy",3526,https://open.spotify.com/track/0fJeWRTOW4fd4R1KKbGAQW
81,"Tin Psichologo",Fy,3473,https://open.spotify.com/track/56x9iQJrp886WoTajkX2uw
82,"El Ritmo Psicodélico","Eleni Foureira",3428,https://open.spotify.com/track/35AHzpJ01km9zVuOCdIY5r
83,"bury a friend","Billie Eilish",3398,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
84,Okay,MG,3381,https://open.spotify.com/track/41OvkdmSFy0TjkGm8uMbvd
85,"Someone You Loved","Lewis Capaldi",3363,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
86,Heaven,Avicii,3321,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
87,"Gallika & Piano",iLLEOo,3308,https://open.spotify.com/track/0TmOk5yFwlUoPT2KttsOWb
88,"Rescue Me",OneRepublic,3287,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
89,"SOS (feat. Aloe Blacc)",Avicii,3272,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
90,"Without Me",Halsey,3271,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
91,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3234,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
92,"Sweet but Psycho","Ava Max",3204,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
93,"Only Human","Jonas Brothers",3189,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
94,Shallow,"Lady Gaga",3188,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
95,Suge,DaBaby,3185,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
96,"break up with your girlfriend, i'm bored","Ariana Grande",3184,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
97,"Mother's Daughter","Miley Cyrus",3169,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
98,Dealer,"Mad Clip",3114,https://open.spotify.com/track/6ysUxySNJqsSPYAer5R5jt
99,Vittorio,LEX,3086,https://open.spotify.com/track/403xU330P0QnP2k9gt2icn
100,N.ST.C.TO,Saske,3051,https://open.spotify.com/track/7IMjvaIR80MWCGghorDODk
101,"Mad Love",Mabel,3043,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
102,EARFQUAKE,"Tyler, The Creator",3030,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
103,ATH,SNIK,3016,https://open.spotify.com/track/1dJAilzxkWrlq4ENa7FTa4
104,"when the party's over","Billie Eilish",2969,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
105,Happier,Marshmello,2956,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
106,Pandora,Hawk,2932,https://open.spotify.com/track/3NrWkXECLuHOKCkWUgwpmB
107,GANGO,SNIK,2919,https://open.spotify.com/track/0szvRsnq2OTYhZwQUKX3Bt
108,"rockstar (feat. 21 Savage)","Post Malone",2891,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
109,Paralia,Manos,2817,https://open.spotify.com/track/54hqiJnShbAYKaX5HRQwSA
110,THL,TOQUEL,2786,https://open.spotify.com/track/6y2iQ2LwSzP1n80uya9TJK
111,Mana,"Sin Boy",2768,https://open.spotify.com/track/6SB46U6zjnIA5sgEGTFyV3
112,"lovely (with Khalid)","Billie Eilish",2755,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
113,Shooters,iLLEOo,2747,https://open.spotify.com/track/6IWc8ZwgYknw5U8T5OA30J
114,"SICKO MODE","Travis Scott",2742,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
115,"Dancing With A Stranger (with Normani)","Sam Smith",2726,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
116,Ransom,"Lil Tecca",2704,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
117,Viomatiko,Slogan,2686,https://open.spotify.com/track/36EDLzYzCuIB9hVWf7hxBL
118,"MIDDLE CHILD","J. Cole",2675,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
119,9,SNIK,2653,https://open.spotify.com/track/33p2553u3Zvbh04PidSRSD
120,Sofia,"Sin Boy",2649,https://open.spotify.com/track/1bVz59nHFQxU3wQFsorBGZ
121,SAD!,XXXTENTACION,2645,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
