,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,willow,"Taylor Swift",3645354,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
2,"champagne problems","Taylor Swift",3247516,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339
3,"gold rush","Taylor Swift",2978418,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq
4,"‘tis the damn season","Taylor Swift",2920096,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
5,"no body, no crime (feat. HAIM)","Taylor Swift",2864652,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
6,"tolerate it","Taylor Swift",2702678,https://open.spotify.com/track/0PurA4JVJ8YQgSVopY8fn6
7,happiness,"Taylor Swift",2543549,https://open.spotify.com/track/73YUReisjb3A9ActdLLjJQ
8,"Tequila Shots","Kid Cudi",2311348,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a
9,"coney island (feat. The National)","Taylor Swift",2238456,https://open.spotify.com/track/4tyX1rw9X309WkEdh2As4B
10,dorothea,"Taylor Swift",2228502,https://open.spotify.com/track/3w9VRlKPvNxj40RdUGRweH
11,ivy,"Taylor Swift",2189996,https://open.spotify.com/track/19CSr8rwW05VJL2F91KFNK
12,"evermore (feat. Bon Iver)","Taylor Swift",2090498,https://open.spotify.com/track/0AaV4MJrgmLV3XhoiWXjjb
13,"long story short","Taylor Swift",2027828,https://open.spotify.com/track/0vVMlbdYx2080Oa9FndPZr
14,"cowboy like me","Taylor Swift",1989927,https://open.spotify.com/track/1XjHRolIXL2M1EEOUsGGR4
15,"She Knows This","Kid Cudi",1978881,https://open.spotify.com/track/1xzUQMiCoY5pdego0pHMeV
16,marjorie,"Taylor Swift",1882067,https://open.spotify.com/track/7vBNFh3NIZTj6tB5s1IBjE
17,"Another Day","Kid Cudi",1867656,https://open.spotify.com/track/6myUpr3GDR80Dg3zqNTmmG
18,closure,"Taylor Swift",1791886,https://open.spotify.com/track/3uayvzcbqFydIbgUeC6EJh
19,"Show Out (with Skepta & Pop Smoke)","Kid Cudi",1740521,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv
20,"Beautiful Trip","Kid Cudi",1707427,https://open.spotify.com/track/3Z5taVHYljiWv6itioRRRw
21,Dive,"Kid Cudi",1598355,https://open.spotify.com/track/7Hc3YL8oDiAzbiAW32KXrw
22,"Solo Dolo, Pt. III","Kid Cudi",1512093,https://open.spotify.com/track/27oVCAziETRbNuo5A8LNpg
23,Damaged,"Kid Cudi",1469874,https://open.spotify.com/track/2n7Ao4nyESBa5ti8gcAbBt
24,"Heaven On Earth","Kid Cudi",1460614,https://open.spotify.com/track/2koUj1Fn5TKFEkChSmBPIb
25,"Sad People","Kid Cudi",1334868,https://open.spotify.com/track/4nuAslShoN77tq12fzwjUq
26,"Rockin' Around The Christmas Tree","Brenda Lee",1169960,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
27,"All I Want for Christmas Is You","Mariah Carey",1163182,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
28,"Elsie's Baby Boy (flashback)","Kid Cudi",1158218,https://open.spotify.com/track/6jiwr6xTHqjdun5d3cEwXV
29,"The Void","Kid Cudi",1134938,https://open.spotify.com/track/2yg7MXp8nSPaf61HVkhEr3
30,"Sept. 16","Kid Cudi",1118652,https://open.spotify.com/track/1io64CMOqNXcSIRuXR3lrE
31,"Lovin’ Me (feat. Phoebe Bridgers)","Kid Cudi",1099383,https://open.spotify.com/track/0dtymMXtmfuJjCCdQla1K3
32,"Rockstar Knights (with Trippie Redd)","Kid Cudi",1074905,https://open.spotify.com/track/4J9SI7do4KOEsCexqEbjmR
33,"Jingle Bell Rock","Bobby Helms",1064676,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
34,"It's the Most Wonderful Time of the Year","Andy Williams",1016832,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
35,"The Pale Moonlight","Kid Cudi",990624,https://open.spotify.com/track/4EjbAh7YHU3VARkfkamZ8R
36,"Way Out (feat. Big Sean)","Jack Harlow",964473,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
37,"Santa Tell Me","Ariana Grande",964095,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
38,"Last Christmas",Wham!,963556,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
39,"Reminds Me Of You","Juice WRLD",961978,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
40,DÁKITI,"Bad Bunny",923544,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
41,"4 Da Kidz","Kid Cudi",916103,https://open.spotify.com/track/2ZDRkJrKbceJRgLKkuex14
42,34+35,"Ariana Grande",884361,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
43,"Lord I Know","Kid Cudi",874702,https://open.spotify.com/track/7f2voPcnDEAzX4yB8SLnU2
44,"It's Beginning to Look a Lot like Christmas","Michael Bublé",872317,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
45,positions,"Ariana Grande",864728,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
46,"Mood (feat. iann dior)",24kGoldn,843949,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
47,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",842586,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
48,Body,"Megan Thee Stallion",758003,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
49,"Underneath the Tree","Kelly Clarkson",752772,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
50,"Tyler Herro","Jack Harlow",735396,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
51,"WITHOUT YOU","The Kid LAROI",734186,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
52,Whoopty,CJ,698270,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
53,"A Holly Jolly Christmas - Single Version","Burl Ives",689303,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
54,HOLIDAY,"Lil Nas X",688256,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
55,"WAP (feat. Megan Thee Stallion)","Cardi B",679749,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
56,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",672741,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
