,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,BICHOTA,"KAROL G",231244,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
2,DÁKITI,"Bad Bunny",219850,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
3,BEBÉ,Camilo,158115,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
4,"Chica Ideal","Sebastian Yatra",133422,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
5,Hawái,Maluma,123220,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
6,"LA NOCHE DE ANOCHE","Bad Bunny",122204,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
7,"Relación - Remix",Sech,113771,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
8,Jeans,"Justin Quiles",112768,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
9,Reloj,"Rauw Alejandro",111914,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
10,"Hecha Pa' Mi",Boza,111780,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
11,"Vida de Rico",Camilo,110913,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
12,"Parce (feat. Justin Quiles)",Maluma,105986,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
13,"Ay, DiOs Mío!","KAROL G",95036,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
14,"La Curiosidad","Jay Wheeler",93961,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
15,"La Tóxica",Farruko,92612,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
16,Despeinada,Ozuna,88462,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
17,"Mi Niña",Wisin,81024,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
18,"Se Te Nota (with Guaynaa)","Lele Pons",80007,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
19,"La Nota","Manuel Turizo",76658,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
20,"Tattoo - Remix with Camilo","Rauw Alejandro",75645,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
21,"Mi Cuarto","Jerry Di",72588,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
22,Nada,"Cali Y El Dandee",69393,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
23,"Si Me Tomo Una Cerveza",Migrantes,66293,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N
24,Dynamite,BTS,65952,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
25,"La Jeepeta - Remix","Nio Garcia",65593,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
26,"TE MUDASTE","Bad Bunny",64913,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
27,"Una Locura",Ozuna,62642,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
28,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",55266,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
29,"Quiéreme Mientras Se Pueda","Manuel Turizo",47721,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
30,"Life Goes On",BTS,47578,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
31,Caramelo,Ozuna,47151,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
32,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",47132,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
33,"Blinding Lights","The Weeknd",47047,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
34,"La Luz",Sech,46477,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
35,Polvo,"Nicky Jam",45145,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
36,Tusa,"KAROL G",44356,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
37,Favorito,Camilo,44020,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
38,"Los Besos",Greeicy,43981,https://open.spotify.com/track/6QSu3mgC8kUYtEDoBBQcJG
39,"No Bailes Sola","Danna Paola",42938,https://open.spotify.com/track/1GNSWpe2SB30zYGbNTD96b
40,"De Cora <3","Rauw Alejandro",41426,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
41,"Ponte Pa' Mi","Justin Quiles",40633,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
42,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",39542,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
43,Azul,"J Balvin",39460,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
44,"HACIENDO QUE ME AMAS","Bad Bunny",38602,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
45,"Caramelo - Remix",Ozuna,38536,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
46,"Hola - Remix",Dalex,37952,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
47,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,37766,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
48,"Tan Enamorados",CNCO,37440,https://open.spotify.com/track/4z9b9AbzCw32Azqg8uJ0B6
49,"Djadja (feat. Maluma) - Remix","Aya Nakamura",37390,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
50,"Tú Me Dejaste De Querer","C. Tangana",37142,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
51,"BOOKER T","Bad Bunny",33480,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
52,"Aparentemente 2",Arcangel,31798,https://open.spotify.com/track/6qmi7bapPoaIr0riLzoo29
53,"La Buena",Nacho,30155,https://open.spotify.com/track/2mYojWyMGLNHe0twgKT4tX
54,Safaera,"Bad Bunny",30044,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
55,Travesuras,"Flow La Movie",29965,https://open.spotify.com/track/2etJ67Egf7woMgOikVrlJM
56,"Por Primera Vez",Camilo,29734,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
57,"YO VISTO ASÍ","Bad Bunny",29377,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
58,"Ayer Me Llamó Mi Ex – Remix",KHEA,29227,https://open.spotify.com/track/59nnGpAU3AiL2tD0o2It11
59,"Seguro Te Pierdo",Sergi,29222,https://open.spotify.com/track/09z12iI8PMeFdltykewNpt
60,"En Peligro de Extinción","Bembe Orquesta",28547,https://open.spotify.com/track/6NFqonbFp2QhnJIh7cE2s3
61,"Más De La Una","Piso 21",27654,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq
62,"Madrid (feat. Myke Towers)",Maluma,27350,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H
63,"Vamos a Escapar - Salsa Version","Alvaro Rod",26699,https://open.spotify.com/track/1A474NyT5UKjqElE2JN6Km
64,"Hawái - Remix",Maluma,26204,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
65,"Te Vi","Piso 21",25751,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
66,Relación,Sech,25681,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
67,"El Mismo Aire - con Pablo Alborán",Camilo,24885,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
68,"Si Me Dices Que Sí",Reik,24819,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
