,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Me Rehúso","Danny Ocean",26164,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
2,"Felices los 4",Maluma,23657,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
3,"Shape of You","Ed Sheeran",22296,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,"Ahora Dice","Chris Jeday",20312,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
5,"Escápate Conmigo",Wisin,18488,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
6,"Hey DJ",CNCO,15892,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
7,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",15537,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
8,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",14233,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
9,"Otra vez (feat. J Balvin)","Zion & Lennox",12699,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
10,"Sigo Extrañándote","J Balvin",11872,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
11,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",11731,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
12,"El Amante","Nicky Jam",11297,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
13,"Despacito - Remix","Luis Fonsi",10948,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
14,Báilame,Nacho,10768,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C
15,"La Rompe Corazones","Daddy Yankee",10350,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
16,"Reggaetón Lento (Bailemos)",CNCO,10274,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
17,"Something Just Like This","The Chainsmokers",10175,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
18,"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",9832,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
19,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Ozuna,9457,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
20,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",9016,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
21,"2U (feat. Justin Bieber)","David Guetta",8837,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
22,"That's What I Like","Bruno Mars",8782,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
23,"There's Nothing Holdin' Me Back","Shawn Mendes",8727,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
24,"Tu Foto",Ozuna,8503,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp
25,"Si Tu Novio Te Deja Sola","J Balvin",8403,https://open.spotify.com/track/0RFFFGtPn6a58RHY3ccVYX
26,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",8358,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
27,"Soy Peor","Bad Bunny",8313,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0
28,"Chillax (feat. Ky-Mani Marley)",Farruko,8259,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES
29,"Mi Gente","J Balvin",8202,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
30,Believer,"Imagine Dragons",8171,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
31,Perfect,"Ed Sheeran",8160,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
32,"Me Enamoré",Shakira,8157,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
33,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",8121,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
34,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,8078,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
35,Lumbra,"Cali Y El Dandee",7944,https://open.spotify.com/track/6VHdcVbiKLYYOcMbIqBcuK
36,Safari,"J Balvin",7714,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO
37,Attention,"Charlie Puth",7653,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
38,"Sign of the Times","Harry Styles",7619,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
39,HUMBLE.,"Kendrick Lamar",7412,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
40,"It Ain't Me (with Selena Gomez)",Kygo,7372,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
