,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Окей,"Tima Belorusskih",68610,https://open.spotify.com/track/3MPFuEXwjdrR7yKua2wrUL
2,Lollipop,Eldzhey,64402,https://open.spotify.com/track/40XC3Fre6dJ2JzmYKsKhUU
3,"WAP (feat. Megan Thee Stallion)","Cardi B",51731,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
4,Дежавю,kizaru,51109,https://open.spotify.com/track/1GOiMxQXZUzjzH0Sxpck0B
5,ERRDAY,"Big Baby Tape",51102,https://open.spotify.com/track/57rD7XtoxxJm229FITm556
6,Dynamite,BTS,46913,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
7,"Coco L'Eau","Egor Kreed",44410,https://open.spotify.com/track/5weiiB92gNV7QHFYQXqxZ8
8,Cadillac,MORGENSHTERN,42614,https://open.spotify.com/track/6qWaZ2KzYhyrv1ILuAcIIv
9,"Москва любит...",Scriptonite,42533,https://open.spotify.com/track/41bGn6u78I8eNZg86tx3vp
10,"Меня не будет",ANIKV,38573,https://open.spotify.com/track/2MdloxY70RQRuhtfXIzdWJ
11,Fendi,Rakhim,38464,https://open.spotify.com/track/6Y6J8CNHtOuklPhVnvmnm1
12,"Blinding Lights","The Weeknd",38346,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,Юность,Dabro,37709,https://open.spotify.com/track/6Rt9Ke6dOKwQSDHQsUETfp
14,X.O,"The Limba",36901,https://open.spotify.com/track/6o92Z50qYohU4Q03xbMneu
15,"Friendly Fire - Prod. Avepack","Boulevard Depo",35376,https://open.spotify.com/track/5rsylaCMgQ5q5IjrZBGm8q
16,Minor,"Miyagi & Andy Panda",35130,https://open.spotify.com/track/5m5rShfBQk4UpG7vpsEKzf
17,Сияй,Ramil',34323,https://open.spotify.com/track/5ct1HcejSSMlu6vCyWGNXM
18,"Бесконечный магазин",Husky,33927,https://open.spotify.com/track/1uakmd92PCdne5EliFZlJk
19,Колхозник,Mnogoznaal,33651,https://open.spotify.com/track/19guFw87TvSkoxnC9EBu2Y
20,Втюрилась,дора,33568,https://open.spotify.com/track/575JDrZ0bLVMycVrcBNrhH
21,"Поболело и прошло",HENSY,32519,https://open.spotify.com/track/6PBVlqjvNb26dYZOFKTX51
22,"Если тебе будет грустно","Rauf & Faik",30835,https://open.spotify.com/track/3UQSF4LRAqmoJmjXnuOle2
23,Краш,"Klava Koka",28117,https://open.spotify.com/track/02mPTM1usfKo8tsTGEJuuk
24,"ICE (feat. MORGENSHTERN)",MORGENSHTERN,27046,https://open.spotify.com/track/2E5NGLtMqDmeijWcntP8Ca
25,"БЕГИ feat. Poët","DJ Smash",26751,https://open.spotify.com/track/7iUh1Z9FGlCtg1rXTC10IV
26,"Свиное рыло",LSP,26563,https://open.spotify.com/track/4gwqPfhsKMvOMp4F1z0YX6
27,"Ice Cream (with Selena Gomez)",BLACKPINK,26556,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
28,Положение,Scriptonite,25346,https://open.spotify.com/track/1hfISzdAwnywAKxaSpfloo
29,"Убийца Свин",LSP,24907,https://open.spotify.com/track/4IHwxmYxSGYUdGXTi6QyOd
30,Тепло,"Max Korzh",23931,https://open.spotify.com/track/4HBPM8Js4NgEdd5oWRoLQW
31,Narcos,kizaru,23837,https://open.spotify.com/track/2BD7MibNCR18T81p9eP5a9
32,"2 типа людей","Max Korzh",23409,https://open.spotify.com/track/5kz9d0Cxx7RK8PjRLlWnAt
33,Забил,ATL,23265,https://open.spotify.com/track/5JQhVT5B9VTJg8WKoZ980d
34,Вали,Канги,22724,https://open.spotify.com/track/4CNCKuEyLYrS3zCUMphITh
35,"Trap Luv","Big Baby Tape",22397,https://open.spotify.com/track/15epnOVXX9PRB7A6z3YtZV
36,Номера,LSP,22124,https://open.spotify.com/track/5M2su06vvCxNYWkYktVmwC
37,Стиморол,LSP,22048,https://open.spotify.com/track/3p69zhdawUNIuGWWCAnr4l
38,Краски,FEDUK,21682,https://open.spotify.com/track/2LEBXIMfkrZdQNujuzAMSR
39,"Mood (feat. iann dior)",24kGoldn,21003,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
40,Дорадура,дора,20814,https://open.spotify.com/track/4mTPviBGRgjPxeaQFnBDW3
41,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,20787,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
42,"Проснулся В Темноте",GONE.Fludd,20292,https://open.spotify.com/track/1qtmO3AkZ2OBrPaxnaKnS6
43,"Angry toy$ - Prod. Ray Qwa","Boulevard Depo",19772,https://open.spotify.com/track/7aeleTqgkiIZLitnXp9NMl
44,молчи,кис-кис,19189,https://open.spotify.com/track/4NjcBu9yymywoxK1l9tdBE
45,"Honey's Kettle",kizaru,19088,https://open.spotify.com/track/4U18T8waKsJDbQaOdINByr
46,FENDI2,Gunwest,19002,https://open.spotify.com/track/30JiGPFPAtmhg7RwACbY1d
47,"Нежный зверь",LSP,18937,https://open.spotify.com/track/0R5g0ciofFnPMfzX9rj8Yf
