,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,54706,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",46243,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Djomb - Bien ou quoi",Bosh,43678,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
4,"Roses - Imanbek Remix","SAINt JHN",41696,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Toosie Slide",Drake,36219,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
6,"Breaking Me",Topic,35352,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
7,"Kom Wat Dichterbij - Uit Liefde Voor Muziek",Regi,32950,https://open.spotify.com/track/2KaJryomBxy8UxpjCAkvvY
8,"ily (i love you baby) (feat. Emilee)","Surf Mesa",32459,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
9,"Party Girl",StaySolidRocky,30171,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
10,"Rain On Me (with Ariana Grande)","Lady Gaga",28852,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
11,"Dance Monkey","Tones And I",28600,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,"death bed (coffee for your head)",Powfu,28434,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
13,Supalonely,BENEE,27950,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
14,GOOBA,6ix9ine,26469,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
15,"Break My Heart","Dua Lipa",26450,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
16,"Don't Start Now","Dua Lipa",24401,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
17,"Nooit Thuis",Boef,23409,https://open.spotify.com/track/63ANvDI7YAyD6BzCpMGkOH
18,"Before You Go","Lewis Capaldi",23398,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
19,"Watermelon Sugar","Harry Styles",23294,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
20,MAMACITA,"Black Eyed Peas",23088,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
21,"The Box","Roddy Ricch",21845,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
22,"Sunday Best (Feeling Good, Like I Should)",Surfaces,21808,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
23,Falling,"Trevor Daniel",21603,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
24,"Ride It",Regard,21041,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
25,Angela,Hatik,20934,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
26,"In Your Eyes","The Weeknd",20843,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
27,"THE SCOTTS","THE SCOTTS",20750,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
28,"In Your Eyes (feat. Alida)","Robin Schulz",19886,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
29,"Never Seen the Rain","Tones And I",19811,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
30,"Stuck with U (with Justin Bieber)","Ariana Grande",19531,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
31,"Blueberry Faygo","Lil Mosey",18495,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
32,Physical,"Dua Lipa",18143,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
33,"Say So","Doja Cat",18090,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
34,"Someone You Loved","Lewis Capaldi",18021,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,"If the World Was Ending - feat. Julia Michaels","JP Saxe",17846,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
