,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",216759,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,Venus,Frenna,170352,https://open.spotify.com/track/2UKJJUn5pyCpkbzEhNEJ8T
3,Smoorverliefd,Snelle,169327,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
4,"Money Deh Yah",Frenna,161568,https://open.spotify.com/track/0tMhK9GinYbS4oTchafIX1
5,"Intentions (feat. Quavo)","Justin Bieber",158944,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"Wat Is Je Naam","Yxng Le",156070,https://open.spotify.com/track/4SlqfJkQNAS7A5cvjBvQ3C
7,"Loop Niet Weg","Kris Kross Amsterdam",155684,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
8,"Don't Start Now","Dua Lipa",150687,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,"Before You Go","Lewis Capaldi",147525,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
10,"Het Is Al Laat Toch",Racoon,146323,https://open.spotify.com/track/5OhjkylPjKnmR7I2gnVNwz
11,"The Box","Roddy Ricch",132738,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
12,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",128628,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
13,"Roses - Imanbek Remix","SAINt JHN",128535,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,Goblin,Frenna,123325,https://open.spotify.com/track/3t8th8hz6uUugwE86hvGL1
15,"Dance Monkey","Tones And I",120954,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,"This Your Song",Frenna,115209,https://open.spotify.com/track/4jsgazk5mn6jzpa9IJkfnx
17,"Jij & Ik Forever",Frenna,111025,https://open.spotify.com/track/07YNbsrZe5wWS98cEpec5f
18,"3 Nights","Dominic Fike",109424,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
19,"Never Seen the Rain","Tones And I",108903,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
20,"Alone, Pt. II","Alan Walker",107787,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
21,"In Your Eyes (feat. Alida)","Robin Schulz",107684,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
22,"Say So","Doja Cat",106452,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
23,"Ze Huilt Maar Ze Lacht",Maan,105558,https://open.spotify.com/track/0MD81YyV6i8t019tqmjq2D
24,Falling,"Trevor Daniel",101119,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
25,"No Time To Die","Billie Eilish",97700,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
26,Physical,"Dua Lipa",95311,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
27,"Ride It",Regard,93694,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
28,Joanne,"Lil Kleine",92393,https://open.spotify.com/track/0JgzUPfK8mrR11ohCKuqYJ
29,"Jongens Van De Mavo",Frenna,90897,https://open.spotify.com/track/7moG3OqAsLl0FZv2Igvlp5
30,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",89547,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
31,"Dwars Door De Regen",Frenna,87126,https://open.spotify.com/track/5twmEKgqz4ZYnPxA1MVV8f
32,"Adore You","Harry Styles",86349,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
33,"Perfect (feat. Haris)","Lucas & Steve",86041,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
34,"Mucho Dinero",Chivv,85729,https://open.spotify.com/track/4ZGAhKP5oAwkoUJ1bIe7ud
35,"Know Your Worth",Khalid,83705,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
36,Memories,"Maroon 5",83032,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
37,Blessings,Frenna,82011,https://open.spotify.com/track/4hZmjyUU9joI7xgwtAj7KV
38,"Lose Control",MEDUZA,79224,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
39,"If the World Was Ending - feat. Julia Michaels","JP Saxe",78199,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
40,"What A Man Gotta Do","Jonas Brothers",77545,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
41,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,76217,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
42,"So Nice",Frenna,76118,https://open.spotify.com/track/6x24DQz4YybWbJxCW0ac02
43,"Someone You Loved","Lewis Capaldi",75579,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,ROXANNE,"Arizona Zervas",74536,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
45,Supalonely,BENEE,74023,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
46,"Die Young",Sheppard,73654,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
47,"everything i wanted","Billie Eilish",71546,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
48,"Ze Kent Mij",Snelle,71242,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
49,Nacht,"Kraantje Pappie",69795,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
50,Reünie,Snelle,69016,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
51,Circles,"Post Malone",68320,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
52,"Blueberry Faygo","Lil Mosey",67205,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
53,"Godzilla (feat. Juice WRLD)",Eminem,65246,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
54,Uncharted,Kensington,64624,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
55,Zina,"Ayoub Maach",64001,https://open.spotify.com/track/7nPK9IbFaBZ698nz8oy5BV
56,"Deze Is Voor Mij","Suzan & Freek",63625,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
57,"Love Don’t Hate It","Duncan Laurence",62927,https://open.spotify.com/track/3WpCAAxdEOY5L4tT6Dt2H8
58,"Drown (feat. Clinton Kane)","Martin Garrix",59924,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
59,"Roller Coaster","Danny Vera",59553,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
60,"De Toreador",Opgeblazen,59083,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
