,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Cherry Lady","Capital Bra",93334,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB
2,"Wir ticken","Capital Bra",62963,https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE
3,"Pass auf wen du liebst",Ufo361,52679,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1
4,"Ya Salame",Luciano,48932,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b
5,"Wolke 10",MERO,48461,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
6,Affalterbach,Shindy,47332,https://open.spotify.com/track/08Fvx5MZ9RAvSbXOR1jbxy
7,"Puerto Rico",Fero47,45947,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
8,"Blackberry Sky",Eno,45291,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j
9,Alleen,"KC Rebell",41093,https://open.spotify.com/track/3UDsmMZsEMsvM82OcdqJWu
10,"Jay Jay",MERO,26723,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ
11,Prinzessa,"Capital Bra",26542,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
12,DNA,"KC Rebell",26145,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq
13,2x,Mathea,25292,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
14,"Hobby Hobby",MERO,23441,https://open.spotify.com/track/0dmrz4V5kiezQAqQ3VqGob
15,"Gib Ihm","SHIRIN DAVID",22098,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
16,"Capital Bra je m'appelle","Capital Bra",21856,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz
17,"Baller los",MERO,20657,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB
18,Benzema,"Capital Bra",20158,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
19,"500 PS","Bonez MC",19985,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
20,"Sweet but Psycho","Ava Max",19333,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
21,Ferrari,Eno,17711,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
22,Sucker,"Jonas Brothers",17503,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
23,Dunkel,Nimo,17257,https://open.spotify.com/track/7oucWf5O0GQOdUWTAIGP9u
24,"Wie Buffon",MERO,16886,https://open.spotify.com/track/09Yoq7UUSqh9aJSBoRMDfA
25,"High Hopes","Panic! At The Disco",16437,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
26,"Giant (with Rag'n'Bone Man)","Calvin Harris",16052,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
27,"Speechless (feat. Erika Sirola)","Robin Schulz",15991,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
28,"7 rings","Ariana Grande",15732,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
29,Hops,MERO,15653,https://open.spotify.com/track/4fgV3PU9JBlpJu0w4Yhr76
30,"Träume werden wahr",MERO,15064,https://open.spotify.com/track/2GxHx0bbc0BK7Z0ChMJUtO
31,"Con Calma","Daddy Yankee",14936,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
32,Fragen,Azet,14314,https://open.spotify.com/track/3gs4lX2JSAFc8v8piogE3i
33,"Perfekt (feat. Sofiane)","RAF Camora",14088,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
34,Kokain,"Bonez MC",13826,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
35,"Tausend Tattoos",Sido,13641,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
36,Kamehameha,Azet,13596,https://open.spotify.com/track/0qzX2dAs1otoAABKNHUwRb
37,JAJA,Fero47,13481,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
38,"i'm so tired...",Lauv,13359,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
39,Fading,"Alle Farben",13319,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
40,Shallow,"Lady Gaga",12792,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
41,Wow.,"Post Malone",12569,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
42,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,12073,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
43,"Don't Call Me Up",Mabel,12061,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
44,"Bad Liar","Imagine Dragons",11888,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
45,"Look Back at It","A Boogie Wit da Hoodie",11785,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
46,"Hardcore High",Juju,11634,https://open.spotify.com/track/6eTCxwf1n7XZLucLtFn0Fo
47,"break up with your girlfriend, i'm bored","Ariana Grande",11376,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
48,"Gib ihn",MERO,11316,https://open.spotify.com/track/43o47EpZOuCV6YYUNcxxJl
49,Mill'n,MERO,11230,https://open.spotify.com/track/0LxEGZDLJWGx9x0wQUhyof
50,"In My Mind",Dynoro,11092,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
51,"WTF (feat. Amber Van Day)",HUGEL,11046,https://open.spotify.com/track/0gn93i7HJt0calph67R5Wu
52,"bury a friend","Billie Eilish",10965,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
53,Diablo,Luciano,10913,https://open.spotify.com/track/76nfoEXEghZn7YPfJq5abF
54,"Kampfgeist 4","Kontra K",10715,https://open.spotify.com/track/3TqjrBoN0waDh5nFINL2R8
55,"Auf dem Weg",MERO,10655,https://open.spotify.com/track/2YICs34Vbs95OKhn5LXeFO
56,"Power Over Me","Dermot Kennedy",10424,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
57,"Without Me",Halsey,10408,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
58,Happier,Marshmello,10393,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
59,"Enes Meral",MERO,10165,https://open.spotify.com/track/04hgIDWsvtlmAOSomsEYRG
60,"ROMEO & JULIET",Loredana,9945,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y
61,"Melodien (feat. Juju)","Capital Bra",9758,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
62,DODI,Shindy,9738,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
63,Cataleya,Samra,9586,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
64,"Here With Me",Marshmello,9518,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
65,Moonlight,Gaullin,9419,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
66,"Be Alright","Dean Lewis",9385,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
67,"Let Me Down Slowly","Alec Benjamin",9300,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
68,"Body (feat. brando)","Loud Luxury",9152,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
69,Neymar,"Capital Bra",9081,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
70,"Viva la Dealer",SDP,9052,https://open.spotify.com/track/2vuFdbSOLje3khV4rLSEpm
71,"Ich liebe es (feat. XATAR & SAMY)","Capital Bra",8973,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
72,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",8783,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
73,"wish you were gay","Billie Eilish",8702,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
74,Lelele,Azet,8695,https://open.spotify.com/track/61A9J4906Zkuqd22oasZVR
75,"Hallo Hallo",Azet,8639,https://open.spotify.com/track/0RjhrAgD7bSYBi0fyqX616
76,Casanova,"Summer Cem",8487,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40
77,"Say My Name","David Guetta",8477,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
78,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8375,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
79,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",8335,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
80,Facetime,Dardan,8302,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
81,"So Close",NOTD,8241,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
82,Intro,MERO,8207,https://open.spotify.com/track/0uLCRADshP7njj8Eqw6Jxv
83,"Nummer unterdrückt","Bonez MC",7980,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI
84,Zoey,Nimo,7947,https://open.spotify.com/track/0Kd1QMAhIFhqltE5eQkVzX
85,Yapma,"C ARMA",7907,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
86,"Dancing With A Stranger (with Normani)","Sam Smith",7798,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
