,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,willow,"Taylor Swift",403089,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
2,"champagne problems","Taylor Swift",335573,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339
3,"gold rush","Taylor Swift",307231,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq
4,"‘tis the damn season","Taylor Swift",297950,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
5,"no body, no crime (feat. HAIM)","Taylor Swift",291444,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
6,"tolerate it","Taylor Swift",279648,https://open.spotify.com/track/0PurA4JVJ8YQgSVopY8fn6
7,happiness,"Taylor Swift",262052,https://open.spotify.com/track/73YUReisjb3A9ActdLLjJQ
8,"coney island (feat. The National)","Taylor Swift",237944,https://open.spotify.com/track/4tyX1rw9X309WkEdh2As4B
9,dorothea,"Taylor Swift",232041,https://open.spotify.com/track/3w9VRlKPvNxj40RdUGRweH
10,"evermore (feat. Bon Iver)","Taylor Swift",228150,https://open.spotify.com/track/0AaV4MJrgmLV3XhoiWXjjb
11,ivy,"Taylor Swift",226968,https://open.spotify.com/track/19CSr8rwW05VJL2F91KFNK
12,"long story short","Taylor Swift",209691,https://open.spotify.com/track/0vVMlbdYx2080Oa9FndPZr
13,"All I Want for Christmas Is You","Mariah Carey",208119,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
14,"cowboy like me","Taylor Swift",207716,https://open.spotify.com/track/1XjHRolIXL2M1EEOUsGGR4
15,marjorie,"Taylor Swift",196900,https://open.spotify.com/track/7vBNFh3NIZTj6tB5s1IBjE
16,closure,"Taylor Swift",186201,https://open.spotify.com/track/3uayvzcbqFydIbgUeC6EJh
17,"Tequila Shots","Kid Cudi",177595,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a
18,"Rockin' Around The Christmas Tree","Brenda Lee",175484,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
19,"Last Christmas",Wham!,174984,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
20,"Show Out (with Skepta & Pop Smoke)","Kid Cudi",171537,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv
21,"It's Beginning to Look a Lot like Christmas","Michael Bublé",168183,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
22,"Santa Tell Me","Ariana Grande",164830,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
23,"Jingle Bell Rock","Bobby Helms",160084,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
24,"Mood (feat. iann dior)",24kGoldn,159297,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
25,"She Knows This","Kid Cudi",154707,https://open.spotify.com/track/1xzUQMiCoY5pdego0pHMeV
26,"It's the Most Wonderful Time of the Year","Andy Williams",145897,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
27,"Another Day","Kid Cudi",141469,https://open.spotify.com/track/6myUpr3GDR80Dg3zqNTmmG
28,Whoopty,CJ,141354,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
29,"WITHOUT YOU","The Kid LAROI",131792,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
30,positions,"Ariana Grande",131121,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
31,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",128792,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
32,"Reminds Me Of You","Juice WRLD",127401,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
33,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",126915,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
34,"Beautiful Trip","Kid Cudi",124927,https://open.spotify.com/track/3Z5taVHYljiWv6itioRRRw
35,"Therefore I Am","Billie Eilish",124200,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
36,"Underneath the Tree","Kelly Clarkson",122799,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
37,HOLIDAY,"Lil Nas X",121093,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
38,"Solo Dolo, Pt. III","Kid Cudi",118380,https://open.spotify.com/track/27oVCAziETRbNuo5A8LNpg
39,Dive,"Kid Cudi",118251,https://open.spotify.com/track/7Hc3YL8oDiAzbiAW32KXrw
40,"What You Know Bout Love","Pop Smoke",117261,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
41,"Way Out (feat. Big Sean)","Jack Harlow",115174,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
42,Mistletoe,"Justin Bieber",112796,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
43,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",112579,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
