,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Heyecanı Yok",Gazapizm,68821,https://open.spotify.com/track/4sa0pXDdQkBZ1r5NZWQJyV
2,"Hiç Işık Yok",No.1,59598,https://open.spotify.com/track/2noHL0PeH7WjRSLBjWxU4Q
3,"Öyle Kolaysa","Mabel Matiz",54096,https://open.spotify.com/track/4VUqgwjcye1knvDU7xyLBK
4,FRIENDS,Marshmello,51569,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,Roman,Edis,49941,https://open.spotify.com/track/1GeGwhJSkJGQLeZ7mdvDdm
6,"God's Plan",Drake,48419,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,Geceler,Ezhel,47550,https://open.spotify.com/track/0R0o8uOkDz40XsR6uwThfQ
8,Sen,"İdo Tatlıses",44312,https://open.spotify.com/track/4D0VkzOK8b4fzaCDX0KvGl
9,"Kalbim Çukurda",Gazapizm,41251,https://open.spotify.com/track/4JGbgwywXpX5CYHwq1VT1S
10,Yanıyoruz,"Burak King",38130,https://open.spotify.com/track/2BJkinM7TmdcsDGNvmZds8
11,An,Edis,37854,https://open.spotify.com/track/4ffl5sr8fDkNhjCSsxXNe8
12,İmkansızım,Ezhel,37358,https://open.spotify.com/track/5Y3ZTBwRNrgj3AlXYASvDe
13,IDGAF,"Dua Lipa",35183,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
14,"New Rules","Dua Lipa",34740,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,rockstar,"Post Malone",34156,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
16,Lafügüzaf,"Gökhan Türkmen",31229,https://open.spotify.com/track/3pZDZloBhUwlKA5O6JzXXa
17,"My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist","Cecilia Krull",31027,https://open.spotify.com/track/5ZEQjTroORCu6uWvZrdeNc
18,"Geçmiş Değişmez",Deeperise,30976,https://open.spotify.com/track/2VdlfuivNjXQ0qttqwijg4
19,Bodrum,"Yüzyüzeyken Konuşuruz",30751,https://open.spotify.com/track/7DarbtpxRUG5POF3ifwu61
20,"Gömün Beni Çukura",Eypio,30439,https://open.spotify.com/track/5dLtu0lS5pP9ivMerk3uMA
21,"All The Stars (with SZA)","Kendrick Lamar",30300,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
22,"Havana (feat. Young Thug)","Camila Cabello",30126,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
23,"Gizli Aşk","Feride Hilal Akın",29554,https://open.spotify.com/track/59sXCQM40PmQ9oKtFqK7D2
