,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Alone,"Alan Walker",103886,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p
2,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",85990,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,68706,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Call On Me - Ryan Riback Extended Remix",Starley,60334,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
5,"I Feel It Coming","The Weeknd",56607,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
6,"Solo Dance","Martin Jensen",54931,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
7,"Make Me (Cry)","Noah Cyrus",51011,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
8,"Move Your Body - Alan Walker Remix",Sia,49684,https://open.spotify.com/track/6LUOMjoORvAkdhBYvESO46
9,Starboy,"The Weeknd",49158,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
10,"All Night","The Vamps",48797,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0
11,"Hear Me Now",Alok,46763,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
12,"Say You Won't Let Go","James Arthur",45756,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
13,"Black Beatles","Rae Sremmurd",42490,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
14,Closer,"The Chainsmokers",40614,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
15,"What Do You Love",Seeb,40394,https://open.spotify.com/track/0h4FK0CnlZ3oJnZ6quEk1P
16,"Lighthouse - Andrelli Remix","Hearts & Colors",39453,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo
17,Sexual,NEIKED,39347,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop
18,"Let Me Love You","DJ Snake",38148,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
19,"Don't Wanna Know","Maroon 5",34446,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
20,"24K Magic","Bruno Mars",32699,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
21,Faded,"Alan Walker",32234,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
22,"Side To Side","Ariana Grande",29984,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
23,"I Would Like","Zara Larsson",29930,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6
24,"Nervous (The Ooh Song) - Mark McCabe Remix","Gavin James",29105,https://open.spotify.com/track/0L9lXMXddmoBbBUeF7A9An
25,"All We Know","The Chainsmokers",28475,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
26,Jovial,"Freddy Kalas",28252,https://open.spotify.com/track/5paNYIC0vrVj1EWGVzfJzb
27,"One Dance",Drake,28081,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
28,"Hey Ho","Freddy Kalas",27396,https://open.spotify.com/track/0eekaX32hUmJgcinPCL1iZ
29,"Shed a Light","Robin Schulz",27391,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
30,"Dynamite (feat. Pretty Sister)",Nause,27282,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg
31,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",27006,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
32,"Just Hold On","Steve Aoki",26981,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
33,Starving,"Hailee Steinfeld",26121,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
34,"Inside the Lines (feat. Casso)","Mike Perry",25754,https://open.spotify.com/track/3qaYuV5XZAwiOvGE91HhwS
35,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",25620,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
36,"In the Name of Love","Martin Garrix",25315,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
37,Beast,Tungevaag,25002,https://open.spotify.com/track/6ZbiaHwI9x7CIxYGOEmXxd
38,Mercy,"Shawn Mendes",23737,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
39,"Tårnet til Carlsen (feat. Simen Agdestein)","Staysman & Lazz",23653,https://open.spotify.com/track/4OE7BCHElUtM2ATRF7u1PS
40,"Versace 2017",TIX,23647,https://open.spotify.com/track/594Id4J7VH4nVIfI1FwhP9
41,"My Way","Calvin Harris",23373,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
42,"Sing Me to Sleep","Alan Walker",23264,https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH
43,Arigato,"Julie Bergan",21698,https://open.spotify.com/track/4XuK9jJP3mpYBq5qf68vfF
44,"Hymn for the Weekend - Seeb Remix",Coldplay,21672,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU
45,"Cheap Thrills",Sia,21121,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
46,Heathens,"Twenty One Pilots",20533,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
47,"Heart Won't Forget",Matoma,20133,https://open.spotify.com/track/2of2DM5LqTh7ohmmVXUKsH
48,Panda,Desiigner,18977,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
49,"Fake Love",Drake,18926,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
50,"Starboy - Kygo Remix","The Weeknd",18512,https://open.spotify.com/track/6L778PA16SuyYvFhqnMndY
51,"Millionaire (feat. Nelly) - Alan Walker Remix","Digital Farm Animals",18479,https://open.spotify.com/track/5HzbxweVAtisCrpoOF11qt
52,"Don't Let Me Down (feat. Daya)","The Chainsmokers",18326,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
53,"The Greatest (feat. Kendrick Lamar)",Sia,18208,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO
54,"Shout Out to My Ex","Little Mix",17982,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g
55,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",17783,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
56,Routine,"Alan Walker",16905,https://open.spotify.com/track/19TSNGmvdTtlxYn4YqYUMf
57,"The Ocean (feat. Shy Martin)","Mike Perry",16676,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv
58,"Ain't My Fault","Zara Larsson",16583,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ
59,"Treat You Better","Shawn Mendes",16095,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
60,"False Alarm",Matoma,15988,https://open.spotify.com/track/7gZQfdEQpmwAoPHSbEHzms
61,"Bad Things (with Camila Cabello)","Machine Gun Kelly",15983,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
62,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",15254,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
63,"Happy New Year",ABBA,15201,https://open.spotify.com/track/4oUfwAQJZGPufJHHzUNByB
64,"Perfect Strangers","Jonas Blue",15191,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u
65,"Love on Me",Galantis,15144,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF
66,"Juju on That Beat (TZ Anthem)","Zay Hilfigerrr",15132,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd
67,"No Money",Galantis,15102,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
68,Sex,"Cheat Codes",15079,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP
69,Places,"Martin Solveig",15038,https://open.spotify.com/track/6O85MfGECKBqAK2MgSbCaj
70,"Don't Be So Shy - Filatov & Karas Remix",Imany,15017,https://open.spotify.com/track/00vk0sEfb6mr2ehwSw0Uhn
71,"Cigarette (feat. Madcon & Julimar Santos)",Penthox,15005,https://open.spotify.com/track/2yPgwtJ9j7WP29q9dcYOmR
72,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",14872,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT
73,"Now and Later","Sage The Gemini",14812,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS
74,Sorry,"Justin Bieber",14296,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
75,"Dancing On My Own","Calum Scott",14075,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
76,"Let Me Love You (feat. Chris Crone)",SJUR,13828,https://open.spotify.com/track/2jfCy43LsFbCQoB6HyetlY
77,"Stay (feat. Maty Noyes)",Kygo,13615,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja
78,"This Is What You Came For (feat. Rihanna)","Calvin Harris",13591,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
79,"Kjærlighet er mer enn forelskelse",LOKE,13397,https://open.spotify.com/track/4CxBmlWegEeKwYUaFvLzel
80,"Scars To Your Beautiful","Alessia Cara",13343,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
81,"Taped up Heart (feat. Clara Mae)",KREAM,13304,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA
82,"Party Monster","The Weeknd",13193,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
83,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",12967,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
84,"Love Yourself","Justin Bieber",12644,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
85,"Feel Da Rush","Freddy Kalas",12557,https://open.spotify.com/track/7B7OdAjUTyMAmnaUmuneVW
86,Alarm,Anne-Marie,12175,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
87,Hello,Adele,12106,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
88,Capsize,FRENSHIP,12068,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco
89,"This Town","Niall Horan",12040,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7
90,Målløs,"Skei & PT",11829,https://open.spotify.com/track/7hrjgvlXwv7MTrMzmeQPn4
91,"Love Me Now","John Legend",11816,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
92,"The Greatest",Sia,11628,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1
93,"Hurts So Good","Astrid S",11616,https://open.spotify.com/track/60lwJa695S26FsYbhCVFVa
94,Fragile,Kygo,11575,https://open.spotify.com/track/6PyxrogMU9imKqVtKx6840
95,"Stressed Out","Twenty One Pilots",11443,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
96,"When We Were Young",Adele,11300,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL
97,"This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","David Guetta",11157,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR
98,"I Got You","Bebe Rexha",11149,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
99,Alive,Madden,11124,https://open.spotify.com/track/7J2EJ4QMpGUbB2H3SYYYtU
100,"By Your Side","Jonas Blue",11097,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j
101,"The Sound of Silence",Disturbed,11069,https://open.spotify.com/track/0eZBeB2xFIS65jQHerispi
102,"7 Years","Lukas Graham",10918,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
103,"The Mack",Nevada,10880,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO
104,"Million Reasons","Lady Gaga",10747,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ
105,"Fast Car","Jonas Blue",10728,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
106,Elektrisk,"Marcus & Martinus",10722,https://open.spotify.com/track/2q83iIfEGIk8kyrdT4uYOG
107,"Please Don't Go","Joel Adams",10653,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy
108,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,10522,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
109,"Girls (feat. Madcon)","Marcus & Martinus",10482,https://open.spotify.com/track/4Y8s3kA6vx4y51T79sNVOs
110,"Gangsta Walk (feat. Nate Dogg)",SNBRN,10318,https://open.spotify.com/track/6AAw43DJbIysnD0DwVurGd
111,"Trust Nobody (feat. Selena Gomez & Tory Lanez)","Cashmere Cat",10240,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu
112,"Selmas sang (fra Snøfall)","Eva Weel Skram",10201,https://open.spotify.com/track/60krsAHBHlf1eMEdZpaybn
113,"Raging (feat. Kodaline)",Kygo,10119,https://open.spotify.com/track/2Vhd5uZB4brKHmM0MNxkZo
114,"Me, Myself & I",G-Eazy,10070,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
115,"Work from Home (feat. Ty Dolla $ign)","Fifth Harmony",10067,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
116,"Here We Go Again","Chris Holsten",10025,https://open.spotify.com/track/1uM0JXUr1QxoPEueeQnfKv
117,"Final Song",MØ,9890,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
118,"Deja Vu","J. Cole",9832,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
119,"Sangen Du Hater",Katastrofe,9759,https://open.spotify.com/track/28k5bDeysU73IRdyDXbses
120,"Let It Go","James Bay",9699,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
121,"Only One - Radio Edit",Sigala,9623,https://open.spotify.com/track/5ev0Z2lFzmhjlQCWpRAWiG
122,Human,"Rag'n'Bone Man",9540,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
123,"Hymn for the Weekend",Coldplay,9519,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
124,"Lay It On Me","Ina Wroldsen",9439,https://open.spotify.com/track/4S7IW3QMRTfoPsuW0bsMyl
125,"Sunshine Hits My Face","Freddy Kalas",9407,https://open.spotify.com/track/7IvsuFIqe5vB6W9GrswYtj
126,"Lot to Learn","Luke Christopher",9230,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2
127,"Lett å være rebell i kjellerleiligheten din",Karpe,9009,https://open.spotify.com/track/54DfWSu3aH8Z8nyckQdGNq
128,"Cake By The Ocean",DNCE,8998,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
129,"Engler i sne",eMMa,8954,https://open.spotify.com/track/59GOf2vvt1WFPzsvQDhVUw
130,"How Far I'll Go - From ""Moana""","Alessia Cara",8909,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
