,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",73781,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"It Ain't Me (with Selena Gomez)",Kygo,46297,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
3,"Something Just Like This","The Chainsmokers",39764,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
4,Believer,"Imagine Dragons",36084,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,34177,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
6,"Galway Girl","Ed Sheeran",32852,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
7,"Stay (with Alessia Cara)",Zedd,32327,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
8,"Symphony (feat. Zara Larsson)","Clean Bandit",31330,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
9,Passionfruit,Drake,28983,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
10,"You Don't Know Me - Radio Edit","Jax Jones",28922,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
11,Paris,"The Chainsmokers",28236,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
12,Issues,"Julia Michaels",27890,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
13,"Chained To The Rhythm","Katy Perry",26856,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
14,Cold,"Maroon 5",26488,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
15,"Scared to Be Lonely","Martin Garrix",26433,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
16,"That's What I Like","Bruno Mars",25515,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
17,"Castle on the Hill","Ed Sheeran",23817,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
18,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",23636,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
19,"Solo Dance","Martin Jensen",21932,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
20,"Mask Off",Future,21765,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
21,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",21369,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
22,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",21287,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
23,HUMBLE.,"Kendrick Lamar",20319,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
24,"Be Mine",Ofenbach,19180,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w
