,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",2902,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Without Me",Halsey,2367,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
3,"Last Christmas",Wham!,2337,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
4,"Santa Tell Me","Ariana Grande",2084,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
5,"SICKO MODE","Travis Scott",2082,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"Jingle Bell Rock","Bobby Helms",2006,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
7,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1991,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
8,"Rockin' Around The Christmas Tree","Brenda Lee",1941,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
9,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1875,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
10,"thank u, next","Ariana Grande",1861,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
11,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",1802,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
12,"a lot","21 Savage",1740,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
13,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,1710,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
14,"It's the Most Wonderful Time of the Year","Andy Williams",1695,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
15,"Going Bad (feat. Drake)","Meek Mill",1673,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
16,monster,"21 Savage",1577,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
17,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1484,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
18,"Mo Bamba","Sheck Wes",1326,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
19,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1298,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
20,Shallow,"Lady Gaga",1256,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
21,"Do They Know It's Christmas? - 1984 Version","Band Aid",1254,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
22,1.5,"21 Savage",1251,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs
