,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",59877,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,44080,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"It's Beginning to Look a Lot like Christmas","Michael Bublé",34856,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
4,"Santa Tell Me","Ariana Grande",34838,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
5,"Sweet but Psycho","Ava Max",34065,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
6,"Jingle Bell Rock","Bobby Helms",31535,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
7,"It's the Most Wonderful Time of the Year","Andy Williams",29568,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
8,"Rockin' Around The Christmas Tree","Brenda Lee",29552,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
9,"thank u, next","Ariana Grande",28853,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",27600,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
11,"Terug Naar Toen (feat. Lijpe)",Boef,26149,https://open.spotify.com/track/3ELaEOpbAaXnahwApLkUvR
12,"Do They Know It's Christmas? - 1984 Version","Band Aid",25924,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
13,"In My Mind",Dynoro,24542,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
14,"SVP (feat. JoeyAK, Young Ellens & Sevn Alias)",Boef,23871,https://open.spotify.com/track/036HGg6Bs7n15m99zcnPwZ
15,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",23449,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
16,"Gucci Pet",Boef,23347,https://open.spotify.com/track/3hPLr0a6FTlifTi8hzJPYr
17,"Be Alright","Dean Lewis",23106,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
18,"High Hopes","Panic! At The Disco",22886,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
19,"Without Me",Halsey,22417,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",21803,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
