,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Habiba,Boef,370916,https://open.spotify.com/track/6G41AeVgQkpvEbTxN5fNkW
2,"Shape of You","Ed Sheeran",253631,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,"It Ain't Me (with Selena Gomez)",Kygo,194511,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
4,"Slapend Rijk",Boef,190571,https://open.spotify.com/track/3PiDnD8RhPrlmzMpAgF9xK
5,"Tempo (feat. Sevn Alias, Bko & Boef)",Jairzinho,182678,https://open.spotify.com/track/2YeKWxs3kfBFt7UduCEXub
6,Salam,Boef,160936,https://open.spotify.com/track/5zhTxSctAPGFmXSZ7RPmxG
7,Passionfruit,Drake,158521,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
8,Energie,"Ronnie Flex",143462,https://open.spotify.com/track/1riPE3NCV1OBmSXqpYiMJY
9,"Ik Ga Weg",Boef,143137,https://open.spotify.com/track/7LQtFOR1rnk9T8cKtByX7k
10,"Something Just Like This","The Chainsmokers",141700,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
11,"Stay (with Alessia Cara)",Zedd,140517,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
12,"You Don't Know Me - Radio Edit","Jax Jones",140406,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
13,"Symphony (feat. Zara Larsson)","Clean Bandit",139097,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
14,"Scared to Be Lonely","Martin Garrix",133355,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
15,"Ex (feat. Webb)",LouiVos,132421,https://open.spotify.com/track/6EDnqtAZxZu5pGXyPjgvU8
16,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",126914,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
17,Weak,AJR,123413,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
18,"Galway Girl","Ed Sheeran",121698,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
19,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",112991,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
20,Wejoow,Boef,110549,https://open.spotify.com/track/6oZuSPBQySlwY33BhdIm11
21,Paris,"The Chainsmokers",109505,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
22,Tuesday,"Burak Yeter",109403,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR
23,"Mask Off",Future,103194,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
24,"Call On Me - Ryan Riback Extended Remix",Starley,102483,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
25,"Castle on the Hill","Ed Sheeran",99856,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
26,Issues,"Julia Michaels",99645,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
