,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",3067,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,HUMBLE.,"Kendrick Lamar",2175,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
3,"Mask Off",Future,1705,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
4,"It Ain't Me (with Selena Gomez)",Kygo,1641,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
5,Passionfruit,Drake,1628,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",1553,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,"Stay (with Alessia Cara)",Zedd,1428,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
8,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",1362,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
9,"Something Just Like This","The Chainsmokers",1362,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
10,"Symphony (feat. Zara Larsson)","Clean Bandit",1252,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
11,"You Don't Know Me - Radio Edit","Jax Jones",1212,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
12,"Galway Girl","Ed Sheeran",1210,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
13,"Scared to Be Lonely","Martin Garrix",1184,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
14,"That's What I Like","Bruno Mars",1166,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
15,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1144,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
16,Cold,"Maroon 5",1136,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
17,Paris,"The Chainsmokers",1050,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
18,Believer,"Imagine Dragons",1021,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
