,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Rojo,"J Balvin",125921,https://open.spotify.com/track/4uziEsK1yiqdauKVDPsmVG
2,Safaera,"Bad Bunny",98367,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
3,"Si Veo a Tu Mamá","Bad Bunny",87295,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
4,Ignorantes,"Bad Bunny",79921,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
5,"La Difícil","Bad Bunny",73215,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
6,Tusa,"KAROL G",67227,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
7,Morado,"J Balvin",64092,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
8,"Sigues Con El","Dímelo Flow",63793,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
9,"Hola - Remix",Dalex,55989,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
10,"La Santa","Bad Bunny",54428,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
11,Vete,"Bad Bunny",51959,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
12,"Dance Monkey","Tones And I",51657,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,Blanco,"J Balvin",45302,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
14,Diosa,"Myke Towers",43769,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
15,"Yo Perreo Sola","Bad Bunny",42766,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
16,Tattoo,"Rauw Alejandro",41337,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
17,Fantasias,"Rauw Alejandro",40299,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
18,"Por Primera Vez",Camilo,38920,https://open.spotify.com/track/0gWbAFRcUyZKdfUxEOuOiD
19,Girl,"Myke Towers",38768,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
20,BORRAXXA,Feid,37188,https://open.spotify.com/track/2Y1EBfErprYwOlgluV9neb
21,"LA CANCIÓN","J Balvin",36913,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
22,René,Residente,34790,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
23,"Pero Ya No","Bad Bunny",34225,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
24,"No Me Conoce - Remix","Jhay Cortez",32916,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
25,Bichiyal,"Bad Bunny",32617,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
26,"Bun Dem","Afro Bros",32333,https://open.spotify.com/track/28l50HfdkoZW2w9ukRzoVk
27,"RITMO (Bad Boys For Life)","Black Eyed Peas",31818,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
28,Quizas,"Rich Music LTD",31471,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
29,Medusa,"Jhay Cortez",31389,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
30,Keii,"Anuel AA",31250,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
31,"Don't Start Now","Dua Lipa",31233,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
32,China,"Anuel AA",30007,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
33,"Bellaquita - Remix",Dalex,29249,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
34,Callaita,"Bad Bunny",28923,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
35,"A Tu Merced","Bad Bunny",28889,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
36,"Me Gusta",Shakira,27631,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
37,Loco,Beéle,27473,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
38,"Adicto (with Anuel AA & Ozuna)",Tainy,27393,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
39,Mejor,Dalex,26961,https://open.spotify.com/track/1mF6sMUsRU9MisrdB9qWvg
40,"Si Te Vas",Sech,26710,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
41,Soliá,"Bad Bunny",26122,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
42,"QUE PRETENDES","J Balvin",25818,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
43,Detente,"Mike Bahía",25551,https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX
44,25/8,"Bad Bunny",24797,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
45,Definitivamente,"Daddy Yankee",24633,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
46,"Pa' Olvidarme De Ella","Piso 21",24483,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
47,"Whine Up","Nicky Jam",23623,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
48,Infeliz,Arcangel,23384,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
49,"Está Cabrón Ser Yo","Bad Bunny",23196,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
50,"Alguien Me Gusta","Andy Rivera",23060,https://open.spotify.com/track/4iFTIshL0xDCw8JJUl5AJ3
51,"Blinding Lights","The Weeknd",22126,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
52,TBT,"Sebastian Yatra",21612,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
53,Indeciso,Reik,20566,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
54,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",20283,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
55,Muévelo,"Nicky Jam",20262,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
56,"Que Malo","Bad Bunny",19314,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
57,"Fantasias - Remix","Rauw Alejandro",19287,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
58,<3,"Bad Bunny",18955,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
59,"Si Tu Amor No Vuelve",Greeicy,18485,https://open.spotify.com/track/1Q2uBll5mMW8BY4T9XSrCo
60,"La Zona","Bad Bunny",18409,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
61,Tutu,Camilo,18283,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
62,Aventura,Lunay,18143,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
63,"Una Vez","Bad Bunny",17999,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
64,Señorita,"Shawn Mendes",17569,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
65,Jangueo,"Alex Rose",17263,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
66,"Si Me Dices Que Sí",Reik,17211,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
67,"Hablamos Mañana","Bad Bunny",17172,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
68,"No Termino",Morat,17141,https://open.spotify.com/track/3YjguG5v9vS5o8Cnciy76z
69,"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)","Dímelo Flow",17123,https://open.spotify.com/track/0UfVfRSmy4xMyi67LKH5zZ
70,"11 PM",Maluma,16186,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
71,"Qué Pena",Maluma,15699,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
72,"Te Vi","Piso 21",15550,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
73,"bad guy","Billie Eilish",15540,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
74,"Si Se Da - Remix","Myke Towers",15512,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
75,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",15454,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
76,"P FKN R","Bad Bunny",15430,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
77,"La Difícil",Camilo,15243,https://open.spotify.com/track/0PaNKfwdqHjmW7hVEQ0lbu
78,Desconocidos,"Mau y Ricky",15065,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
79,"The Box","Roddy Ricch",14574,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
80,Destino,Greeicy,14089,https://open.spotify.com/track/041Kcvnw8nOdq8xiRibPTG
81,"Una Vida Para Recordar","Piso 21",14018,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus
82,"Soltera - Remix",Lunay,13977,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
83,Falling,"Trevor Daniel",13974,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
84,"Pa Mí - Remix",Dalex,13860,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
85,"Mala Fama","KILATE TESLA",13736,https://open.spotify.com/track/5VTTaqvgUN99gVpJp4ArxH
86,"La Forma en Que Me Miras","Super Yei",13494,https://open.spotify.com/track/6t94PGXYAuo9GbJEnMpPcW
87,Memories,"Maroon 5",13425,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
88,"Que Mas Pues - Remix",Sech,13425,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
89,"Perreo en La Luna","Rich Music LTD",13408,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
90,"Que Tire Pa Lante","Daddy Yankee",13360,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
91,"Puesto Pa' Guerrial","Bad Bunny",13291,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs
92,"Con Altura",ROSALÍA,13246,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
93,"Dream Girl - Remix","Ir Sais",13191,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
94,"La Culpa","Jessi Uribe",13092,https://open.spotify.com/track/5G4ZDg8qtObwMXt0F8Sw4A
95,"Say So","Doja Cat",12822,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
96,"Otro Trago",Sech,12690,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
97,PORFA,Feid,12264,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
98,"La Pared 360","Lenny Tavárez",12263,https://open.spotify.com/track/2w8SKQCnT2YQK1qCqKl2uW
99,"Se Me Olvidó","Christian Nodal",12256,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
100,Perfume,Dalex,12140,https://open.spotify.com/track/2r5AwzCIgWw57ZYXuSIji6
101,Yummy,"Justin Bieber",12081,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
102,Cuaderno,Dalex,12014,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
103,"UN PESO","J Balvin",12002,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
104,"Yo x Ti, Tu x Mi",ROSALÍA,11992,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
105,"Un Año","Sebastian Yatra",11946,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
106,"Esta Noche","Mike Bahía",11937,https://open.spotify.com/track/4vhkI8x68EaGQR3Kn7Pwhc
107,"No Te Vayas","Carlos Vives",11884,https://open.spotify.com/track/587xp1Yt8CAPzbHsAuN5nD
108,"La Playa - Remix","Myke Towers",11858,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7
109,"Otro Trago - Remix",Sech,11768,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
110,"everything i wanted","Billie Eilish",11603,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
111,"Besos En Guerra",Morat,11586,https://open.spotify.com/track/1mlGScrDQqHqmhdIqE8MmA
112,Physical,"Dua Lipa",11586,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
113,Bellaquita,Dalex,11554,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
114,"Mi Error - Remix","Eladio Carrion",11446,https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt
