,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,X,"Nicky Jam",645630,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
2,Bella,Wolfine,535793,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
3,"Me Niego (feat. Ozuna & Wisin)",Reik,512858,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
4,Dura,"Daddy Yankee",481775,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
5,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",447688,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
6,"To My Love - Tainy Remix","Bomba Estéreo",400457,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
7,Amorfoda,"Bad Bunny",375152,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
8,"Síguelo Bailando",Ozuna,331050,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
9,Dembow,"Danny Ocean",316457,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
10,Corazón,Maluma,306991,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
11,"El Préstamo",Maluma,290866,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
12,Criminal,"Natti Natasha",285304,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
13,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",267541,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
14,Downtown,Anitta,262733,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
15,"God's Plan",Drake,231694,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
16,IDGAF,"Dua Lipa",229945,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
17,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",224087,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
18,Sensualidad,"Bad Bunny",219547,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
19,"Échame La Culpa","Luis Fonsi",213262,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
20,Esperándote,"Manuel Turizo",211428,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
21,Solita,Ozuna,193612,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
22,SUTRA,"Sebastian Yatra",189320,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
23,"Se Preparó",Ozuna,187956,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
24,"Me Rehúso","Danny Ocean",181801,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
25,Mine,Bazzi,177259,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
26,"Déjate Llevar","Juan Magán",176047,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
27,"No Hay Nadie Más","Sebastian Yatra",167162,https://open.spotify.com/track/6wos8Ds5FKMe33GjBHRake
28,"El Farsante - Remix",Ozuna,166807,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
29,"Robarte un Beso","Carlos Vives",162568,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
30,Ahora,"J Balvin",158989,https://open.spotify.com/track/54OB85nuxYGfl7qRQXuz7c
31,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",158653,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
32,Machika,"J Balvin",154676,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
33,"Entre Beso Y Beso","La Arrolladora Banda El Limón De Rene Camacho",148418,https://open.spotify.com/track/7uL1ZsdxI8l4sgEsgCmTlG
34,"Que Va","Alex Sensation",145362,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
35,"Quiero Repetir",Ozuna,144717,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
36,Mayores,"Becky G",143976,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
37,"Bum Bum Tam Tam","MC Fioti",142017,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
38,Bonita,"J Balvin",141598,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
39,FRIENDS,Marshmello,141219,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
40,"El Clavo","Prince Royce",136627,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
41,"GPS (feat. French Montana)",Maluma,136082,https://open.spotify.com/track/3t6j6WNv2OSn6qm5Vxynub
42,"Suena El Dembow","Joey Montana",134018,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
43,"3 A.M.","Jesse & Joy",133603,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
44,"Te Amo","Piso 21",132461,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
45,"Báilame - Remix",Nacho,131878,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
46,"Una Lady Como Tú","Manuel Turizo",130395,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
47,"Escápate Conmigo (feat. Ozuna)",Wisin,128610,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
48,"Psycho (feat. Ty Dolla $ign)","Post Malone",127881,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
49,rockstar,"Post Malone",127037,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
50,"All The Stars (with SZA)","Kendrick Lamar",118379,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
51,"Besos En Guerra",Morat,112161,https://open.spotify.com/track/1d0c62VFYauOOgxZ2eFUxx
52,"New Rules","Dua Lipa",109572,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
53,"Shape of You","Ed Sheeran",108575,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
54,"Havana (feat. Young Thug)","Camila Cabello",105124,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
55,"Felices los 4",Maluma,103161,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
56,Probablemente,"Christian Nodal",101582,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
57,Azul,Zoé,101237,https://open.spotify.com/track/1HM9uVbB4DVQh0QlwY7W6v
58,"Pray For Me (with Kendrick Lamar)","The Weeknd",99366,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
59,"Perro Fiel (feat. Nicky Jam)",Shakira,98780,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
60,"Fiebre (feat. Wisin & Yandel)","Ricky Martin",98025,https://open.spotify.com/track/0oFqlgK2LJ9eMlpGBCmRvf
61,Perfect,"Ed Sheeran",97236,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
62,"Trap (feat. Maluma)",Shakira,96900,https://open.spotify.com/track/7GncL3nyKUjsEm8Z5gvTpW
63,"Ahora Dice","Chris Jeday",94850,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
64,"Bella y Sensual","Romeo Santos",94700,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
65,#Maldeamores,"Mario Bautista",94493,https://open.spotify.com/track/1Ju3hNFWkgMEp7xlgmrVKH
66,Vuelve,"Daddy Yankee",93013,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
67,"No Te Vas",Nacho,93006,https://open.spotify.com/track/6yuArSnBrhykjkCxb8eXvl
68,"The Middle",Zedd,92771,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
69,Pineapple,"KAROL G",90708,https://open.spotify.com/track/24snQ8Ew7aIKYCt0ulXHvx
70,Mamita,CNCO,89636,https://open.spotify.com/track/5ojXuKXBYq0apcNucYSDXq
71,"Amantes de una Noche","Natti Natasha",89627,https://open.spotify.com/track/2iCOdoyDmWG3hWkbtH1KB2
72,"A Partir De Hoy","David Bisbal",89316,https://open.spotify.com/track/1FMNuRMIcPD6PDQGoi5Ifn
73,"El Farsante",Ozuna,89056,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
74,"Otra vez (feat. J Balvin)","Zion & Lennox",87054,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
75,"Loca Remix",KHEA,86927,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
76,"Mi Gente","J Balvin",86889,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
77,#Natural,"Paty Cantú",86305,https://open.spotify.com/track/3cRJo0hXMcrXa7oLfAUU4d
78,"Finesse - Remix; feat. Cardi B","Bruno Mars",86052,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
79,"La player (Bandolera)","Zion & Lennox",84905,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
80,"Never Be the Same","Camila Cabello",83011,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
81,Thunder,"Imagine Dragons",81400,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
82,"Amigos No por Favor (Primera Fila) - En Vivo",Yuridia,81115,https://open.spotify.com/track/2hyAEExgoEfxrVJKUJTqZV
83,"Mi Mala - Remix","Mau y Ricky",80515,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
84,Dime,Revol,80114,https://open.spotify.com/track/08wJw4VdkKImX4t1vL6MsO
85,"Adiós Amor","Christian Nodal",78335,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
86,Wolves,"Selena Gomez",77274,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
87,"En Donde Esta Tu Amor","Virlan Garcia",76455,https://open.spotify.com/track/3HGJyp3fbmd5ylCe3dvLiS
88,Brillas,"León Larregui",75928,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
89,Traicionera,"Sebastian Yatra",74545,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
90,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",73563,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
91,"Dime Si Te Acuerdas","Bad Bunny",72730,https://open.spotify.com/track/49VSioK272TASR4r9vRTuP
92,Anywhere,"Rita Ora",72656,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
93,"Sé Que Te Duele","Alejandro Fernández",72309,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg
