,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nooit Thuis",Boef,230089,https://open.spotify.com/track/63ANvDI7YAyD6BzCpMGkOH
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,170686,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Roses - Imanbek Remix","SAINt JHN",138376,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,128255,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
5,"ily (i love you baby) (feat. Emilee)","Surf Mesa",121871,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
6,Treinstation,Boef,119927,https://open.spotify.com/track/25w9EAbgKDa7XSSC7MYXKk
7,"Blinding Lights","The Weeknd",119253,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,"Breaking Me",Topic,116478,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
9,"Video Vixen","Bilal Wahib",116169,https://open.spotify.com/track/0PEPCo71Ys1EBtTAnYCgw4
10,Kleur,Snelle,111012,https://open.spotify.com/track/6yBPWtwnlHgRTHfxK1MPwJ
11,"Alleen Soms",Lijpe,103406,https://open.spotify.com/track/0vC6bkhlWhBNjP8CsuLL6n
12,"Rain On Me (with Ariana Grande)","Lady Gaga",103345,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
13,"Break My Heart","Dua Lipa",99426,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
14,"Watermelon Sugar","Harry Styles",96681,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"Stuck with U (with Justin Bieber)","Ariana Grande",95251,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
16,MAMACITA,"Black Eyed Peas",94284,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
17,Supalonely,BENEE,93870,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
