,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lost (feat. TOPIC42)",Samra,732251,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
2,SHAWTY,Luciano,674697,https://open.spotify.com/track/2zeWbdSyAcN0O0r7em4j3B
3,"Kein Hunger",Loredana,612780,https://open.spotify.com/track/09neQCQwBgcu9r2QHE6YpP
4,"Last Christmas",Wham!,472394,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
5,"All I Want for Christmas Is You","Mariah Carey",471520,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,KAKTUS,Ramo,468055,https://open.spotify.com/track/6i6EJCuy9MLP02r5JYoDev
7,"ka je",Dardan,459396,https://open.spotify.com/track/0IhTszc48NK2EBCvvc1KKU
8,Verlierer,LUNA,346904,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
9,"Merry Christmas Everyone","Shakin' Stevens",326992,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
10,"Bitte geh",MERO,320392,https://open.spotify.com/track/1zvr6BNcHaRkBDMNjgFQI4
11,"Driving Home for Christmas - 2019 Remaster","Chris Rea",314556,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
12,"Mood (feat. iann dior)",24kGoldn,312650,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
13,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",295540,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
14,"gebe auf.",Lune,288269,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
15,Nshallah,Zuna,283999,https://open.spotify.com/track/74HpGbP9e5oOdeY6XxcGP3
16,"Santa Tell Me","Ariana Grande",283760,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
17,"It's Beginning to Look a Lot like Christmas","Michael Bublé",283648,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
18,"Underneath the Tree","Kelly Clarkson",271135,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
19,Angeklagt,"Bonez MC",265323,https://open.spotify.com/track/5FLkxbVtsn88ejcLR62L4T
20,"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",251308,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu
21,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",250448,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
22,"Head & Heart (feat. MNEK)","Joel Corry",247311,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
23,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,242257,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
24,"Streben nach Glück","PA Sports",240227,https://open.spotify.com/track/0h02nmbL0JVgeU4T0BvX96
25,"The Business",Tiësto,235317,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
26,"I'M A CRIMINAL (feat. 18 Karat)",Play69,230291,https://open.spotify.com/track/29w8lzhZI7KOPXUdZvMzUe
27,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",229340,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b
28,Whoopty,CJ,214334,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
29,Mistletoe,"Justin Bieber",211967,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
30,"All We Got (feat. KIDDO)","Robin Schulz",211836,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
31,"Blinding Lights","The Weeknd",210740,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
32,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",207253,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
33,HOLIDAY,"Lil Nas X",204306,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
34,Habibi,Casar,201960,https://open.spotify.com/track/5wvuvSerLcNK5Xc8v2duWn
35,Goosebumps,HVME,201339,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
36,"Therefore I Am","Billie Eilish",200251,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
37,"Jingle Bell Rock","Bobby Helms",198407,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
38,willow,"Taylor Swift",196293,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
39,Paradise,VIZE,195922,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
40,"Thank God It's Christmas - Non-Album Single",Queen,195802,https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck
41,Wolken,Monet192,195443,https://open.spotify.com/track/6d7LbM2SlGGXKCYbq7PbCc
42,"What You Know Bout Love","Pop Smoke",190509,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
43,"Jerusalema (feat. Nomcebo Zikode)","Master KG",190359,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
