,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",1000473,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,"Si Veo a Tu Mamá","Bad Bunny",964707,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
3,"La Difícil","Bad Bunny",689911,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
4,Ignorantes,"Bad Bunny",653064,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
5,Tusa,"KAROL G",640776,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
6,"Se Me Olvidó","Christian Nodal",606258,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
7,Vete,"Bad Bunny",530939,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
8,"Yo Perreo Sola","Bad Bunny",511940,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
9,"Sigues Con El","Dímelo Flow",501885,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
10,"La Santa","Bad Bunny",483907,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
11,"Blinding Lights","The Weeknd",468722,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
12,Rojo,"J Balvin",447404,https://open.spotify.com/track/4uziEsK1yiqdauKVDPsmVG
13,"Dance Monkey","Tones And I",441272,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,Morado,"J Balvin",427895,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
15,"Pero Ya No","Bad Bunny",367562,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
16,"Don't Start Now","Dua Lipa",349888,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
17,"Pa' Olvidarme De Ella","Piso 21",336510,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
18,Jangueo,"Alex Rose",330079,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
19,"A Tu Merced","Bad Bunny",316978,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
20,"Hola - Remix",Dalex,315573,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
21,"LA CANCIÓN","J Balvin",296571,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
22,Bichiyal,"Bad Bunny",290626,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
23,Diosa,"Myke Towers",286809,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
24,Callaita,"Bad Bunny",278454,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
25,"No Me Conoce - Remix","Jhay Cortez",273931,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
26,"RITMO (Bad Boys For Life)","Black Eyed Peas",260451,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
27,Tattoo,"Rauw Alejandro",256906,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
28,Fantasias,"Rauw Alejandro",253195,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
29,Soliá,"Bad Bunny",251237,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
30,Sodio,"Danna Paola",243693,https://open.spotify.com/track/7jYZU1CIruZU3puB5tiYiW
31,Blanco,"J Balvin",235988,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
32,René,Residente,227413,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
33,"Say So","Doja Cat",225331,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
34,25/8,"Bad Bunny",224669,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
35,China,"Anuel AA",224453,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
36,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",222112,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
37,"De Los Besos Que Te Di","Christian Nodal",218675,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
38,Muévelo,"Nicky Jam",211586,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
39,"Oye Pablo","Danna Paola",206057,https://open.spotify.com/track/6vruVVMkk7YGKzkuIrtOWz
40,"Está Cabrón Ser Yo","Bad Bunny",205605,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
41,"La Zona","Bad Bunny",201356,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
42,"Me Gusta",Shakira,201303,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
43,"Me La Avente","Carin Leon",200887,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
44,"Una Vez","Bad Bunny",200399,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
45,"No Te Contaron Mal","Christian Nodal",198424,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
46,"Que Malo","Bad Bunny",197772,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
47,Keii,"Anuel AA",197323,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
48,Quizas,"Rich Music LTD",184612,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
49,"Ride It",Regard,177681,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
50,<3,"Bad Bunny",175494,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
51,"Amor Tumbado","Natanael Cano",173594,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
52,"El Roto - En Vivo","Grupo Firme",169155,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
53,"Hablamos Mañana","Bad Bunny",166252,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
54,"El Güero (Feat. Marca MP)","Grupo Firme",163553,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
55,"Amor A Primera Vista","Los Ángeles Azules",160890,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J
56,Yummy,"Justin Bieber",155853,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
57,"Que Tire Pa Lante","Daddy Yankee",153838,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
58,Infeliz,Arcangel,153739,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
59,Tutu,Camilo,152837,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
60,"Mala Fama","Danna Paola",152829,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
61,"QUE PRETENDES","J Balvin",150092,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
62,Señorita,"Shawn Mendes",148981,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
63,"Cada Vez Te Extraño Más","Grupo Firme",147711,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
64,"11 PM",Maluma,146185,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
65,Physical,"Dua Lipa",143422,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
66,"Con Altura",ROSALÍA,143238,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
67,"P FKN R","Bad Bunny",140177,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
68,"Te Vi","Piso 21",140101,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
69,"Soltera - Remix",Lunay,139302,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
70,"Adicto (with Anuel AA & Ozuna)",Tainy,138812,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
71,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",138641,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
