,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",635832,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"Me Rehúso","Danny Ocean",485030,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
3,"Shape of You","Ed Sheeran",380601,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,"El Amante","Nicky Jam",347840,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
5,"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",310448,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
6,"Otra vez (feat. J Balvin)","Zion & Lennox",286451,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
7,"Chantaje (feat. Maluma)",Shakira,271597,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
8,"Sigo Extrañándote","J Balvin",266711,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
9,"Reggaetón Lento (Bailemos)",CNCO,266009,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
10,"Adiós Amor","Christian Nodal",260091,https://open.spotify.com/track/3OQXAp3uGQvkPi4DAMaM5p
11,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,241828,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY
12,"Me llamas (feat. Maluma) - Remix","Piso 21",239037,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
13,"La Rompe Corazones","Daddy Yankee",230159,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
14,"Vente Pa' Ca (feat. Maluma)","Ricky Martin",215315,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
15,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,209204,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
16,"Sé Que Te Duele","Alejandro Fernández",205826,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg
17,"It Ain't Me (with Selena Gomez)",Kygo,203791,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
18,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",189852,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
19,"That's What I Like","Bruno Mars",189607,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
20,"Something Just Like This","The Chainsmokers",188375,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
21,"I Feel It Coming","The Weeknd",174251,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
22,"Alguien Robo","Sebastian Yatra",171480,https://open.spotify.com/track/5i50gKdLAjjIr7UxRT5IVy
23,Safari,"J Balvin",168323,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO
24,Traicionera,"Sebastian Yatra",163016,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
25,Vacaciones,Wisin,159441,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE
26,"Scared to Be Lonely","Martin Garrix",157053,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
27,"Stay (with Alessia Cara)",Zedd,150251,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
28,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",149453,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
29,"Chained To The Rhythm","Katy Perry",149126,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
30,"Gyal You A Party Animal - Remix","Charly Black",147232,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I
31,Paris,"The Chainsmokers",146674,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
32,Amárrame,"Mon Laferte",145441,https://open.spotify.com/track/0u13src3QcditRU5VPduML
33,"Tú Sí Sabes Quererme (feat. Los Macorinos)","Natalia Lafourcade",142726,https://open.spotify.com/track/6p3yxt0uJJshAS3CT0znQg
34,"Deja vu","Prince Royce",141904,https://open.spotify.com/track/46HdsiK0uR26B2dY9QPzda
35,"Cómo Te Atreves",Morat,141746,https://open.spotify.com/track/2z0EshEO4XptiepEb9j3Og
36,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,139872,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
37,Believer,"Imagine Dragons",130476,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
