,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Så'n der",Tessa,76871,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
2,"Blinding Lights","The Weeknd",73424,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,"LA DANZA",Branco,72087,https://open.spotify.com/track/5M9phYS7KgM3ZXKTSlgLv0
4,Klovne,RH,52778,https://open.spotify.com/track/6TDGzRZH53BojuIb2XPaYf
5,"The Box","Roddy Ricch",49818,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
6,"Intentions (feat. Quavo)","Justin Bieber",48505,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
7,"Vil Du Med…",Suspekt,46876,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
8,"PUB G (feat. Branco & Larry 44)",LOLO,45340,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
9,"Roses - Imanbek Remix","SAINt JHN",43616,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,Gonzo,Suspekt,42260,https://open.spotify.com/track/0RcrxkcFT5FJpDgaXmzIEF
11,"Don't Start Now","Dua Lipa",40808,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
12,"Nådig (feat. NODE)","Larry 44",40613,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
13,Corona,ADHD,40494,https://open.spotify.com/track/0frObKN0bCAAFmFMnIdOU1
14,"Say So","Doja Cat",39543,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,"death bed (coffee for your head)",Powfu,38334,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,"Dance Monkey","Tones And I",36617,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,"Godzilla (feat. Juice WRLD)",Eminem,36132,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
18,Supalonely,BENEE,34938,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
19,"Someone You Loved","Lewis Capaldi",34004,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
20,Ben,Tessa,33835,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
21,"Sunday Best (Feeling Good, Like I Should)",Surfaces,32050,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
22,Falling,"Trevor Daniel",31647,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
23,Gutterne,Specktors,31332,https://open.spotify.com/track/4xTlom5tmNmAvQ1FCgtfyM
24,"Before You Go","Lewis Capaldi",31212,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
25,"Adore You","Harry Styles",29972,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
26,NAPOLI,Branco,29955,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
27,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,29686,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
28,"Pas Oublié (feat. Gilli)","Isaac Kasule",29473,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
29,"BACK TO BUSINESS",Branco,29305,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
30,"Winter Season (feat. Gilli)",Amina,29005,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
31,"London Town",Branco,28512,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
32,Circles,"Post Malone",27570,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
33,"Blueberry Faygo","Lil Mosey",27500,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
34,Salt,"Ava Max",27270,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
35,ROXANNE,"Arizona Zervas",27192,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
36,"everything i wanted","Billie Eilish",27190,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
37,"No Time To Die","Billie Eilish",26740,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
38,Burnout,Calby,25990,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
39,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,25755,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
40,"Some Say",Nea,25197,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
41,"VERDEN VENDER",Branco,24126,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
42,"Life Is Good (feat. Drake)",Future,23886,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
43,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,23367,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
44,"Po Po",ZK,22614,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2
45,"Vai Amor",Gilli,22213,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
46,"Sex On The Beach","Ude Af Kontrol",21713,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
47,"Se Os",Citybois,21663,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
48,"bad guy","Billie Eilish",21453,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
