,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Criminal,"Natti Natasha",210679,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te
2,"Se Preparó",Ozuna,184952,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
3,"Mi Gente","J Balvin",167397,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
4,"Me Rehúso","Danny Ocean",164460,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
5,"Báilame - Remix",Nacho,162703,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
6,Mayores,"Becky G",159587,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
7,Bonita,"J Balvin",142632,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
8,"El Farsante",Ozuna,129077,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
9,"Felices los 4",Maluma,120392,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
10,"Robarte un Beso","Carlos Vives",120223,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
11,"Escápate Conmigo",Wisin,116927,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
12,"Una Lady Como Tú","Manuel Turizo",115884,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
13,"Que Va","Alex Sensation",107943,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
14,"Ahora Dice","Chris Jeday",106600,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
15,"Explícale (feat. Bad Bunny)",Yandel,104166,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
16,"Tú Foto",Ozuna,96885,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
17,"Olha a Explosão","MC Kevinho",93946,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
18,"Krippy Kush",Farruko,92964,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9
19,"Hey DJ",CNCO,92836,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
20,"Suena El Dembow","Joey Montana",88843,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
21,"Loco Enamorado","Abraham Mateo",84945,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
22,"Si Tú La Ves (feat. Wisin)","Nicky Jam",81980,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
23,"Shape of You","Ed Sheeran",81794,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
24,"Bella y Sensual","Romeo Santos",78355,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
25,"Ahora Me Llama","KAROL G",76804,https://open.spotify.com/track/61HHDBLqF3AmSvLfHKNGd2
26,"Otra vez (feat. J Balvin)","Zion & Lennox",73148,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
27,"Como Antes (feat. Wisin)",Yandel,72135,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
28,"New Rules","Dua Lipa",71192,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
29,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",69488,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
30,"Me llamas (feat. Maluma) - Remix","Piso 21",69359,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
31,"La Rompe Corazones","Daddy Yankee",67518,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
32,"3 A.M.","Jesse & Joy",66533,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
33,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",66394,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
34,"Loca (feat. Cali y El Dandee)","Maite Perroni",66370,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x
35,"Bebe (feat. Anuel AA)",Ozuna,66022,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN
36,Besándote,"Piso 21",64506,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h
37,"Sigo Extrañándote","J Balvin",63025,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
38,"La fórmula (feat. Chris Jeday)","De La Ghetto",61145,https://open.spotify.com/track/4XCQtUoRSh22Ep18ULmDnT
39,Báilame,Nacho,60639,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C
40,"Sexto Sentido (feat. Bad Bunny)","Gigolo Y La Exce",58894,https://open.spotify.com/track/3iDPALl8BoUbuXZgy6EOWY
41,"El Amante","Nicky Jam",57176,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
42,Netflixxx,Brytiago,55651,https://open.spotify.com/track/5gFAT2DbEt4TOMXyAMEixG
43,"Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)","Bad Bunny",54777,https://open.spotify.com/track/4UG962ViiLqoUyx0RjCcwP
44,"Me Enamoré",Shakira,54153,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
45,"Una y Otra Vez",Rombai,51795,https://open.spotify.com/track/3VSt7R9LHTomKGP1RhkvuT
46,"Look What You Made Me Do","Taylor Swift",51245,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
47,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",50943,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
48,"Tu No Metes Cabra","Bad Bunny",50940,https://open.spotify.com/track/10nQ3Pj0o1XotcikgJPVKD
49,"Piel a Piel","Dame 5",49909,https://open.spotify.com/track/2q3B7GLCEA4uYvuo2g5P82
50,Traicionera,"Sebastian Yatra",49757,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
51,Attention,"Charlie Puth",47727,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
52,"Cuando Se Pone a Bailar",Rombai,44699,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH
53,"Te Quiero Pa´Mi","Don Omar",44143,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz
54,"Una Lady Como Tú (feat. Nicky Jam) - Remix","Manuel Turizo",42783,https://open.spotify.com/track/7MMRoGvm7uhoUVhGvHJ3yW
55,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Ozuna,41152,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
56,"Reggaetón Lento (Remix)",CNCO,36501,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
57,"Amor para un Rato",Olvidate!,34684,https://open.spotify.com/track/47EEKhimMiDtUfYNR5Ii58
58,"2U (feat. Justin Bieber)","David Guetta",33359,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
59,Vacaciones,Wisin,33161,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE
60,"No Te Hagas","Jory Boy",32671,https://open.spotify.com/track/5hKjEpYrJIJs6uPl7zw6Y6
