,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",4484,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Godzilla (feat. Juice WRLD)",Eminem,3515,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
3,"Blinding Lights","The Weeknd",3396,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,"Roses - Imanbek Remix","SAINt JHN",3054,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Don't Start Now","Dua Lipa",2912,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
6,"Say So","Doja Cat",2518,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
7,Falling,"Trevor Daniel",2336,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
8,"Dance Monkey","Tones And I",2309,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,ROXANNE,"Arizona Zervas",2234,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
10,"Life Is Good (feat. Drake)",Future,2189,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
11,Physical,"Dua Lipa",2113,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
12,"After Hours","The Weeknd",1992,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
13,"bad guy","Billie Eilish",1954,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
14,"everything i wanted","Billie Eilish",1897,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
15,"Boss Bitch","Doja Cat",1850,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
16,"No Time To Die","Billie Eilish",1817,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
17,"Blueberry Faygo","Lil Mosey",1790,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
18,"Intentions (feat. Quavo)","Justin Bieber",1732,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
19,"HIGHEST IN THE ROOM","Travis Scott",1694,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
20,Lalala,Y2K,1536,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
21,"lovely (with Khalid)","Billie Eilish",1505,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
22,P2,"Lil Uzi Vert",1502,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
23,"My Oh My (feat. DaBaby)","Camila Cabello",1491,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
24,"Adore You","Harry Styles",1477,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
25,"OUT WEST (feat. Young Thug)",JACKBOYS,1450,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
26,"WHATS POPPIN","Jack Harlow",1394,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
27,"Sunday Best (Feeling Good, Like I Should)",Surfaces,1382,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
28,Supalonely,BENEE,1378,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
29,"CITY OF ANGELS",24kGoldn,1354,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
30,"death bed (coffee for your head)",Powfu,1341,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
31,"Stupid Love","Lady Gaga",1326,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
32,"SICKO MODE","Travis Scott",1326,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
33,"Lucid Dreams","Juice WRLD",1317,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
34,Señorita,"Shawn Mendes",1296,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
35,"Lose Control",MEDUZA,1283,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
36,Circles,"Post Malone",1279,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
37,Yummy,"Justin Bieber",1259,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
38,"Бели Нощи (feat. D3MO)","Billy Hlapeto",1256,https://open.spotify.com/track/0WAJMHi3i8cGl7nj5jaIc0
39,"That Way - Bonus Track","Lil Uzi Vert",1251,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
40,Piyan,Preslava,1200,https://open.spotify.com/track/1iIIsJlKQW7E4eLw7x5XOI
41,"No Idea","Don Toliver",1194,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
42,"rockstar (feat. 21 Savage)","Post Malone",1180,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
43,Paranoya,Vanya,1172,https://open.spotify.com/track/4ix0ntu244dcdAoSml7trs
44,Djeale,Emilia,1149,https://open.spotify.com/track/2V5LZRtEyOIs3C1DC1s1oE
45,"Someone You Loved","Lewis Capaldi",1141,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
46,Heartless,"The Weeknd",1135,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
47,"Tvoeto Ferrari",Yanitsa,1110,https://open.spotify.com/track/5L34SZ4lmoPZiEPQtP1TTf
48,Chuzhda,Djulia,1100,https://open.spotify.com/track/7GJAzi1NtWsDODVm8lz9Hp
49,"Майната ти Св. Валентин",Konstantin,1099,https://open.spotify.com/track/6YMYxgAgA1dtpTPE0zLLxU
50,Myron,"Lil Uzi Vert",1095,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
51,"7 rings","Ariana Grande",1086,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
52,SAD!,XXXTENTACION,1074,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
53,Lamborghini,Galena,1071,https://open.spotify.com/track/5v1ngTQTFEjKEirsiaKsvQ
54,"You should be sad",Halsey,1063,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
55,Panika,Galena,1041,https://open.spotify.com/track/5wcPNdRpptulbKgLljGjMh
56,"Ayy Macarena",Tyga,1026,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
57,"Feel Me","Selena Gomez",1014,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
58,goosebumps,"Travis Scott",1010,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
