,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",446280,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"Someone You Loved","Lewis Capaldi",384484,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
3,"Vossi Bop",Stormzy,364228,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
4,"bad guy","Billie Eilish",356157,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Piece Of Your Heart",MEDUZA,329547,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
6,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",299859,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
7,"Hold Me While You Wait","Lewis Capaldi",286168,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
8,"No Guidance (feat. Drake)","Chris Brown",275371,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
9,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",271802,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
10,"SOS (feat. Aloe Blacc)",Avicii,267816,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
11,"Location (feat. Burna Boy)",Dave,247380,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
12,"Money In The Grave (Drake ft. Rick Ross)",Drake,247109,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
13,"You Need To Calm Down","Taylor Swift",237097,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
14,"Never Really Over","Katy Perry",235895,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
15,"If I Can't Have You","Shawn Mendes",225190,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
16,"All Day And Night - Jax Jones & Martin Solveig Present Europa","Jax Jones",210405,https://open.spotify.com/track/3O83h4LS797N23DpweeRAa
17,"Mad Love",Mabel,209165,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
18,Bruises,"Lewis Capaldi",193475,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
19,"Wish You Well",Sigala,189768,https://open.spotify.com/track/1yAPglN5AGf7UoLK062ZYq
20,"3 Nights","Dominic Fike",189725,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
21,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",182778,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
22,"The London (feat. J. Cole & Travis Scott)","Young Thug",170552,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
23,"Ladbroke Grove","AJ Tracey",169251,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
24,Grace,"Lewis Capaldi",165163,https://open.spotify.com/track/0pEkK8MqbmGSX7fT8WLMbR
25,Sucker,"Jonas Brothers",164799,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
26,"Bounce Back","Little Mix",163603,https://open.spotify.com/track/5KPKjcE2trO2hBWRzkb2Mo
27,"Guten Tag","Hardy Caprio",159800,https://open.spotify.com/track/0SErNy2An0gCpYFRUNWwNT
28,"Strike a Pose (feat. Aitch)","Young T & Bugsey",158013,https://open.spotify.com/track/23GvTfcGK454ppLsts3W44
29,"Keisha & Becky - Remix","Russ Millions",157055,https://open.spotify.com/track/5wIjM4q7oIgiLqn8Qfoyxh
30,"when the party's over - Recorded at Spotify Studios NYC","Lewis Capaldi",147693,https://open.spotify.com/track/6H7fWtwEUHVfTyZD7zeG4w
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",145667,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
32,Sixteen,"Ellie Goulding",143092,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
33,"Don't Call Me Up",Mabel,142734,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
34,"OT Bop",NSG,142269,https://open.spotify.com/track/6bAirj2qDf0agxdMuIdq1p
35,"Fashion Week (feat. AJ Tracey & MoStack)","Steel Banglez",142065,https://open.spotify.com/track/78KyOmqWmqLkQcXO1cA7MO
