,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",12188,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Mood (feat. iann dior)",24kGoldn,9024,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",8672,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
4,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",8578,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
5,"Roses - Imanbek Remix","SAINt JHN",7659,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
6,"Blinding Lights","The Weeknd",7487,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,7315,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
8,M6,AlbertNbn,7243,https://open.spotify.com/track/2UZVaNeW7FRy5ipa4lqpUv
9,"you broke me first","Tate McRae",7088,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
10,"POPSTAR (feat. Drake)","DJ Khaled",6778,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
11,"Watermelon Sugar","Harry Styles",6633,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
12,"Savage Love (Laxed - Siren Beat)","Jawsh 685",6514,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
13,"Breaking Me",Topic,6482,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
14,Dynamite,BTS,6439,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
15,"Miami Bici","Killa Fonic",6232,https://open.spotify.com/track/3x36ydx3x5LtlQLQUESjtl
16,"Go Gettas",andrei,6162,https://open.spotify.com/track/6GiTUiS0A8ORsZesaOSwj2
17,"Jerusalema (feat. Nomcebo Zikode)","Master KG",6026,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
18,"Jale - Djeale Romanian Remix",Jador,5903,https://open.spotify.com/track/3WV0ujoWqeaETjbUtX7svc
19,"Laugh Now Cry Later (feat. Lil Durk)",Drake,5878,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
20,"HIGHEST IN THE ROOM","Travis Scott",5846,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
21,Dior,"Marko Glass",5735,https://open.spotify.com/track/2uYtcnrTxmHcH98YLAOOWh
22,"60 De Zile",Ian,5417,https://open.spotify.com/track/5ymFsfuMVDuG43ksIqCohv
23,Heather,"Conan Gray",5413,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
24,goosebumps,"Travis Scott",5398,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
25,Slăbiciuni,"DJ Project",5265,https://open.spotify.com/track/0Fx4mdAm8mPLGuTJB0ajB2
26,"GREECE (feat. Drake)","DJ Khaled",5174,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
27,Stai,"Killa Fonic",5020,https://open.spotify.com/track/6PPU2L6XRr9njn7GnLkAT7
28,B.M.V.,Nane,4963,https://open.spotify.com/track/0YF7NWEb8CTZQFXCIL2Ztq
29,"8 Zile Din 7","B.U.G. Mafia",4940,https://open.spotify.com/track/61GaaPDkOPhmoCR4BC7hKe
30,"Dau Moda",Jador,4913,https://open.spotify.com/track/0v1Yg2zOk3t0YoW8NWsgWt
31,"Kings & Queens","Ava Max",4861,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
32,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",4828,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
33,Mili,Ian,4819,https://open.spotify.com/track/04cqASbER6wLs0me9FszxL
34,"Blueberry Faygo","Lil Mosey",4800,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
35,"Dragostea Ta",Nane,4797,https://open.spotify.com/track/2ZhMraqx6eOMFMb9gtzkCj
36,"Pala Mande",Azteca,4794,https://open.spotify.com/track/4li3bu2BbCyLJVrXIJnkgg
37,"Mood Swings (feat. Lil Tjay)","Pop Smoke",4785,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
38,"Take You Dancing","Jason Derulo",4686,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
39,"Before You Go","Lewis Capaldi",4631,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,Haolo,"Killa Fonic",4605,https://open.spotify.com/track/0eHoaHif9kYQXlHF5J5ti7
41,"Head & Heart (feat. MNEK)","Joel Corry",4595,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
42,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",4563,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
43,"SICKO MODE","Travis Scott",4367,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
44,BOB,Sapte,4315,https://open.spotify.com/track/1K54sdsBvSFo8a03VVPMRG
45,"The Box","Roddy Ricch",4291,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
46,"Cum Era",Delia,4275,https://open.spotify.com/track/7xmJDeRlqSLFlyDBZ9JQs7
47,"THE SCOTTS","THE SCOTTS",4212,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
48,"Lose Control",MEDUZA,4130,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
49,"Life Is Good (feat. Drake)",Future,4111,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
50,Dior,"Pop Smoke",4105,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
51,"TKN (feat. Travis Scott)",ROSALÍA,4077,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
52,"Midnight Sky","Miley Cyrus",4044,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
53,Fendi,Rakhim,4014,https://open.spotify.com/track/6Y6J8CNHtOuklPhVnvmnm1
54,"Toosie Slide",Drake,4009,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
55,Nefiu,Ian,3944,https://open.spotify.com/track/1QVYDQmJSBpQ1vnO5euZMk
56,"Gang În Sus",Nane,3841,https://open.spotify.com/track/131QzZD2qg9fE0nxJSWZAT
57,Nein,Nane,3830,https://open.spotify.com/track/64aUDGfRGc52k2fMAYZcty
58,Savana,"Marko Glass",3826,https://open.spotify.com/track/4BJsV9Iu4sJphgvAyDxfkp
59,"Sigur Dar Incet",Ian,3822,https://open.spotify.com/track/60sBlyutMbe8Qbta5EPd7o
60,"Still Don't Know My Name",Labrinth,3753,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
61,"Arde-ma Baby","Alex Velea",3747,https://open.spotify.com/track/0rfa9454z45KqBj4HpliwH
62,"Bag Un Blunt",Ian,3734,https://open.spotify.com/track/1nGnZ1SNJHg0qmCKZLiCgi
63,"Someone You Loved","Lewis Capaldi",3725,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
64,"TROLLZ (with Nicki Minaj)",6ix9ine,3652,https://open.spotify.com/track/6R6STxTrOTeF8OS8iwio4a
65,Brr,"Bogdan De La Ploiesti",3625,https://open.spotify.com/track/5iL8xXvcDTzTriVYwB7JQf
66,"Ice Cream (with Selena Gomez)",BLACKPINK,3622,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
67,"Go Crazy","Chris Brown",3612,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
68,GOOBA,6ix9ine,3577,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL
69,"Dance Monkey","Tones And I",3431,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
70,"Ce-Ţi Cântă Dragostea",Roxen,3417,https://open.spotify.com/track/2SbIarT6RP85tisGUGzCud
71,"After Party","Don Toliver",3410,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
72,Fluture,Nane,3382,https://open.spotify.com/track/7fQDfMu75I2Ch7SZVmS3Cp
73,Secrete,"Carla's Dreams",3381,https://open.spotify.com/track/3Lxq3tB7w8EyJBwIYYyF9U
74,"Smile (with The Weeknd)","Juice WRLD",3347,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
75,"Come & Go (with Marshmello)","Juice WRLD",3331,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
76,"ily (i love you baby) (feat. Emilee)","Surf Mesa",3310,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
77,"Party Girl",StaySolidRocky,3295,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
78,"Break My Heart","Dua Lipa",3253,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
79,"OUT WEST (feat. Young Thug)",JACKBOYS,3251,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
80,"Lucid Dreams","Juice WRLD",3241,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
81,Falling,"Trevor Daniel",3240,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
82,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",3195,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
83,"Ride It",Regard,3183,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
84,"Godzilla (feat. Juice WRLD)",Eminem,3153,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
85,Hawái,Maluma,3152,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
86,"Strazile din Bucuresti","Florian Rus",3114,https://open.spotify.com/track/1tDk0Jot1RkxsPTPXaNM7k
87,"Seara De Seara","Carla's Dreams",3099,https://open.spotify.com/track/2nxtGyeiTJ8CsDhPyzveR7
88,Secrets,Regard,3063,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
89,"Fara Tine","Theo Rose",3000,https://open.spotify.com/track/1VYKXWpFwywDhO2Vq84GaU
90,"Rain On Me (with Ariana Grande)","Lady Gaga",2971,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
91,"Wishing Well","Juice WRLD",2971,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
92,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",2938,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
93,"Inoata Chelutu","Dorian Popa",2919,https://open.spotify.com/track/5AJYqDdCNsKqbWLdI3eGrz
94,Retrograd,"DJ Project",2856,https://open.spotify.com/track/1QdlZmNtIhK2QaV8Yis6zZ
95,PUNANI,6ix9ine,2836,https://open.spotify.com/track/0Z8om3pNZzeSBF4bZEHaH2
96,Tacsu,"Marko Glass",2831,https://open.spotify.com/track/3K1VMhVAbP5LyyLMwDOJ7P
97,SAD!,XXXTENTACION,2803,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
98,Robbery,"Juice WRLD",2797,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
99,Asfalt,Nane,2770,https://open.spotify.com/track/53nmFVEoiKcBTDPdYEsw6F
