,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Money In The Grave (Drake ft. Rick Ross)",Drake,1732539,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
2,"bad guy","Billie Eilish",1211148,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"You Need To Calm Down","Taylor Swift",1163297,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
4,"Truth Hurts",Lizzo,1043656,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",994741,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"The London (feat. J. Cole & Travis Scott)","Young Thug",993318,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
7,Suge,DaBaby,984571,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",976157,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
9,Ransom,"Lil Tecca",922010,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
10,EARFQUAKE,"Tyler, The Creator",895829,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
11,"No Guidance (feat. Drake)","Chris Brown",891186,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",890924,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,"Pop Out (feat. Lil Tjay)","Polo G",851653,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
14,"Talk (feat. Disclosure)",Khalid,728328,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
15,"MIDDLE CHILD","J. Cole",704125,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
16,"Never Really Over","Katy Perry",692610,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
17,"If I Can't Have You","Shawn Mendes",671528,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
18,"Go Loko (feat. Tyga, Jon Z)",YG,668510,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
19,Sucker,"Jonas Brothers",668150,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
20,Wow.,"Post Malone",657878,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
