,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",17285,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"It Ain't Me (with Selena Gomez)",Kygo,11078,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
3,"Something Just Like This","The Chainsmokers",10370,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
4,"Galway Girl","Ed Sheeran",9652,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
5,"Stay (with Alessia Cara)",Zedd,8783,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
6,Believer,"Imagine Dragons",8517,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
7,"Symphony (feat. Zara Larsson)","Clean Bandit",8378,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
8,Paris,"The Chainsmokers",8000,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7452,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
10,"Scared to Be Lonely","Martin Garrix",7164,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
11,"Solo Dance","Martin Jensen",6854,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
12,"You Don't Know Me - Radio Edit","Jax Jones",6694,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
13,Issues,"Julia Michaels",6472,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
14,"Call On Me - Ryan Riback Extended Remix",Starley,6435,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
15,Passionfruit,Drake,6262,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
16,"That's What I Like","Bruno Mars",6080,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
17,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",5627,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
18,Cold,"Maroon 5",5621,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
19,"Chained To The Rhythm","Katy Perry",5464,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
20,"Castle on the Hill","Ed Sheeran",5348,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
21,"Mask Off",Future,4906,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
22,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",4720,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
23,"Green Light",Lorde,4677,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
24,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",4663,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
25,"September Song","JP Cooper",4557,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
26,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",4484,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
27,"How Far I'll Go - From ""Moana""","Alessia Cara",4457,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
28,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",4324,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
29,Closer,"The Chainsmokers",4211,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
30,Weak,AJR,4141,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
31,"Selfish (feat. Rihanna)",Future,4033,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
32,Perfect,"Ed Sheeran",3992,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
33,"All Night","The Vamps",3844,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW
34,"I Got You","Bebe Rexha",3805,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
35,Happier,"Ed Sheeran",3771,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
36,History,"Olivia Holt",3741,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF
37,Human,"Rag'n'Bone Man",3684,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
38,"I Feel It Coming","The Weeknd",3658,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
39,Starboy,"The Weeknd",3607,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
40,"Still Got Time (feat. PARTYNEXTDOOR)",ZAYN,3602,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
41,"Say You Won't Let Go","James Arthur",3562,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
42,"iSpy (feat. Lil Yachty)",KYLE,3521,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
43,"Sooner Or Later","Aaron Carter",3330,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe
44,Location,Khalid,3186,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
45,"Be Mine",Ofenbach,2984,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w
46,"The One","The Chainsmokers",2981,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
47,"Don't Leave",Snakehips,2971,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92
48,Thumbs,"Sabrina Carpenter",2937,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo
49,Dive,"Ed Sheeran",2895,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
50,HUMBLE.,"Kendrick Lamar",2876,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
51,Touch,"Little Mix",2839,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
52,"Good Life (with G-Eazy & Kehlani)",G-Eazy,2696,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
53,Alone,"Alan Walker",2657,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p
54,Heathens,"Twenty One Pilots",2638,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
55,Blem,Drake,2611,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
56,Congratulations,"Post Malone",2509,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
57,Everyday,"Ariana Grande",2418,https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR
58,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",2365,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
59,"At My Best (feat. Hailee Steinfeld)","Machine Gun Kelly",2348,https://open.spotify.com/track/77lGafvlU68CeHgB2pkHC9
60,"Lost on You",LP,2341,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
61,"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",2310,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
62,"Let Me Love You","DJ Snake",2271,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
63,"Stressed Out","Twenty One Pilots",2248,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
64,"The Other",Lauv,2231,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g
65,"What Do I Know?","Ed Sheeran",2222,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
66,"In the Name of Love","Martin Garrix",2207,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
67,"All Time Low","Jon Bellion",2195,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
68,"My Way","Calvin Harris",2189,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
69,"Love On The Brain",Rihanna,2117,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
70,"Hear Me Now",Alok,2114,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
71,"New Man","Ed Sheeran",2099,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
72,"Don't Let Me Down (feat. Daya)","The Chainsmokers",2097,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
73,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",2066,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
74,Tuesday,"Burak Yeter",2061,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR
75,"Lights Down Low",MAX,2055,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori
76,"Treat You Better","Shawn Mendes",2029,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
77,Starving,"Hailee Steinfeld",2026,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
78,"No Promises (feat. Demi Lovato)","Cheat Codes",2010,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
79,TG4M,"Zara Larsson",1987,https://open.spotify.com/track/4uoumbAMEMaKdtiv763jKz
80,"Be the One","Dua Lipa",1979,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
81,"Cheap Thrills",Sia,1943,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
82,Faded,"Alan Walker",1928,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
83,Portland,Drake,1829,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
84,"Oceans Away","A R I Z O N A",1805,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I
85,"Would I Lie to You - Radio Edit","David Guetta",1786,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2
86,Ride,"Twenty One Pilots",1769,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
87,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",1748,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
88,"Body Like A Back Road","Sam Hunt",1745,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
89,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",1733,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
