,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,732380,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"Fuckst mich nur ab","Bonez MC",679377,https://open.spotify.com/track/0y8mJFmm4ogCHnfe0oTuT6
3,"Ihr Hobby","Bonez MC",675712,https://open.spotify.com/track/4aZfvvgfoSfmSZpfwQYzC0
4,Unterwegs,KitschKrieg,596670,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
5,"187 Gang","Bonez MC",447817,https://open.spotify.com/track/3lHuDW8SiPtnIMmaTiDFVe
6,"Papa ist in Hollywood","Bonez MC",415173,https://open.spotify.com/track/5N92YoWttffe7U5v2j2ZA6
7,"Savage Love (Laxed - Siren Beat)","Jawsh 685",410628,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
8,"Frühstück in Paris","Capital Bra",406012,https://open.spotify.com/track/6qAxQhNfM909QrDGLYEocf
9,"Head & Heart (feat. MNEK)","Joel Corry",404389,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
10,"Berlin lebt immer noch","Capital Bra",382157,https://open.spotify.com/track/6R6on0ldJcSDfi2whJziJ1
11,2012,Bausa,375360,https://open.spotify.com/track/6bM4daGlfZHtKMQp8tEqVz
12,"Wild Wild West","Bonez MC",371605,https://open.spotify.com/track/2cMOccdzRqwVuQOyxLR42W
13,"Tilidin Weg","Bonez MC",370857,https://open.spotify.com/track/7idxewQZ24F0gQy2EWE6Ug
14,Bläulich,"Apache 207",351050,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
15,Grabstein,"Bonez MC",338721,https://open.spotify.com/track/37f1XhwJtItXOEFBpbymS1
16,Handschuhfach,"Bonez MC",337347,https://open.spotify.com/track/7kSJYMFNxCMh1K9GtrMAIj
17,Hollywood,"LA Vision",320673,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
18,Roadrunner,"Bonez MC",319689,https://open.spotify.com/track/0atjNG0rNW2m6zPaiK4Co7
