,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",41450,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"Dance Monkey","Tones And I",37679,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"The Box","Roddy Ricch",35143,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4,Berlin,Samra,30845,https://open.spotify.com/track/4VyJtzcNhnV9gPEgjYzI8L
5,"Lettre à une femme",Ninho,29977,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
6,"Roses - Imanbek Remix","SAINt JHN",28520,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
7,"Bad Girls, Good Vibes",Ufo361,23948,https://open.spotify.com/track/7IxGslFZA5QhgXbUsDmcjf
8,Tusa,"KAROL G",22818,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
9,Angst,Loredana,22745,https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI
10,"Don't Start Now","Dua Lipa",22597,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
11,Falling,"Trevor Daniel",20967,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,ROXANNE,"Arizona Zervas",20733,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
13,"Godzilla (feat. Juice WRLD)",Eminem,19932,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
14,"death bed (coffee for your head)",Powfu,19682,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
15,"In Your Eyes (feat. Alida)","Robin Schulz",19335,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
16,Roller,"Apache 207",18971,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
17,"Someone You Loved","Lewis Capaldi",18669,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Before You Go","Lewis Capaldi",17848,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
19,"Breaking Me",Topic,17803,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
20,"Ride It",Regard,17113,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
21,"Some Say",Nea,16842,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
22,"Sunday Best (Feeling Good, Like I Should)",Surfaces,16751,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
23,"Say So","Doja Cat",16520,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
24,"100k Cash","Capital Bra",16507,https://open.spotify.com/track/033if6Adj8fwBYsQzHOfQ8
25,"Intentions (feat. Quavo)","Justin Bieber",15873,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
26,"6 Uhr",Samra,15867,https://open.spotify.com/track/57e7dy1hUpKVg1aUvKkx5R
27,"What If I Told You That I Love You","Ali Gatie",15453,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
28,"Life Is Good (feat. Drake)",Future,15333,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
29,"No Time To Die","Billie Eilish",14968,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
30,Sip,Luciano,14860,https://open.spotify.com/track/4D4tA2ara3ihoOvjupr8cG
31,Supalonely,BENEE,14639,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
32,"everything i wanted","Billie Eilish",14279,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
33,"D A YYY T O N A",Dardan,13930,https://open.spotify.com/track/5Bj9rLRVpf5xxQwhlyOOeh
34,Memories,"Maroon 5",13903,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
35,"bad guy","Billie Eilish",13824,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
36,"Lass los","Dhurata Dora",13741,https://open.spotify.com/track/0K5vPCPPPQYzrKHc17qB1I
37,"Lose Control",MEDUZA,13453,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
38,Señorita,"Shawn Mendes",13403,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
39,Circles,"Post Malone",12708,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
40,"Moral of the Story",Ashe,12537,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
41,"Blueberry Faygo","Lil Mosey",12271,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
42,"RITMO (Bad Boys For Life)","Black Eyed Peas",12198,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
43,Baby,"Joker Bra",11766,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0
44,Matrix,"Apache 207",11444,https://open.spotify.com/track/7ygVaACDENw4PgLbN1awFE
45,110,"Capital Bra",11311,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
46,"Promo (feat. Damso)",Ninho,11309,https://open.spotify.com/track/1l3WcVBNpaXBIWGYefPV9b
47,Weiss,Samra,11275,https://open.spotify.com/track/38YP1STiBe3AZevFFJILf4
48,Dior,"Pop Smoke",11145,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
49,"You should be sad",Halsey,10536,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
50,"Never Seen the Rain","Tones And I",10479,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
51,"La Difícil","Bad Bunny",10365,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
52,Salt,"Ava Max",10306,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
53,Physical,"Dua Lipa",10099,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
54,Yummy,"Justin Bieber",10075,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
