,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Too Late For Love","John Lundvik",243116,https://open.spotify.com/track/6Jf8Y84YSdqeJfEPDJFEZu
2,Fusk,Einár,226620,https://open.spotify.com/track/03gKGNw6FqEz8BC0XsfCDC
3,"Kurt Cobain","Veronica Maggio",214271,https://open.spotify.com/track/6yFJdvMJDBWzY7zOWZF4nw
4,Shallow,"Lady Gaga",187614,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,"All Night Long (All Night) - Recorded at Spotify Studios Stockholm","Benjamin Ingrosso",176820,https://open.spotify.com/track/5LKNumPGm1bEyVroDE4rcZ
6,"Hold You","Hanna Ferm",168402,https://open.spotify.com/track/7vwTqBs5KVRlwR2374P9bS
7,Hello,Mohombi,158445,https://open.spotify.com/track/4s2QheDmwez4q3AhCyaGWc
8,"Katten i trakten",Einár,143506,https://open.spotify.com/track/4mfFqOYYR7yBtmbLw75p7d
9,"On My Own",Bishara,131532,https://open.spotify.com/track/0qJIETfXKVqyaWTyD5zog3
10,"Vårt år",estraden,121734,https://open.spotify.com/track/2yNfaW5s5EXJDcKZWOjuzq
11,"Not With Me",Wiktoria,115950,https://open.spotify.com/track/4MmdyMZcPEk4Ypv2qcKM3I
12,Svårt,Jireel,114537,https://open.spotify.com/track/3NC6GMyLW22ms584InaVQf
13,"Don't Call Me Up",Mabel,113466,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
14,Kall,"Ant Wan",108124,https://open.spotify.com/track/3YHHiktpaEShl6v22bOpzo
15,"Den som e den","Molly Sandén",107183,https://open.spotify.com/track/72yeOK93gnHkEYwtFJPmZH
16,"Always Remember Us This Way","Lady Gaga",101963,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
17,Drip,"Ant Wan",100172,https://open.spotify.com/track/1FnR4tCrLOcUaYu3JbyAEx
18,"I Do",Arvingarna,97837,https://open.spotify.com/track/2RNvjHLcUl1ft5v5szLP5U
19,"Blommor där du står",GAMMAL,97702,https://open.spotify.com/track/23MBpKcMc36cy26jjehN5A
20,"bury a friend","Billie Eilish",95199,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
21,"7 rings","Ariana Grande",91403,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
22,Norrsken,"Jon Henrik Fjällgren",88775,https://open.spotify.com/track/2DOB6VxNKTDyKbGaEkyIG1
23,Wow.,"Post Malone",88549,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
24,Sucker,"Jonas Brothers",87455,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
25,Hög,Darin,87452,https://open.spotify.com/track/72s7CKZUW110DX2OuTHKEz
26,"Göre före Money",Mehmet,87111,https://open.spotify.com/track/1hn2KCLut5viIspmidz77w
27,"On My Way","Alan Walker",84982,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
28,Ungefär,Z.E,80976,https://open.spotify.com/track/6aeQnCrA3yNzLsHvVytJWm
29,Torn,"Lisa Ajax",80268,https://open.spotify.com/track/7muE2TWLiWW9OutrrhOQ87
30,"Dancing With A Stranger (with Normani)","Sam Smith",78334,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
31,"Ashes To Ashes","Anna Bergendahl",75814,https://open.spotify.com/track/1iqxk51n6yyc6OIXu7dX8o
32,"High Hopes","Panic! At The Disco",75488,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
33,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",75419,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
34,"Sweet but Psycho","Ava Max",74186,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
35,"break up with your girlfriend, i'm bored","Ariana Grande",72954,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
36,Habibi,"Dolly Style",71043,https://open.spotify.com/track/2iEvhos1CqeU0vurqLCWaZ
37,"I Do Me","Malou Prytz",71008,https://open.spotify.com/track/3dlu81sbakUxdtEHFnTJmz
38,"Bli bättre","Ricky Rich",70138,https://open.spotify.com/track/4siaSbdFo3hfTwISs2KPOx
39,"wish you were gay","Billie Eilish",69316,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
40,"Tony & Elvira",Adel,68673,https://open.spotify.com/track/0ahh2IutcEYXCePKwJVT1v
41,"Con Calma","Daddy Yankee",67998,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
42,"Allt för mig","Victor Leksell",66967,https://open.spotify.com/track/0MNuuVfOD6mI3cds1236Xf
43,Sunnanvind,Mares,66912,https://open.spotify.com/track/4GK4mydvnsodLEHWb4zJV4
44,"Om om och om igen","Omar Rudberg",65796,https://open.spotify.com/track/40nN2KwKrFviTXxjatspqc
45,"Be Alright","Dean Lewis",64014,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
46,"Forgive Me Friend","Smith & Thell",63585,https://open.spotify.com/track/5jnZUl6PwWB0Maze4kDJfC
47,"i'm so tired...",Lauv,63498,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
48,"Walk Me Home",P!nk,62154,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
49,"Never Go Back","Dennis Lloyd",61559,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
50,"Granddaddy Purple","Aden x Asme",61101,https://open.spotify.com/track/14IYUzNTSzHEMw1CT2iICf
51,"Chasing Rivers",Nano,59938,https://open.spotify.com/track/36mX6giwfz8BdZqWy0uhiy
52,"Murder On My Mind","YNW Melly",59484,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
53,Happier,Marshmello,58403,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
54,"What I Like About You (feat. Theresa Rex)","Jonas Blue",57703,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
55,Schackmatt,Denz,53168,https://open.spotify.com/track/3cnrZKcvQwVpzkH3C059r9
56,"I Don't Belong In This Club","Why Don't We",52478,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
57,MONEY,Denz,52369,https://open.spotify.com/track/2b6pI62nflWl9VwN6rmc0d
58,"Without You (feat. Sandro Cavazza)",Avicii,50361,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
59,"Let Me Down Slowly","Alec Benjamin",49849,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
60,"No Sleep (feat. Bonn)","Martin Garrix",49370,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B
61,"Sverige Vet",Z.E,46801,https://open.spotify.com/track/3ZHnfKXAjulpLqKJfT7DEC
62,"Old Town Road","Lil Nas X",46783,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
63,"Alla Mina",Jireel,46274,https://open.spotify.com/track/1nVFZL2qpUryfEJ7kpxOa7
64,"Happy Now",Kygo,45559,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
65,"Hon dansar vidare i livet",Hov1,44060,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
66,Sand,"Molly Sandén",43885,https://open.spotify.com/track/7CYKovD8hNKg0w902IASMi
67,"So Am I","Ava Max",43057,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
68,"MIDDLE CHILD","J. Cole",42673,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
69,"Goodbye Boy","Peg Parnevik",42486,https://open.spotify.com/track/7nLlNW2Ea9p5FEaB67TZri
70,"Here With Me",Marshmello,42142,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
71,"Better When You're Gone","David Guetta",42004,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ
72,"when the party's over","Billie Eilish",41640,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
73,"Aqua Aura",Fricky,41611,https://open.spotify.com/track/468ooECb1oRgt4gGfLeAoH
74,Tappat,"Victor Leksell",41342,https://open.spotify.com/track/2jPCvYRyIXQf2if8CTyabC
75,"What Are We Waiting For (feat. Ellise)",VAX,41320,https://open.spotify.com/track/7BUjnisMmZJQP30tLA25DD
76,"I Love It","Oscar Enestad",41253,https://open.spotify.com/track/0twjbHpAqJ7oE0rVCWNvVO
77,"Without Me",Halsey,40653,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
78,"Stay Awake","Dean Lewis",40546,https://open.spotify.com/track/6HZLMsw7ZdObf3Jk7lKAMX
79,"Bohemian Rhapsody - Remastered 2011",Queen,40207,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
80,"Walk With Me","Måns Zelmerlöw",39524,https://open.spotify.com/track/3dQTSwCSlslA9YPmdDrODA
81,"Who Do You Love","The Chainsmokers",37458,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
82,"Giant (with Rag'n'Bone Man)","Calvin Harris",37161,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
83,"Better Now","Post Malone",37059,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
84,"In My Mind",Dynoro,36688,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
85,"Wake Me Up",Avicii,36509,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
86,Victorious,"Lina Hedlund",36385,https://open.spotify.com/track/29nVYH6dQnFfGPVmYCvAhM
87,Robbery,"Juice WRLD",36220,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
88,"Love Someone","Lukas Graham",35954,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
89,"Ruin My Life","Zara Larsson",35891,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
