,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Hukutaan,"Arttu Lindeman",60220,https://open.spotify.com/track/0i8qXP5jTcu3dPfwZrboV3
2,Alone,"Alan Walker",56319,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p
3,"Loistat Pimeäs","Mikael Gabriel",48022,https://open.spotify.com/track/3bCuspxImskpiHF3udYdFI
4,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",44903,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
5,Sinuhe,Profeetat,38004,https://open.spotify.com/track/1muAf2i6NwO1O7MMEr0A8O
6,Starboy,"The Weeknd",33454,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
7,"Just Hold On","Steve Aoki",32917,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
8,Tuesday,"Burak Yeter",32423,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR
9,Pisamat,"Nikke Ankara",30998,https://open.spotify.com/track/7g5M2rzDUPoFv4JAZAyJR7
10,"Black Beatles","Rae Sremmurd",29358,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
11,"Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)",Vice,29334,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA
12,"Now and Later","Sage The Gemini",28972,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS
13,Rakas,"Haloo Helsinki!",28106,https://open.spotify.com/track/0O2nxouygWlAVxHZPw3YCW
14,"Mist sä tuutPt. 2",JVG,27625,https://open.spotify.com/track/0oY8xK12tJkYAskQXXQsgj
15,"Lujaa (feat. Pete Parkkonen)",TIPPA,25984,https://open.spotify.com/track/5Edm7dgoK4dkWF7IyeMZaZ
16,"Move Your Body - Alan Walker Remix",Sia,25614,https://open.spotify.com/track/6LUOMjoORvAkdhBYvESO46
17,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25457,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
18,"Revolveri (Luokkakokous 2 - Polttarit)",JVG,24607,https://open.spotify.com/track/2lxrLR1S6M4upQZbSOQKD4
19,"Vilmasen Iinan bileet","Roope Salminen & Koirat",24151,https://open.spotify.com/track/3BFubHbza7wGLyoRzxT19f
20,"Hear Me Now",Alok,23820,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
21,"Let Me Love You","DJ Snake",23751,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
22,Saturnus,Brädi,22533,https://open.spotify.com/track/3nenYQpz28iHiuS1loQ4Xz
23,"I Feel It Coming","The Weeknd",22310,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
24,"Enemmän kuin valmis",Aste,22293,https://open.spotify.com/track/66D7modSrY1bCdbgIDDOvf
25,"Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5","Mikael Gabriel",22237,https://open.spotify.com/track/0qQ2TDJ42jGaEHE5cJAuG5
26,"Kohta sataa","Pete Parkkonen",20686,https://open.spotify.com/track/4EuXGaOmNNPOSpfvfST5b8
27,"Call On Me - Ryan Riback Extended Remix",Starley,20507,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
28,"Ei Mitään Jiitä","Adi L Hasla",20500,https://open.spotify.com/track/5FVVDm1X8saGIty6sJkbDw
29,"Bad Things (with Camila Cabello)","Machine Gun Kelly",20207,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
30,Fuulaa,Evelina,20098,https://open.spotify.com/track/6KSrm7psP1KvqBRXcD42AS
31,Closer,"The Chainsmokers",19414,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
32,"I Would Like","Zara Larsson",19338,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6
33,Parvekkeella,"Ida Paul & Kalle Lindroth",19270,https://open.spotify.com/track/4MUKUqqE66Irl1appjmiC9
34,"Solo Dance","Martin Jensen",18975,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
35,"Blue (Da Ba Dee) - Sound of Legend Edit","Sound Of Legend",18898,https://open.spotify.com/track/5jXypD1EKG2pwhtFNJfywj
36,"Don't Wanna Know","Maroon 5",18805,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
37,"Inside the Lines (feat. Casso)","Mike Perry",18471,https://open.spotify.com/track/3qaYuV5XZAwiOvGE91HhwS
38,Panomies,Skandaali,17134,https://open.spotify.com/track/7IBG7tXdBiuFdDEEMETXe2
39,"Dye My Hair",ALMA,16476,https://open.spotify.com/track/5NafFxaLg9Ep21oTHBw7Zq
40,"Scars To Your Beautiful","Alessia Cara",16025,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
41,"Vikat hitaat (feat. Mäkki)","Hotelli Vantaa",15313,https://open.spotify.com/track/3EIQ75Sip8PryDT10VHjZn
42,"Make Me (Cry)","Noah Cyrus",14956,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
43,"Don't Let Me Down (feat. Daya)","The Chainsmokers",14649,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
44,"Love Me Now","John Legend",14452,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
45,Läikkyy,"Arttu Lindeman",14400,https://open.spotify.com/track/1gou2U6ZcLKXLBC3MYVtEu
46,Murhaaja,DEM,14344,https://open.spotify.com/track/5wYoYDJxz47YZpva8yuDw3
47,"Ei Filtterii",Evelina,13979,https://open.spotify.com/track/6ItkmsAMKvcab9ikCN1TBW
48,Siivet,"Teflon Brothers",13926,https://open.spotify.com/track/6jUYSFNDHWvtrnJcKNyksN
49,"Shed a Light","Robin Schulz",13811,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
50,"Hubba Bubba","Teflon Brothers",13790,https://open.spotify.com/track/1XjMCUz7uwqZ1gdvbbyKtq
51,Karma,ALMA,13381,https://open.spotify.com/track/2NX10XrdV9oWNQBu7oiiWC
52,Heathens,"Twenty One Pilots",13253,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
53,Honey,Evelina,13252,https://open.spotify.com/track/6oWx00So8wCAopjyZ41F76
54,Peruskallio,Aste,13209,https://open.spotify.com/track/7dgBDHaO3wtAXcP5cpgumV
55,"Pannaan Suomi Kuntoon","Petri Nygård",12975,https://open.spotify.com/track/0EYIDbETAhEBJFINmswacs
56,Beast,Tungevaag,12819,https://open.spotify.com/track/6ZbiaHwI9x7CIxYGOEmXxd
57,"Say You Won't Let Go","James Arthur",12111,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
58,"Sandstorm - Radio Edit",Darude,11603,https://open.spotify.com/track/4BSvTEX3hAVy9p2DYxixQb
59,Hehkuu,JVG,11425,https://open.spotify.com/track/6tWsQ6m7PTW3WBJMvgXIyq
60,"24K Magic","Bruno Mars",11298,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
61,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",11069,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
62,Juha88,"Vilma Alina",10920,https://open.spotify.com/track/3jSE1bIVlTMet3TBctbYoT
63,Faded,"Alan Walker",10473,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
64,Vielä1,Vesta,10262,https://open.spotify.com/track/4XgWfdMfVtOId8jO3y0tnm
65,"Side To Side","Ariana Grande",10033,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
66,"Pelkkii Voittoi","Adi L Hasla",10009,https://open.spotify.com/track/5vqKiYlR4EuMBNlI3dQk4O
67,"Would I Lie to You - Radio Edit","David Guetta",9992,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2
68,Routine,"Alan Walker",9987,https://open.spotify.com/track/19TSNGmvdTtlxYn4YqYUMf
69,"In the Name of Love","Martin Garrix",9964,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
70,"Caribbean Rave",W&W,9902,https://open.spotify.com/track/6Od6PKUm5a8frHnhvkhsju
71,"Bumpy Ride",Mohombi,9869,https://open.spotify.com/track/4flXUmmCKe1GAAvIoptHq7
72,"Elefantin paino",Ellinoora,9790,https://open.spotify.com/track/1OmwCW3wffqU4DNwMAW8qs
73,"One Dance",Drake,9697,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
74,"Made Of Stone",BACALL,9614,https://open.spotify.com/track/65qL9A4cDYQObcTSp7rIe6
75,Alarm,Anne-Marie,9542,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
76,"Nää yöt ei anna armoo (feat. Cheek)","Kaija Koo",9531,https://open.spotify.com/track/6DiwQjTwC4NOulyhpXghI7
77,"Bujaka (feat. Sharon)",ILARI,9386,https://open.spotify.com/track/5bRWecUU50TKeCC7MfOsxe
78,"Etsi mut","Aleksanteri Hakaniemi",9386,https://open.spotify.com/track/2yvzLwqnATiZ74iRUTsBfK
79,"Treat You Better","Shawn Mendes",9308,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
