,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"KYSYMYS (feat. Pyhimys)",Cledos,61319,https://open.spotify.com/track/4fVwrMbWPciDYK74Rg59e5
2,Tivolit,BEHM,60477,https://open.spotify.com/track/2utt674vADrUfuHtwWZ6hn
3,"Blinding Lights","The Weeknd",57464,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,"Epäröimättä hetkeekään",Elastinen,42572,https://open.spotify.com/track/6efE8dnOMEq6omfJK96lCM
5,"Löytäjä saa pitää","Mikael Gabriel",42405,https://open.spotify.com/track/5thh7AP6eGOECmvhfkTuex
6,"Hei rakas",BEHM,35983,https://open.spotify.com/track/0tc8HGXosQDC8TTAaON1TP
7,"The Box","Roddy Ricch",33680,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
8,"Godzilla (feat. Juice WRLD)",Eminem,31028,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
9,"death bed (coffee for your head)",Powfu,29605,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
10,Salt,"Ava Max",25847,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
11,"Boss Bitch","Doja Cat",25836,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
12,Cicciolina,"Erika Vikman",25255,https://open.spotify.com/track/1BrCg5ZARTc16Y8jg8yZvg
13,Physical,"Dua Lipa",25237,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
14,"Say So","Doja Cat",24706,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,16v,"Cavallini & Shrty",22612,https://open.spotify.com/track/4nMnSPySmQH5D0I0FM9BwE
16,"Kings & Queens","Ava Max",22377,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
17,Hitaasti,Evelina,22215,https://open.spotify.com/track/3t37QkiFveNron3awrhj6C
18,Sukupuuttoon,"Nelli Matula",21801,https://open.spotify.com/track/3lDA67ufRf39P2P7SqK6Cf
19,"Blueberry Faygo","Lil Mosey",21754,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
20,"Roses - Imanbek Remix","SAINt JHN",21371,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
21,"Dance Monkey","Tones And I",21272,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
22,"Don't Start Now","Dua Lipa",20530,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
23,Supalonely,BENEE,20441,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
24,"Elämä On Komediaa","Adi L Hasla",19486,https://open.spotify.com/track/0ZPz4ivBcjj0AC001gZKni
25,"No Time To Die","Billie Eilish",19240,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
26,Falling,"Trevor Daniel",19220,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
27,2020,"Anna Puu",19054,https://open.spotify.com/track/0GqFfjQLx1294EupKJnhhh
28,"everything i wanted","Billie Eilish",18257,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
29,"Japanese Drip",Kube,18237,https://open.spotify.com/track/1z4jCtA9thODROr8aMdcyP
30,"Someone You Loved","Lewis Capaldi",17487,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"Ikuinen vappu",JVG,17453,https://open.spotify.com/track/4ycKgmGOtvuJZVPyvBpVVU
32,Pintakaasulla,JVG,17034,https://open.spotify.com/track/3eHkFrUUGYuwEgIPRPtW9L
33,"Kun tänään lähden (feat. Jussu Pöyhönen)",WIL,16592,https://open.spotify.com/track/1zCk6jRQO6GAFVpNrFTqK0
34,Päiväuni,"Ida Paul & Kalle Lindroth",16524,https://open.spotify.com/track/6DK910m5pdhASFE3mhqKnx
35,ROXANNE,"Arizona Zervas",15998,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
36,Circles,"Post Malone",15674,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
37,"Stay All Night",ALMA,15588,https://open.spotify.com/track/6DKhTmfXl4z3DvFuuq8s8k
38,"Moral of the Story",Ashe,15400,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
39,"Teipillä tai rakkaudella",ABREU,15342,https://open.spotify.com/track/2vdsyiA0RcYs3C9VMnmYac
40,"You should be sad",Halsey,15298,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
41,Paijaan,"SINI YASEMIN",14963,https://open.spotify.com/track/6S6S4yyWHtBmnDYzRrtCkf
42,Rikollinen,"Vilma Alina",14881,https://open.spotify.com/track/4wlwmhjih4nAig5Qqc5baE
43,"Fuck the World",Pyhimys,14831,https://open.spotify.com/track/5PHL0WXMCGOkD5dOPieuJU
44,Silmät,Gettomasa,14492,https://open.spotify.com/track/1rYP6R16sM0uSlxrqzR5pM
45,v!@%#mikko,Pyhimys,14223,https://open.spotify.com/track/2q3JdqkulAHyOzIpA52z42
46,"Surullinen Klovni",MKDMSK,13754,https://open.spotify.com/track/4ASbWGCzKRYA07lqDfouYu
47,"Stupid Love","Lady Gaga",13367,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
48,"Looking Back",Aksel,13161,https://open.spotify.com/track/5TvXXlRPYayUev7gSUD5az
49,"Soitan sua niinku kitaraa (feat. Remu)","Yksi Totuus",13144,https://open.spotify.com/track/29R9TB68HvZUUgviKfbVKV
