,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Cuando Te Besé","Becky G",97681,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
2,"Vaina Loca",Ozuna,81092,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
3,"No Es Justo","J Balvin",70549,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
4,"Mala Mía",Maluma,66615,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
5,"Te Boté - Remix","Nio Garcia",64836,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
6,"Sin Pijama","Becky G",63070,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
7,"Por Perro","Sebastian Yatra",62719,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
8,BEBE,6ix9ine,61456,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
9,"Amigos Con Derechos",Reik,59728,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
10,"No Me Acuerdo",Thalia,55500,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
11,"La player (Bandolera)","Zion & Lennox",48581,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
12,"Chica Paranormal","Paulo Londra",47723,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
13,"Quiere Beber","Anuel AA",47367,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
14,"Te Amo","Piso 21",46755,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
15,Clandestino,Shakira,46469,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
16,"Ya No Tiene Novio","Sebastian Yatra",45832,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
17,Culpables,"KAROL G",45455,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
18,Asesina,Brytiago,42776,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
