,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Nera,Irama,399287,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
2,"Amore e Capoeira","Takagi & Ketra",385498,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
3,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",300368,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
4,Italiana,J-AX,292968,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
5,"Davide (feat. Coez)",Gemitaiz,253688,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
6,"Peace & Love","Charlie Charles",227403,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
7,"La Cintura","Alvaro Soler",203476,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
8,SAD!,XXXTENTACION,202040,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",199114,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
10,X,"Nicky Jam",181765,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
11,Malibu,"Vegas Jones",176346,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
12,"One Kiss (with Dua Lipa)","Calvin Harris",172959,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,British,"Dark Polo Gang",164680,https://open.spotify.com/track/3eIRxkHV1xKsSJ8WWFfGjE
14,"Questa nostra stupida canzone d'amore",Thegiornalisti,160477,https://open.spotify.com/track/2LYt5nf0m90Bz8fuudLQd1
15,"Morirò da Re",Måneskin,153761,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz
16,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,150644,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
17,"Da zero a cento","Baby K",149390,https://open.spotify.com/track/4cQR1R25cpABjPMzpybNSQ
18,"Te Boté - Remix","Nio Garcia",148871,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
19,"Non Ti Dico No",Boomdabash,136617,https://open.spotify.com/track/07Xuc7SQU2GAJY6Gnt93ub
20,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",135391,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
21,"Mwaka Moon - Remix",Kalash,134484,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
22,Crazy,"Lost Frequencies",134446,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
23,"Cupido (feat. Quavo)","Sfera Ebbasta",131144,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
24,Moonlight,XXXTENTACION,125370,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,Flames,"David Guetta",124627,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
26,"Business Class (feat. Rkomi)",Marracash,120986,https://open.spotify.com/track/6bArBYlG50C7iN1owUpKeI
27,Rollercoaster,"Emis Killa",120876,https://open.spotify.com/track/2Qe5XpRwGHFmMkZim0gRye
28,"Felicità puttana",Thegiornalisti,115479,https://open.spotify.com/track/7iyhPEsF6Ea83e3eR87UjY
29,"Jocelyn Flores",XXXTENTACION,110515,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
30,"Solo (feat. Demi Lovato)","Clean Bandit",110167,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
31,changes,XXXTENTACION,109496,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
32,Dura,"Daddy Yankee",105567,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
33,"Purple Rain (feat. Gemitaiz & Frenetik&Orang3)","Achille Lauro",104751,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM
34,"Pem Pem","Elettra Lamborghini",100869,https://open.spotify.com/track/6NprDUe0yiLIVGgcnFGgtq
35,"Moscow Mule","Benji & Fede",94701,https://open.spotify.com/track/1Lfjom9CoL5hIyvjYey9zs
36,"Girls Like You (feat. Cardi B)","Maroon 5",94038,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
37,"Cara Italia",Ghali,93998,https://open.spotify.com/track/3atDsUhlUgDlQQrI0XFh7I
38,"Me Niego (feat. Ozuna & Wisin)",Reik,93699,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
39,Zingarello,Ghali,93582,https://open.spotify.com/track/12tAWUo1yKx0FRuEhYZjxQ
40,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",89116,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
41,"Échame La Culpa","Luis Fonsi",88815,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
42,"Irraggiungibile (feat. Federica Carta)",Shade,86241,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
43,Rockstar,"Sfera Ebbasta",85602,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
44,"La musica non c'è",Coez,84531,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
45,"Un giorno in più",Irama,84105,https://open.spotify.com/track/4G6hlJ3RnrqyBfq3ZUX4Mq
46,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",84100,https://open.spotify.com/track/2l9XbXBbKoEfc1JdCvSz4n
47,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,83826,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
48,Boss,DrefGold,83732,https://open.spotify.com/track/66eqL56FRz3LJMCWINapai
49,"Better Now","Post Malone",82995,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
50,"Non cambierò mai","Capo Plaza",77769,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
51,"Nero Bali",Elodie,77678,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
52,"Uno squillo","Capo Plaza",77060,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
53,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,76185,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
54,"El Party","Jake La Furia",75799,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
55,IDGAF,"Dua Lipa",75592,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
56,"Jackie Chan",Tiësto,73484,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
57,"I Like It","Cardi B",73002,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
58,"Je Ce Credevo",Luche,72822,https://open.spotify.com/track/2PxQGAxfq4ZRAKUjaq7xCj
59,Paracetamolo,"Calcutta ",72435,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
60,"Serio (feat. Capo Plaza)","Emis Killa",71682,https://open.spotify.com/track/2Cm9pUNjLYpLo2gjIiTBPa
61,"no tears left to cry","Ariana Grande",70771,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
62,"Amore a prima insta",Shade,70062,https://open.spotify.com/track/4oJLF1XZd4tp7kqbfxmvDU
63,FRIENDS,Marshmello,69824,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
64,"The Middle",Zedd,69702,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
65,"Machika - Remix","J Balvin",69491,https://open.spotify.com/track/1lBqTGQ0nX1JeA2m7T51ux
66,"Bye bye",Annalisa,68872,https://open.spotify.com/track/7hRM2EHbeVZl4fPSK2XxOO
67,"Mad Love","Sean Paul",68604,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
68,"Il ballo delle incertezze",Ultimo,68321,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
69,"Everybody Dies In Their Nightmares",XXXTENTACION,67949,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
70,scuol4,"tha Supreme",67078,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr
71,"Next To Me","Imagine Dragons",67051,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
72,"Like I Do","David Guetta",65875,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
73,"Back To You","Selena Gomez",65041,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
