,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,818146,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,Callaita,"Bad Bunny",630941,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
3,"11 PM",Maluma,516119,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
4,"Soltera - Remix",Lunay,506817,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
5,"Tal Vez","Paulo Londra",413852,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
6,"Con Altura",ROSALÍA,376237,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
7,HP,Maluma,375754,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
8,"Con Calma","Daddy Yankee",343318,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
9,"bad guy","Billie Eilish",341593,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
10,"Pa Mí - Remix",Dalex,325545,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
11,"Te Vi","Piso 21",325427,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
12,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,305744,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
13,"Te Robaré","Nicky Jam",305322,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
14,"Verte Ir","DJ Luian",295764,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
15,"No Me Conoce - Remix","Jhay Cortez",257713,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
16,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",255466,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
17,"La Boca","Mau y Ricky",247320,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
18,"Calma - Remix","Pedro Capó",236131,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
19,Desconocidos,"Mau y Ricky",222473,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
20,Aullando,"Wisin & Yandel",217758,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
21,Secreto,"Anuel AA",216226,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
22,"Contra La Pared","Sean Paul",213387,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
23,"I Don't Care (with Justin Bieber)","Ed Sheeran",200427,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
24,"No Lo Trates",Pitbull,198870,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT
25,"Fuentes de Ortiz","Ed Maverick",196273,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
26,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",192862,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
27,"Que Mas Pues - Remix",Sech,188913,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
28,"Adan y Eva","Paulo Londra",182866,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
