,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Θ. Macarena",Damso,156267,https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8
2,"Despacito - Remix","Luis Fonsi",142171,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
3,"Shape of You","Ed Sheeran",136774,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",124796,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
5,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",104251,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
6,Attention,"Charlie Puth",101255,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
7,"Chocolat (feat. Awa Imani)",Lartiste,99926,https://open.spotify.com/track/4fwtP5khM1iEoa6BP1QQsX
8,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",99594,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
9,Unforgettable,"French Montana",97732,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
10,"Ma jolie",Jul,96065,https://open.spotify.com/track/49qQQcd8wONsOy3PwnZKHB
11,"Ε. Signaler",Damso,93241,https://open.spotify.com/track/03aduXwm6cTqO9bb4XFQ2b
12,"Mask Off",Future,93150,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
13,"2U (feat. Justin Bieber)","David Guetta",91347,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
14,Believer,"Imagine Dragons",88217,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
15,"Fly (feat. Amara Abonta)",Ødyssey,87728,https://open.spotify.com/track/1NAeorrSNCibpdJMpXLFeG
16,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",85038,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
17,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",83656,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
18,Thunder,"Imagine Dragons",83635,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
19,Mama,"Jonas Blue",82793,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
20,"Symphony (feat. Zara Larsson)","Clean Bandit",79199,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
21,"Γ. Mosaïque solitaire",Damso,77712,https://open.spotify.com/track/1E3zyoTHtJzsu5CjwIFIhY
22,"It Ain't Me (with Selena Gomez)",Kygo,74623,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
23,"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",73433,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
24,"Stay (with Alessia Cara)",Zedd,73138,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
25,Issues,"Julia Michaels",72797,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
26,"Mon p'tit loup",Sofiane,67725,https://open.spotify.com/track/0gn0krlJTSSZvnMxh2ITHY
27,"Be Mine",Ofenbach,67580,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w
28,"There's Nothing Holdin' Me Back","Shawn Mendes",66507,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
29,"Je ne me vois pas briller",Jul,66468,https://open.spotify.com/track/376JSYpMMIJteMBozHUix0
30,"There for You","Martin Garrix",66144,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
31,"B. #QuedusaalVie",Damso,64698,https://open.spotify.com/track/4HvYhaXDmmAW6ZmPcgPZca
32,"Something Just Like This","The Chainsmokers",63523,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
33,"Call On Me - Ryan Riback Extended Remix",Starley,63173,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
34,"Α. Nwaar Is The New Black",Damso,62824,https://open.spotify.com/track/57U26FwUclMqyZ5ylnPpw1
35,"Space Jam","Mister V",62533,https://open.spotify.com/track/00cbRAOr6wTPE9WBMejhiM
36,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",62154,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
37,"You Don't Know Me","Jax Jones",61851,https://open.spotify.com/track/7M16mAuWuFA5rC9HvkXaGx
38,"N. J Respect R",Damso,60986,https://open.spotify.com/track/75UFzgBCaVwJJ4IVIaatpe
39,"It Won't Kill Ya","The Chainsmokers",60438,https://open.spotify.com/track/5xhJmd0I15jFcEdqxfCzKk
40,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",60310,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
41,Saoûlé,Jul,59903,https://open.spotify.com/track/5vZW3QAWw2PY5323r7yI0Z
42,"First Time",Kygo,58981,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
43,"Qui sait",Jul,58886,https://open.spotify.com/track/22xSIflIEY7jl5o1u0q3pJ
44,"Le 46 de Rossi",Jul,57787,https://open.spotify.com/track/2091VoRuYGLceKmindxKbH
45,"Je suis resté le même",Jul,57177,https://open.spotify.com/track/6gLkunWShYxvE8p7AGXbw3
46,"C'est pas ma faute",Jul,56873,https://open.spotify.com/track/36giaa7roszmJh3okF5efv
47,Cagoulé,Jul,55447,https://open.spotify.com/track/1oXiNxPogfnfVMiqGdr2Pv
48,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",55290,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
49,Ghetto,Benash,55050,https://open.spotify.com/track/3VdDQkNCQKPAL4nZlFKWlN
50,"Va te faire foutre",Jul,54538,https://open.spotify.com/track/58Avz7w3WSdHpnHLJh5GHl
51,Beely,Jul,53735,https://open.spotify.com/track/2bqexboOK1opJI8vjq3ISh
52,"More Than You Know","Axwell /\ Ingrosso",53687,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz
53,"Ça rêve",Jul,53508,https://open.spotify.com/track/7KwFV3EQipeBLzRhFRhTfn
54,HUMBLE.,"Kendrick Lamar",53050,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
55,"Scared to Be Lonely","Martin Garrix",52987,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
56,Skin,"Rag'n'Bone Man",52057,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf
57,"Full Option",Jul,51592,https://open.spotify.com/track/3hMqyoGZsZHwBFls2dYXLE
58,"Top album","Mister V",51383,https://open.spotify.com/track/4rrzxq356QDANDVd0SB1Dq
59,"À la cité",Jul,51287,https://open.spotify.com/track/33D0gcO0I4AOeQR2TNyI0Q
60,"Bon appétit","Katy Perry",51011,https://open.spotify.com/track/61WbtB6ujkpNAsAf5LjF4b
61,"Galway Girl","Ed Sheeran",50710,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
62,"No Lie","Sean Paul",50533,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
63,Signs,Drake,50165,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y
64,"Gramme 2 peuf","Hornet La Frappe",49662,https://open.spotify.com/track/0U050yYuyc2Gq9hrfvfEq8
65,"Fume à fond",Lorenzo,49519,https://open.spotify.com/track/2fgk04HR0nlgNysfX7fKF0
66,"Monde violent",Jul,49261,https://open.spotify.com/track/3akaKS6VFRCuMx0Ixfv3MZ
67,Bravo,MHD,48266,https://open.spotify.com/track/3vRKEsv161Ekp1ASrIh70L
68,Vendetta,Jul,47102,https://open.spotify.com/track/3i8RyYJFp3qAJtLMxdgNtf
69,"Strip That Down","Liam Payne",46518,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
70,OK,"Robin Schulz",46446,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
71,"Never Give Up",Sia,45599,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH
72,"Your Song","Rita Ora",45326,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
73,"Whatever It Takes","Imagine Dragons",45289,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
74,"Rollin (feat. Future & Khalid)","Calvin Harris",45273,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
75,"Survêt du Milan",Jul,44678,https://open.spotify.com/track/51x6d6UKgwp9CKz1JLEO70
76,Mobali,Siboy,44525,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
77,"Chasse à l'homme",Niska,43939,https://open.spotify.com/track/6Y6mUgZmUadVvfFuoGuy64
78,"Oh bah oui",Lacrim,43671,https://open.spotify.com/track/0z18wqbjuXTxzaNm4oegU2
79,Bené,PNL,43636,https://open.spotify.com/track/00X2yv2vrtritPt2CZnUTZ
80,Toka,Sofiane,43116,https://open.spotify.com/track/2QXNsj3HmqbDqbw0R9F5zo
81,"Mon tiek ti amo",Jul,42900,https://open.spotify.com/track/2HzJCYwtTXqrj72mE2hnEW
82,"Ζ. Kietu",Damso,41930,https://open.spotify.com/track/5urhEtesorARjZhjSaFntn
83,"Alors alors","Bigflo & Oli",41835,https://open.spotify.com/track/7BCZh8tgdw8HuUsvqlNBDR
84,"September Song","JP Cooper",40787,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
85,Ouloulou,Dabs,40559,https://open.spotify.com/track/4JIOC5P1G1NjhRJ2JSXm41
86,"Back for More (feat. Daecolm)",Feder,40287,https://open.spotify.com/track/0dJhKHDhqu1QYWfMy54G3F
