,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,X,"Nicky Jam",240229,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
2,"Me Niego (feat. Ozuna & Wisin)",Reik,195604,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
3,"La player (Bandolera)","Zion & Lennox",190209,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
4,Dura,"Daddy Yankee",179634,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
5,Bella,Wolfine,169134,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
6,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",153581,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
7,Amorfoda,"Bad Bunny",141805,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
8,"Loca Remix",KHEA,131836,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
9,Dembow,"Danny Ocean",130508,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
10,"Síguelo Bailando",Ozuna,129666,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
11,Solita,Ozuna,103617,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
12,Corazón,Maluma,96787,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
13,"Échame La Culpa","Luis Fonsi",94694,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
14,Criminal,"Natti Natasha",92738,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
15,Sensualidad,"Bad Bunny",92559,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
16,"El Farsante - Remix",Ozuna,88506,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
17,Mamita,CNCO,86353,https://open.spotify.com/track/5ojXuKXBYq0apcNucYSDXq
18,"Quiero Repetir",Ozuna,80026,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
19,"Báilame - Remix",Nacho,78595,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
20,"Te Amo","Piso 21",76723,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
21,Esperándote,"Manuel Turizo",76719,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
22,"3 A.M.","Jesse & Joy",76601,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
23,Downtown,Anitta,75042,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
24,"Se Preparó",Ozuna,75020,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
25,"Déjate Llevar","Juan Magán",73113,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
26,"Suena El Dembow","Joey Montana",71953,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
27,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",71579,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
28,"Que Va","Alex Sensation",69284,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
29,"Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",67209,https://open.spotify.com/track/3TnhQSRwT3AVMdXw5JPq0x
30,"Bum Bum Tam Tam","MC Fioti",67192,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
31,Bipolar,"Chris Jedi",65136,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
32,"Amantes de una Noche","Natti Natasha",64327,https://open.spotify.com/track/2iCOdoyDmWG3hWkbtH1KB2
33,"Bella y Sensual","Romeo Santos",62812,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
34,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",62794,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
35,"Loca (feat. Duki, Cazzu)",KHEA,61574,https://open.spotify.com/track/0vnrhysrKKRdNYFKLAGzRc
36,"Me Rehúso","Danny Ocean",61512,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
37,"El Préstamo",Maluma,60965,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
38,Machika,"J Balvin",60395,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
39,"Todo Comienza en la Disco",Wisin,59388,https://open.spotify.com/track/3a2aBKuvgP1qHo3BqU3lGh
40,Abrázame,Cami,59301,https://open.spotify.com/track/2UxYLI09fvaxzKAcgudK7Z
41,"Dime Si Te Acuerdas","Bad Bunny",58765,https://open.spotify.com/track/49VSioK272TASR4r9vRTuP
42,"Duro y Suave","Leslie Grace",58743,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
43,"Escápate Conmigo (feat. Ozuna)",Wisin,56601,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
44,"Olha a Explosão","MC Kevinho",52585,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
45,Vuelve,"Daddy Yankee",52500,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
46,"Robarte un Beso","Carlos Vives",52152,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
47,SUTRA,"Sebastian Yatra",51735,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
48,Mayores,"Becky G",49531,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
49,"El Clavo","Prince Royce",49141,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
50,"Otra vez (feat. J Balvin)","Zion & Lennox",47786,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
51,"No Te Vas",Nacho,46173,https://open.spotify.com/track/6yuArSnBrhykjkCxb8eXvl
52,"Una Lady Como Tú","Manuel Turizo",40675,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
53,"God's Plan",Drake,40217,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
54,IDGAF,"Dua Lipa",37784,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
55,Ahora,"J Balvin",36753,https://open.spotify.com/track/54OB85nuxYGfl7qRQXuz7c
56,"She Don't Give a FO (feat. Khea)",Duki,36565,https://open.spotify.com/track/7ehmaSwhEZv4aaJzxsVMGY
57,Dime,Revol,35009,https://open.spotify.com/track/08wJw4VdkKImX4t1vL6MsO
58,"Como Antes (feat. Wisin)",Yandel,32992,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
59,"New Rules","Dua Lipa",32432,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
60,"Shape of You","Ed Sheeran",32207,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
61,"No Hay Nadie Más","Sebastian Yatra",32017,https://open.spotify.com/track/6wos8Ds5FKMe33GjBHRake
62,"Mi Mala - Remix","Mau y Ricky",31573,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
63,"Explícale (feat. Bad Bunny)",Yandel,29737,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
64,"Fiebre (feat. Wisin & Yandel)","Ricky Martin",29693,https://open.spotify.com/track/0oFqlgK2LJ9eMlpGBCmRvf
65,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",29602,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
