,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",359898,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,Secreto,"Anuel AA",254786,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
3,"Pa Mí - Remix",Dalex,253460,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
4,"Calma - Remix","Pedro Capó",233479,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
5,"Adan y Eva","Paulo Londra",186169,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
6,Desconocidos,"Mau y Ricky",169348,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
7,"Un Año","Sebastian Yatra",168743,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
8,"Baila Baila Baila",Ozuna,159024,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
9,HP,Maluma,154637,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
10,Amanece,"Anuel AA",137354,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
11,"Forever Alone","Paulo Londra",137022,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
12,Adictiva,"Daddy Yankee",136253,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
13,"Sin Culpa (feat. DrefQuila)",Duki,129651,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
14,Reggaeton,"J Balvin",129561,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
15,"Te Vi","Piso 21",122386,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
16,"7 rings","Ariana Grande",104230,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
17,"MIA (feat. Drake)","Bad Bunny",103717,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
18,"Ta To Gucci (Remix)",Cauty,97559,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
