,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",12972,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Roses - Imanbek Remix","SAINt JHN",9858,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,"Godzilla (feat. Juice WRLD)",Eminem,9752,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
4,"Blinding Lights","The Weeknd",8123,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
5,Falling,"Trevor Daniel",7006,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,"Don't Start Now","Dua Lipa",6947,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,"Miami Bici","Killa Fonic",6724,https://open.spotify.com/track/3x36ydx3x5LtlQLQUESjtl
8,ROXANNE,"Arizona Zervas",6594,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
9,"Pala Mande",Azteca,6495,https://open.spotify.com/track/6h3cc0Q4HBy7OD06Jq8XgM
10,"Dance Monkey","Tones And I",6367,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
11,"Life Is Good (feat. Drake)",Future,6051,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
12,P2,"Lil Uzi Vert",5855,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
13,"HIGHEST IN THE ROOM","Travis Scott",5797,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
14,"Say So","Doja Cat",5742,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,"Blueberry Faygo","Lil Mosey",5481,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
16,Circles,"Post Malone",5066,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
17,Mili,Ian,5029,https://open.spotify.com/track/04cqASbER6wLs0me9FszxL
18,"Intentions (feat. Quavo)","Justin Bieber",4994,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
19,"Sunday Best (Feeling Good, Like I Should)",Surfaces,4888,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,"death bed (coffee for your head)",Powfu,4854,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
21,"No Idea","Don Toliver",4722,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
