,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,079,"Lo & Leduc",39785,https://open.spotify.com/track/3dfCKQy9JY2ixI58zTeUn9
2,"God's Plan",Drake,31608,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,X,"Nicky Jam",30554,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,26472,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
5,FRIENDS,Marshmello,26149,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,SAD!,XXXTENTACION,23524,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"Psycho (feat. Ty Dolla $ign)","Post Malone",21038,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
8,IDGAF,"Dua Lipa",19937,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"In My Blood","Shawn Mendes",18761,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
10,"Leave a Light On","Tom Walker",17031,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
11,"Say Something (feat. Chris Stapleton)","Justin Timberlake",16843,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
12,"Échame La Culpa","Luis Fonsi",16397,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
13,Rooftop,"Nico Santos",16186,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
14,"Love Lies (with Normani)",Khalid,16013,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,"The Middle",Zedd,15679,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
16,Dura,"Daddy Yankee",15164,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
17,"Look Alive (feat. Drake)","BlocBoy JB",15035,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"All The Stars (with SZA)","Kendrick Lamar",14915,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
19,rockstar,"Post Malone",14806,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
20,Moonlight,XXXTENTACION,14619,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
21,"Sick Boy","The Chainsmokers",14518,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
22,"River (feat. Ed Sheeran)",Eminem,14517,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
23,"Freaky Friday (feat. Chris Brown)","Lil Dicky",14442,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
24,Breathe,"Jax Jones",14376,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
25,Mine,Bazzi,13766,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
26,"Havana (feat. Young Thug)","Camila Cabello",13445,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
27,"Let You Down",NF,13432,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
28,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",12371,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
