,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ya No Tiene Novio","Sebastian Yatra",25396,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
2,"Vaina Loca",Ozuna,24315,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
3,"Mala Mía",Maluma,24123,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
4,"Cuando Te Besé","Becky G",23988,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
5,BEBE,6ix9ine,21455,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
6,"No Es Justo","J Balvin",21145,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
7,"Quiere Beber","Anuel AA",20538,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
8,"Te Boté - Remix","Nio Garcia",17103,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
9,"Sin Pijama","Becky G",17058,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
10,Justicia,"Silvestre Dangond",16831,https://open.spotify.com/track/6ipp8Dhs33KinlF4BStgca
11,"Amigos Con Derechos",Reik,15892,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
12,Asesina,Brytiago,15393,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
13,"Por Perro","Sebastian Yatra",15252,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
14,Culpables,"Manuel Turizo",14964,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
15,Mocca,"Lalo Ebratt",14321,https://open.spotify.com/track/0NKoPGc72yUKTIneVhFfg1
16,"La player (Bandolera)","Zion & Lennox",13982,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
17,"No Me Acuerdo",Thalia,13896,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
18,Culpables,"KAROL G",13453,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
19,"Toda - Remix","Alex Rose",12977,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
20,Clandestino,Shakira,12776,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
21,PPP,"Kevin Roldan",10997,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
22,Hipócrita,"Anuel AA",10738,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
23,Calypso,"Luis Fonsi",10123,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
24,"Me Niego (feat. Ozuna & Wisin)",Reik,9997,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
25,"Ni Gucci Ni Prada","Kenny Man",9613,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
26,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",9512,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
27,"Te Amo","Piso 21",9283,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
28,"I Like It","Cardi B",9264,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
29,"Cuando Nadie Ve",Morat,9014,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
30,"Chica Paranormal","Paulo Londra",8975,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
31,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",8826,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
