,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",125734,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Outnumbered,"Dermot Kennedy",52895,https://open.spotify.com/track/6UjZ2Yx2g2a52XxiA8ONxZ
3,Circles,"Post Malone",52202,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,Sorry,"Joel Corry",47849,https://open.spotify.com/track/6y1UtRcHQU07aUs3oxZ8Yn
5,Señorita,"Shawn Mendes",45161,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,"Post Malone (feat. RANI)","Sam Feldt",44069,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
7,"Higher Love",Kygo,37785,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
8,"How Do You Sleep?","Sam Smith",37416,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
9,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",36993,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
10,"Someone You Loved","Lewis Capaldi",36331,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,"3 Nights","Dominic Fike",35739,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
12,"Ladbroke Grove","AJ Tracey",35407,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
13,"Beautiful People (feat. Khalid)","Ed Sheeran",34901,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
14,Ransom,"Lil Tecca",31951,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
15,"Goodbyes (Feat. Young Thug)","Post Malone",31896,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
16,"Ride It",Regard,31100,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
17,Saint-Tropez,"Post Malone",27967,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
18,"Good as Hell",Lizzo,27459,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
19,"fuck, i'm lonely",Lauv,27345,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
20,"Taste (Make It Shake)",Aitch,26680,https://open.spotify.com/track/1xPpYbCaJWonL7IFXPDjON
21,"Strike a Pose (feat. Aitch)","Young T & Bugsey",25632,https://open.spotify.com/track/23GvTfcGK454ppLsts3W44
22,"Take Me Back to London (feat. Stormzy)","Ed Sheeran",25531,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
23,"boyfriend (with Social House)","Ariana Grande",25342,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
24,"bad guy","Billie Eilish",24885,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
25,"Truth Hurts",Lizzo,23116,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
26,Castles,"Freya Ridings",22964,https://open.spotify.com/track/5tZWtGT65sMrDVPB5H444n
27,Motivation,Normani,22668,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
28,Liar,"Camila Cabello",22465,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
29,"Mad Love",Mabel,22090,https://open.spotify.com/track/0Zp10WiPeEi6EUJZvWcNT9
30,"I Don't Care (with Justin Bieber)","Ed Sheeran",21918,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
31,"Hollywood's Bleeding","Post Malone",21795,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
32,"Harder (with Bebe Rexha)","Jax Jones",21526,https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
33,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",21026,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
34,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",21001,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
35,Belter,"Gerry Cinnamon",20425,https://open.spotify.com/track/3buZ8XXWl8OJriJXL48XJc
36,"Vossi Bop",Stormzy,20063,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
37,Canter,"Gerry Cinnamon",19960,https://open.spotify.com/track/4p9aWfBThbAeVuqhzFnBxl
38,Panini,"Lil Nas X",19807,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
39,"Piece Of Your Heart",MEDUZA,18776,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
40,"Wish You Well",Sigala,18453,https://open.spotify.com/track/1yAPglN5AGf7UoLK062ZYq
41,"Slide Away","Miley Cyrus",18054,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
42,"Professor X",Dave,17884,https://open.spotify.com/track/5wfyoR8XOkw45QRtFOoxyi
43,"Hold Me While You Wait","Lewis Capaldi",17793,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
44,"Location (feat. Burna Boy)",Dave,17454,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
45,"Enemies (feat. DaBaby)","Post Malone",17061,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
46,"It's You","Ali Gatie",15959,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
47,Lalala,Y2K,15870,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
