,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Susamam,Şanışer,239645,https://open.spotify.com/track/1aHKVxoYHAWvedbVUTP9SF
2,"Mekanın Sahibi","Norm Ender",189926,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ
3,Olay,Ezhel,173892,https://open.spotify.com/track/4EpPCQ7bqVUj65LoFydDj2
4,Nalan,"Emir Can İğrek",169544,https://open.spotify.com/track/1LNUxWJifZNEPpd273N2le
5,LOLO,Ezhel,137542,https://open.spotify.com/track/7hGc0ggqVVOndzHLIS4Kag
6,"Güzel Kızlar Patron Dinler",Patron,135839,https://open.spotify.com/track/2qpwx9xOkCqzOMVnOkZ2X8
7,Ela,Reynmen,130010,https://open.spotify.com/track/2VUTPdW21gPVVTEmvdSwos
8,Señorita,"Shawn Mendes",124337,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,"Bırakman Doğru Mu","Anıl Piyancı",120047,https://open.spotify.com/track/5pdsGdTeqH6MHqJeKkpwX3
10,"Avutsun Bahaneler","Sagopa Kajmer",104149,https://open.spotify.com/track/14NZoXCrTaI7ClIznTYIpf
11,Yeniden,BEGE,103343,https://open.spotify.com/track/7iQYp6Fp3xFFatU20GZtLe
12,Felaket,Ezhel,101260,https://open.spotify.com/track/59l0CeaA4LLngf30waUXWB
13,"Yok Yok","Feride Hilal Akın",99808,https://open.spotify.com/track/2CjjjGKJA1ybc5wjCyJYjm
14,Lalala,Y2K,96973,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
15,"Ay Tenli Kadın","Ufuk Beydemir",95003,https://open.spotify.com/track/5CaKpl8JB1FMCbsgh0sgO8
16,"Fight Kulüp","Killa Hakan",93386,https://open.spotify.com/track/7u6ojx9Tl1JX2JxWIPYYIZ
17,"Böyle Sever","Kahraman Deniz",92345,https://open.spotify.com/track/7hU3H2id2pBVawD7e3zd8N
18,"Bir Daha Yak","Sura İskenderli",91960,https://open.spotify.com/track/5zecPkkLBEnEwv65jnNeRa
19,"Benden Bu Kadar",Patron,87599,https://open.spotify.com/track/2WsBeFaOBau1uUJ1OMQk9q
20,"Demet Akalın","Ben Fero",78365,https://open.spotify.com/track/3kyGlb9iNqhKJsS2WVNyzH
21,"Şaraplar ve Kadınlar","Mert Şenel",77758,https://open.spotify.com/track/2kQTQ4x3tG1BcBA4nFp6qf
22,"bad guy","Billie Eilish",75661,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
23,Olabilir,MERO,74513,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo
24,Manzaralar,Patron,71399,https://open.spotify.com/track/7CyKxThAhId8fyIauqLHyU
25,KAFA10,"Anıl Piyancı",70250,https://open.spotify.com/track/7fUGWMgLzsVdID1eKoPm3b
26,Bela,Elanur,69302,https://open.spotify.com/track/6VTByOxFSK7xt6peo0Rqxg
27,"Her Yerde Sen","Zeynep Bastık",64077,https://open.spotify.com/track/1L8breHwaAapLwp7tcIPF9
28,"Neyim Var Ki (feat. Sagopa K)",Ceza,63389,https://open.spotify.com/track/09XOVDSIbBxBf6Kr1vGnHf
29,JENGA,Khontkar,62189,https://open.spotify.com/track/35u4yRijMBIcZ4t6jm0NEf
30,"Sözler Şerefsiz Oldu","Norm Ender",61234,https://open.spotify.com/track/0DGvKkcBCgd4UxRxKY0SqP
31,"Dinle Beni Bi'","Yüzyüzeyken Konuşuruz",61075,https://open.spotify.com/track/11PO9iu6PtpgL1JK4QNUEJ
