,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",34962,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"Royal Rumble",Kalazh44,34577,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y
3,"bad guy","Billie Eilish",31115,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"Diamonds (feat. Capital Bra)","Summer Cem",30937,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",29216,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"Wieder Lila",Samra,27146,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
7,"Maghreb Gang (feat. French Montana & Khaled)","Farid Bang",27051,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY
8,"Someone You Loved","Lewis Capaldi",24477,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"Con Calma","Daddy Yankee",24130,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"She Got Me","Luca Hänni",23752,https://open.spotify.com/track/6TNK1SFt77MvTFoiTloiFQ
11,"SOS (feat. Aloe Blacc)",Avicii,22655,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
12,Olabilir,MERO,21579,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo
13,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",21151,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
14,"Piece Of Your Heart",MEDUZA,20910,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"Old Town Road","Lil Nas X",20866,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
16,"La Haine",Luciano,20232,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ
17,"Rescue Me",OneRepublic,19597,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
18,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",19333,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
19,"Go Loko (feat. Tyga, Jon Z)",YG,17884,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
20,"Money In The Grave (Drake ft. Rick Ross)",Drake,17870,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
21,"The London (feat. J. Cole & Travis Scott)","Young Thug",17221,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
22,Sucker,"Jonas Brothers",16725,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
23,Shallow,"Lady Gaga",16618,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
24,"Don't Call Me Up",Mabel,16402,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
25,"Calma - Remix","Pedro Capó",16127,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
26,NENENE,Fero47,16066,https://open.spotify.com/track/5AiqL0ezAAauDuVK5EJvXU
27,Tricheur,Nekfeu,15952,https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu
28,Labyrinth,Loredana,15724,https://open.spotify.com/track/1mLBX54nL0dwn54jesMXGU
29,Soldi,Mahmood,15514,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
30,"If I Can't Have You","Shawn Mendes",15280,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
31,"Otro Trago",Sech,14791,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
32,"No Guidance (feat. Drake)","Chris Brown",14264,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
33,"Te Robaré","Nicky Jam",14227,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
34,"Irina Shayk",Ufo361,14194,https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1
35,Heaven,Avicii,13978,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
36,"You Need To Calm Down","Taylor Swift",13666,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
37,"Never Really Over","Katy Perry",13357,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
38,"Sweet but Psycho","Ava Max",13204,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
39,"So Am I","Ava Max",12422,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
40,"Call You Mine","The Chainsmokers",12404,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
41,"Let Me Down Slowly","Alec Benjamin",12379,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
42,"cOcO MAmA",Dardan,12251,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
43,"a miLLy",Dardan,12191,https://open.spotify.com/track/6kpOQJOBX0TjGkJk7oX7Pw
44,"Always Remember Us This Way","Lady Gaga",11969,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
45,"11 PM",Maluma,11804,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
46,Nautilus,Shindy,11669,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
47,Melatonin,Sido,11589,https://open.spotify.com/track/6MGeF4nX2Ty408EjLGNtqc
48,"Vermissen (feat. Henning May)",Juju,11499,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
49,"Never Go Back","Dennis Lloyd",11424,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
50,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",11241,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
51,Badewanne,"KC Rebell",11174,https://open.spotify.com/track/4qUjPb9J51kZ0PrGZWtpVc
52,"All Around The World (La La La)",R3HAB,11044,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
53,Punto,"Loco Escrito",10889,https://open.spotify.com/track/17Xaa5Iikz9Mhqzkgg4Wy4
54,Callaita,"Bad Bunny",10867,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
55,"Bad Liar","Imagine Dragons",10738,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
56,Rolex,"Capital Bra",10677,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
57,"In My Mind",Dynoro,10526,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
58,"Baila Baila Baila",Ozuna,10449,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
59,"High Hopes","Panic! At The Disco",10357,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
60,"Cherry Lady","Capital Bra",10297,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
61,"Marlboro Rot",Samra,10289,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H
62,"Contra La Pared","Sean Paul",10243,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
63,"Soltera - Remix",Lunay,10228,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
64,"7 rings","Ariana Grande",9938,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
65,"Speechless (feat. Erika Sirola)","Robin Schulz",9792,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
66,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,9770,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
67,"when the party's over","Billie Eilish",9716,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
68,EARFQUAKE,"Tyler, The Creator",9583,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
69,"Haute (feat. J Balvin & Chris Brown)",Tyga,9568,https://open.spotify.com/track/1jlnBQGP2DtSEhMgQaz7a7
70,"Hola Señorita",GIMS,9550,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
71,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",9089,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
72,"Giant (with Rag'n'Bone Man)","Calvin Harris",8990,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
73,Malediven,MERO,8958,https://open.spotify.com/track/0H0MIfeqip6GKmafftx7kC
74,"On My Way","Alan Walker",8930,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
75,"3 Nights","Dominic Fike",8928,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
76,Pookie,"Aya Nakamura",8792,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
77,Médicament,Niska,8641,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
78,"Au DD",PNL,8627,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
79,Wow.,"Post Malone",8575,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
80,"Dans l'univers",Nekfeu,8549,https://open.spotify.com/track/3OmMEncU5Z8hZJVKwAMZpk
81,"Mother's Daughter","Miley Cyrus",8467,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
82,"MOWGLI II",PNL,8440,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
83,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8427,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
84,"Alexander Wang",Capo,8407,https://open.spotify.com/track/22Wg0tDL6LvVphBUpQYu3c
85,"Power Over Me","Dermot Kennedy",8390,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
86,Happier,Marshmello,8366,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
87,"bury a friend","Billie Eilish",8364,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
88,Vintage,RIN,8198,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm
89,Harami,Samra,8186,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
90,"It's You","Ali Gatie",8129,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
91,"Elle est bonne sa mère",Vegedream,8059,https://open.spotify.com/track/6F8Caj9u2wk5hmbFuKK6Pa
92,"Elle pleut",Nekfeu,8041,https://open.spotify.com/track/31ljIjVJOgopnyNposqPhm
93,"lovely (with Khalid)","Billie Eilish",7963,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
94,"Only Human","Jonas Brothers",7905,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
95,"Maman ne le sait pas (feat. Niska)",Ninho,7881,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
96,HP,Maluma,7854,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
97,"Body (feat. brando)","Loud Luxury",7845,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
98,"Verte Ir","DJ Luian",7738,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
99,"Fire On Fire - From ""Watership Down""","Sam Smith",7669,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND
100,Mirador,Kezah,7662,https://open.spotify.com/track/4j5Bb0saeXmiz62XIZjcHj
101,Cheum,Nekfeu,7662,https://open.spotify.com/track/3eG36tERWexe2lm75Ea3Y8
102,Zemër,Soolking,7659,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
103,"Wir ticken","Capital Bra",7657,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng
104,"Letzte Träne","Kontra K",7638,https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468
105,"Tel Me",Jul,7600,https://open.spotify.com/track/4He5TSvX6WhyTeiXpdFaCZ
106,Barrio,Olexesh,7587,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r
107,"Be Alright","Dean Lewis",7575,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
108,DEUTSCHLAND,Rammstein,7555,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
109,Prinzessa,"Capital Bra",7540,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti
110,"Talk (feat. Disclosure)",Khalid,7360,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
111,Chellam,Majoe,7344,https://open.spotify.com/track/2peLyxgJLUiCAksehkKJUq
112,"What I Like About You (feat. Theresa Rex)","Jonas Blue",7336,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
113,"Hi Babe",Juju,7292,https://open.spotify.com/track/6erIvryBSsAdebNU4a7Mrs
114,DNA,"KC Rebell",7247,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0
115,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",7226,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
116,Ransom,"Lil Tecca",7214,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
117,"Pa Mí - Remix",Dalex,7185,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
118,Ghetto,Samra,7163,https://open.spotify.com/track/5h10tw9LYCWPFgqJttM2U0
119,"Mad Love",Mabel,7160,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
120,"500 PS","Bonez MC",7142,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
121,Sixteen,"Ellie Goulding",7125,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
122,"Wie im Traum","Ardian Bujupi",7092,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
123,"Bones (feat. OneRepublic)",Galantis,7023,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
124,Tilidin,"Capital Bra",6994,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
125,"Sunset Lover","Petit Biscuit",6991,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E
126,"Glad You Came",VIZE,6985,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio
127,"Get You The Moon (feat. Snøw)",Kina,6975,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
128,"Bohemian Rhapsody - Remastered 2011",Queen,6956,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
129,"Here With Me",Marshmello,6929,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
130,"Wolke 10",MERO,6909,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
131,Suge,DaBaby,6889,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
132,"No Me Conoce - Remix","Jhay Cortez",6868,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
133,"Shape of You","Ed Sheeran",6831,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
134,"MIA (feat. Drake)","Bad Bunny",6821,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
135,"i'm so tired...",Lauv,6800,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
136,"All This Love (feat. Harlœ)","Robin Schulz",6794,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV
137,"Baila Baila Baila - Remix",Ozuna,6765,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
138,"Balance ton quoi",Angèle,6757,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
139,Benzema,"Capital Bra",6708,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40
140,"Truth Hurts",Lizzo,6680,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
141,Yapma,"C ARMA",6639,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
142,"Bye Bye","Capital Bra",6627,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb
143,Rise,"Jonas Blue",6609,https://open.spotify.com/track/5ZSl6gDoV6bPPxzmLeneV9
144,"Happy Now",Kygo,6564,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
145,JCVD,Jul,6557,https://open.spotify.com/track/3iLcfPepO3XiWUuu1zwqsW
146,"RR 9.1","Koba LaD",6554,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
147,Ritual,Tiësto,6542,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
148,"Eastside (with Halsey & Khalid)","benny blanco",6536,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
149,"Without Me",Halsey,6528,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
150,Moonlight,XXXTENTACION,6475,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
151,"Blei (feat. Veysel)","Kontra K",6462,https://open.spotify.com/track/0Cy2x4vkNHiZ2Z3XiZE5Yu
152,SAD!,XXXTENTACION,6406,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
153,"Say My Name","David Guetta",6357,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
154,079,"Lo & Leduc",6322,https://open.spotify.com/track/3dfCKQy9JY2ixI58zTeUn9
