Position,Track Name,Artist,URL,filename,ID,date,country,group,duration_ms,popularity,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,loud_start
18,You’re Mines Still (feat. Drake),Yung Bleu,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS,2020-11-16-gb-viral.csv,7E2C5rBLpCKwQlhJPVFBRS,2020-11-16,gb,viral,226220,78,0.317,0.575,0.609,5,0,0.105,-4.88,0,0.121,0.339,83.004,-9.736
20,Really Love (feat. Craig David & Digital Farm Animals),KSI,https://open.spotify.com/track/50v2TSRV31bwpAPkjWejNL,2020-11-16-gb-viral.csv,50v2TSRV31bwpAPkjWejNL,2020-11-16,gb,viral,177500,75,0.0459,0.757,0.813,10,0,0.0741,-4.661,1,0.0438,0.668,121.034,-10.4
1,Kedi,Melek Mosso,https://open.spotify.com/track/4TXW37vOHHoo1oyYHEw85t,2018-03-02-tr-viral.csv,4TXW37vOHHoo1oyYHEw85t,2018-03-02,tr,viral,213024,43,0.192,0.824,0.703,7,0,0.0919,-5.242,1,0.173,0.645,124.027,-9.048
2,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,Cecilia Krull,https://open.spotify.com/track/5ZEQjTroORCu6uWvZrdeNc,2018-03-02-tr-viral.csv,5ZEQjTroORCu6uWvZrdeNc,2018-03-02,tr,viral,214200,63,0.102,0.427,0.647,6,2.13e-06,0.133,-8.944,0,0.0353,0.298,99.753,-15.51
3,Kalbin Yok Mu,Marc Aryan,https://open.spotify.com/track/3jn9eyOsRLN5r0bajb8AbM,2018-03-02-tr-viral.csv,3jn9eyOsRLN5r0bajb8AbM,2018-03-02,tr,viral,158708,50,0.979,0.288,0.288,3,0.316,0.146,-9.485,0,0.0339,0.635,174.723,-10.793
4,Kendimi Gecelere Veremem,Cem Pilevneli,https://open.spotify.com/track/2rR5uQV6Ra90lsHkSyLlG8,2018-03-02-tr-viral.csv,2rR5uQV6Ra90lsHkSyLlG8,2018-03-02,tr,viral,249565,40,0.0593,0.618,0.493,4,0.00199,0.174,-9.247,1,0.0814,0.207,192.085,-11.819
5,Dinle Beni Bi',Yüzyüzeyken Konuşuruz,https://open.spotify.com/track/11PO9iu6PtpgL1JK4QNUEJ,2018-03-02-tr-viral.csv,11PO9iu6PtpgL1JK4QNUEJ,2018-03-02,tr,viral,144906,65,0.562,0.557,0.683,9,0.897,0.107,-9.298,0,0.0471,0.543,91.965,-32.829
6,Jest Oldu,Karsu,https://open.spotify.com/track/5yljgjCRPLBgYUrXEijTRc,2018-03-02-tr-viral.csv,5yljgjCRPLBgYUrXEijTRc,2018-03-02,tr,viral,192000,0,0.789,0.556,0.453,4,2.34e-06,0.131,-5.739,0,0.0338,0.388,79.894,-14.482
7,Wasting Breath,Julia Biel,https://open.spotify.com/track/1ygpKXLvCBVGuwwT3lJruY,2018-03-02-tr-viral.csv,1ygpKXLvCBVGuwwT3lJruY,2018-03-02,tr,viral,291431,0,0.348,0.602,0.639,10,0.0209,0.438,-7.162,0,0.0359,0.452,88.037,-9.027
8,Arriba,Kippage,https://open.spotify.com/track/5684XXsAbUbCciRr6MhYBc,2018-03-02-tr-viral.csv,5684XXsAbUbCciRr6MhYBc,2018-03-02,tr,viral,153600,37,0.619,0.924,0.551,0,0.0395,0.102,-9.144,1,0.228,0.667,100.007,-16.982
9,Hiç Işık Yok,No.1,https://open.spotify.com/track/2noHL0PeH7WjRSLBjWxU4Q,2018-03-02-tr-viral.csv,2noHL0PeH7WjRSLBjWxU4Q,2018-03-02,tr,viral,427249,0,0.372,0.453,0.449,2,0.0187,0.103,-8.092,1,0.0322,0.117,76.0,-15.651
10,Bella Ciao,"Interpreti dello spettacolo ""Bella Ciao""",https://open.spotify.com/track/0EayXisPHaulRoFgazbi0A,2018-03-02-tr-viral.csv,0EayXisPHaulRoFgazbi0A,2018-03-02,tr,viral,96400,0,0.77,0.596,0.389,9,0,0.0931,-11.485,0,0.0695,0.938,145.851,-21.434
11,Bodrum,Yüzyüzeyken Konuşuruz,https://open.spotify.com/track/7DarbtpxRUG5POF3ifwu61,2018-03-02-tr-viral.csv,7DarbtpxRUG5POF3ifwu61,2018-03-02,tr,viral,235817,60,0.565,0.536,0.462,9,0.88,0.154,-12.329,0,0.0369,0.319,90.011,-23.545
12,FRIENDS,Marshmello,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-03-02-tr-viral.csv,08bNPGLD8AhKpnnERrAc6G,2018-03-02,tr,viral,202620,79,0.205,0.626,0.88,9,0,0.128,-2.384,0,0.0504,0.534,95.079,-5.254
13,Qamuran,Anatolian Sessions,https://open.spotify.com/track/52Z2Md2t4gVtUoDojPiehM,2018-03-02-tr-viral.csv,52Z2Md2t4gVtUoDojPiehM,2018-03-02,tr,viral,365165,0,0.000247,0.691,0.652,11,0.395,0.0764,-10.237,0,0.0601,0.215,116.989,-14.829
14,2013,Yüzyüzeyken Konuşuruz,https://open.spotify.com/track/4mWP0bmehrnZzh5zrAra39,2018-03-02-tr-viral.csv,4mWP0bmehrnZzh5zrAra39,2018-03-02,tr,viral,192929,45,0.00373,0.445,0.788,5,0.955,0.476,-7.948,1,0.0503,0.457,132.996,-13.508
15,Geçmiş Değişmez,Deeperise,https://open.spotify.com/track/2VdlfuivNjXQ0qttqwijg4,2018-03-02-tr-viral.csv,2VdlfuivNjXQ0qttqwijg4,2018-03-02,tr,viral,246260,0,0.0729,0.774,0.567,4,0.011,0.0549,-8.191,0,0.0302,0.605,115.002,-19.03
16,Esen,Yüzyüzeyken Konuşuruz,https://open.spotify.com/track/2IBoAGhwtoBwp0RD2kb9Kb,2018-03-02-tr-viral.csv,2IBoAGhwtoBwp0RD2kb9Kb,2018-03-02,tr,viral,181749,57,0.016,0.618,0.787,7,0.873,0.172,-7.428,1,0.0514,0.538,90.022,-15.34
17,Psycho (feat. Ty Dolla $ign),Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,2018-03-02-tr-viral.csv,65NwOZqoXny4JxqAPlfxRF,2018-03-02,tr,viral,220880,0,0.566,0.74,0.558,8,0,0.112,-8.115,1,0.102,0.421,140.057,-14.106
18,Lafügüzaf,Gökhan Türkmen,https://open.spotify.com/track/3pZDZloBhUwlKA5O6JzXXa,2018-03-02-tr-viral.csv,3pZDZloBhUwlKA5O6JzXXa,2018-03-02,tr,viral,225182,51,0.264,0.488,0.447,10,5.61e-06,0.156,-10.399,0,0.0415,0.263,141.703,-19.811
19,Büklüm Büklüm,Ayta Sözeri,https://open.spotify.com/track/3zPZj1WR8W7qUFpL3tbvXM,2018-03-02-tr-viral.csv,3zPZj1WR8W7qUFpL3tbvXM,2018-03-02,tr,viral,245526,42,0.415,0.574,0.631,2,1.24e-05,0.232,-8.599,0,0.0518,0.538,104.015,-10.451
20,Elinden Geleni,Devran Çağlar,https://open.spotify.com/track/2utrIyGWfZ6uNeyY3HBlq3,2018-03-02-tr-viral.csv,2utrIyGWfZ6uNeyY3HBlq3,2018-03-02,tr,viral,328400,0,0.464,0.337,0.869,7,0,0.249,-4.269,1,0.625,0.206,166.034,-16.919
1,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2020-02-20-mx-viral.csv,2nC3QhMI9reBIOWutbU3Tj,2020-02-20,mx,viral,201083,79,0.587,0.572,0.406,10,4.48e-06,0.102,-8.624,1,0.0427,0.265,119.812,-18.426
2,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-02-20-mx-viral.csv,7eJMfftS33KTjuF7lTsMCx,2020-02-20,mx,viral,173333,87,0.731,0.726,0.431,8,0,0.696,-8.765,0,0.135,0.348,144.026,-14.029
3,Dance Monkey (Versión Español),Betzabeth,https://open.spotify.com/track/5C4tPxg8bWj8E80BZTH7ey,2020-02-20-mx-viral.csv,5C4tPxg8bWj8E80BZTH7ey,2020-02-20,mx,viral,167602,48,0.419,0.77,0.631,6,0,0.0856,-3.986,0,0.111,0.523,97.99,-16.264
4,AY AY AY,Q Park,https://open.spotify.com/track/11ohYWiNcQLwMRrOo88ikv,2020-02-20-mx-viral.csv,11ohYWiNcQLwMRrOo88ikv,2020-02-20,mx,viral,145973,51,0.0378,0.84,0.931,5,2.95e-06,0.306,-2.108,0,0.058,0.967,95.002,-6.354
5,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-02-20-mx-viral.csv,7k4t7uLgtOxPwTpFmtJNTY,2020-02-20,mx,viral,200960,85,0.295,0.803,0.715,2,0.000134,0.0574,-3.28,1,0.298,0.574,101.085,-11.846
6,Vitamina,Flyboiz,https://open.spotify.com/track/5yAo09btO7hEn8YDKW4Dkm,2020-02-20-mx-viral.csv,5yAo09btO7hEn8YDKW4Dkm,2020-02-20,mx,viral,174790,60,0.166,0.734,0.881,1,1.23e-05,0.468,-4.583,1,0.284,0.96,180.101,-12.301
7,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020-02-20-mx-viral.csv,7sQKy5vlPQllr0k9IjYJv3,2020-02-20,mx,viral,226532,78,0.11,0.883,0.668,9,0.000529,0.0734,-2.957,1,0.113,0.676,87.972,-11.789
8,Amor Tumbado,Natanael Cano,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,2020-02-20-mx-viral.csv,5aJ1M43pinROpwaPnO8KRj,2020-02-20,mx,viral,221553,75,0.332,0.535,0.714,6,2.91e-06,0.0806,-5.753,0,0.0329,0.458,100.059,-8.413
9,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-02-20-mx-viral.csv,0sf12qNH5qcw8qpgymFOqD,2020-02-20,mx,viral,201573,25,0.00147,0.513,0.796,1,0.000209,0.0938,-4.075,1,0.0629,0.345,171.017,-18.543
10,Dejaste de Quererme,Anna Zarate,https://open.spotify.com/track/3ubB0kHecIEEkCzezcr4nQ,2020-02-20-mx-viral.csv,3ubB0kHecIEEkCzezcr4nQ,2020-02-20,mx,viral,192000,25,0.386,0.52,0.557,5,6.94e-06,0.333,-7.51,0,0.151,0.555,159.503,-16.003
11,Dream Girl - Remix,Ir Sais,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX,2020-02-20-mx-viral.csv,099tjv6oy2opbpCOA3nBwX,2020-02-20,mx,viral,192452,75,0.216,0.767,0.643,5,0.000104,0.0806,-5.225,1,0.101,0.536,169.99,-8.01
12,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-02-20-mx-viral.csv,1rgnBhdG2JDFTbYkYRZAku,2020-02-20,mx,viral,209754,68,0.688,0.825,0.593,6,0.000161,0.17,-6.401,0,0.0988,0.54,98.078,-18.771
13,Can't Take My Eyes off You,Craymer,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts,2020-02-20-mx-viral.csv,1kbGCuCsD7ZhCOYkm8Bnts,2020-02-20,mx,viral,240628,64,0.941,0.525,0.185,11,0.0162,0.356,-14.938,0,0.0427,0.0393,122.214,-27.405
14,Te Olvidé,Alejandro Fernández,https://open.spotify.com/track/0zRc5cHuMrulujN8t1XbYE,2020-02-20-mx-viral.csv,0zRc5cHuMrulujN8t1XbYE,2020-02-20,mx,viral,186200,68,0.0361,0.551,0.508,1,0,0.0731,-5.994,1,0.0354,0.808,124.782,-7.831
15,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-02-20-mx-viral.csv,5iFwAOB2TFkPJk8sMlxP8g,2020-02-20,mx,viral,232906,78,0.0128,0.606,0.799,9,0,0.15,-4.452,1,0.0261,0.638,103.014,-6.066
16,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-02-20-mx-viral.csv,0nbXyq5TXYPCO7pr3N8S4I,2020-02-20,mx,viral,196652,87,0.104,0.896,0.586,10,0,0.79,-6.687,0,0.0559,0.642,116.971,-15.954
17,Tú,Los Elegantes de Jerez,https://open.spotify.com/track/24HxLpw8Zz3U0tFEUuHNqo,2020-02-20-mx-viral.csv,24HxLpw8Zz3U0tFEUuHNqo,2020-02-20,mx,viral,194298,1,0.614,0.763,0.696,5,0.0977,0.162,-6.052,0,0.027,0.883,115.02,-6.421
18,Morado,J Balvin,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,2020-02-20-mx-viral.csv,3mQ6SLdxxaL52Yte7KF2Ks,2020-02-20,mx,viral,200666,74,0.137,0.881,0.696,11,4.13e-05,0.0927,-3.838,0,0.0797,0.781,97.002,-12.573
19,Any song,ZICO,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn,2020-02-20-mx-viral.csv,1iIhGHzzrzqQfuNkFI2qAn,2020-02-20,mx,viral,227226,71,0.118,0.874,0.787,10,0,0.11,-2.416,0,0.129,0.896,108.007,-13.705
20,Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd,2020-02-20-mx-viral.csv,1s59X35jDULAyOGmBuTAnd,2020-02-20,mx,viral,240456,76,0.784,0.643,0.35,4,0,0.102,-5.924,0,0.0783,0.541,118.199,-8.996
1,MIEL,Lartiste,https://open.spotify.com/track/5KmYE2jcSQvtLpMGXqDBWJ,2019-02-25-ma-viral.csv,5KmYE2jcSQvtLpMGXqDBWJ,2019-02-25,ma,viral,198306,42,0.131,0.74,0.649,6,0.00324,0.122,-6.351,1,0.0467,0.621,96.026,-16.742
2,7ARRAGA,Lartiste,https://open.spotify.com/track/1KCBKqqyBIEa2btXmfuPyk,2019-02-25-ma-viral.csv,1KCBKqqyBIEa2btXmfuPyk,2019-02-25,ma,viral,170094,40,0.179,0.542,0.734,6,0,0.119,-4.684,0,0.44,0.65,171.812,-7.915
3,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-02-25-ma-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-02-25,ma,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
4,Akher Marra,Hatim Ammor,https://open.spotify.com/track/7hrFAtXVm4myZwcpSHX9YO,2019-02-25-ma-viral.csv,7hrFAtXVm4myZwcpSHX9YO,2019-02-25,ma,viral,191477,0,0.0261,0.777,0.631,1,4.33e-06,0.0611,-5.842,0,0.0555,0.862,98.067,-9.399
5,Khapta,Heuss L'enfoiré,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR,2019-02-25-ma-viral.csv,6stxV2bl7xSiPUornxwyNR,2019-02-25,ma,viral,162906,59,0.00937,0.811,0.692,4,0,0.0598,-2.836,0,0.105,0.817,125.009,-3.926
6,MIDDLE CHILD,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-02-25-ma-viral.csv,2JvzF1RMd7lE3KmFlsyZD8,2019-02-25,ma,viral,213593,80,0.149,0.837,0.364,8,0,0.271,-11.713,1,0.276,0.463,123.984,-17.805
7,LBAYDA,Sky,https://open.spotify.com/track/5gbvfX2fVmwXBImUmzhuU4,2019-02-25-ma-viral.csv,5gbvfX2fVmwXBImUmzhuU4,2019-02-25,ma,viral,211121,28,0.734,0.829,0.587,0,0,0.0986,-7.846,0,0.082,0.479,140.044,-12.828
8,Детство,Rauf & Faik,https://open.spotify.com/track/284ABgw7KmrZj81h4kIc3l,2019-02-25-ma-viral.csv,284ABgw7KmrZj81h4kIc3l,2019-02-25,ma,viral,188362,0,0.634,0.719,0.607,10,7.76e-06,0.111,-7.323,0,0.0398,0.48,149.969,-15.102
9,ANANIA,Lartiste,https://open.spotify.com/track/3qEXiGzj7QE1N2xFXJ94yn,2019-02-25-ma-viral.csv,3qEXiGzj7QE1N2xFXJ94yn,2019-02-25,ma,viral,213257,34,0.0733,0.718,0.85,11,1.01e-06,0.0914,-4.445,0,0.112,0.676,99.985,-11.392
10,bury a friend,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-02-25-ma-viral.csv,4NzMOnvSJVNKF7nw5NkXIP,2019-02-25,ma,viral,193143,2,0.74,0.905,0.389,8,0.162,0.106,-14.505,1,0.332,0.196,120.046,-18.658
11,Loca,Ily,https://open.spotify.com/track/02I7oeWozpqbcStl3ScM0k,2019-02-25-ma-viral.csv,02I7oeWozpqbcStl3ScM0k,2019-02-25,ma,viral,156230,27,0.0805,0.821,0.669,8,0,0.112,-5.835,0,0.0953,0.734,114.098,-9.923
12,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-02-25-ma-viral.csv,63cd4JkwGgYJrbOizbfmsp,2019-02-25,ma,viral,194519,4,0.172,0.68,0.559,0,0,0.318,-5.545,1,0.129,0.137,202.006,-12.921
13,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-02-25-ma-viral.csv,7COXchtUOMd6uIT6HvmRaI,2019-02-25,ma,viral,162582,13,0.176,0.599,0.733,11,0,0.242,-7.058,1,0.203,0.534,102.211,-12.88
14,Mel Bedaya,Mohamed Hamaki,https://open.spotify.com/track/2j9B8YHcnxDwiDNZg6UXFl,2019-02-25-ma-viral.csv,2j9B8YHcnxDwiDNZg6UXFl,2019-02-25,ma,viral,278546,48,0.41,0.627,0.52,1,0,0.104,-8.609,1,0.0819,0.542,73.986,-22.873
15,Le monde blabik khawi,Cheba Souad,https://open.spotify.com/track/6m8MBnKzYfu85OVYYhUY4b,2019-02-25-ma-viral.csv,6m8MBnKzYfu85OVYYhUY4b,2019-02-25,ma,viral,203911,9,0.195,0.612,0.886,7,8.81e-06,0.289,-3.776,0,0.0408,0.536,96.0,-9.911
16,PW - Psycho Wrecking,Don Bigg,https://open.spotify.com/track/5FWIDG5uXNNXQVymPhX3ar,2019-02-25-ma-viral.csv,5FWIDG5uXNNXQVymPhX3ar,2019-02-25,ma,viral,233855,31,0.0298,0.792,0.655,2,6.67e-06,0.174,-5.865,0,0.0493,0.509,109.993,-19.144
17,Secreto,Anuel AA,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-02-25-ma-viral.csv,5W83ErFkO3aKAIS1WMi6u0,2019-02-25,ma,viral,258800,72,0.602,0.807,0.803,11,0.00853,0.136,-4.156,1,0.126,0.706,91.987,-10.121
18,On Fleek,Eva,https://open.spotify.com/track/4MSFxqmkiMxq7e61jTqgqt,2019-02-25-ma-viral.csv,4MSFxqmkiMxq7e61jTqgqt,2019-02-25,ma,viral,174506,43,0.102,0.735,0.764,4,0,0.245,-4.626,0,0.155,0.609,97.056,-6.55
19,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-02-25-ma-viral.csv,2qxmye6gAegTMjLKEBoR3d,2019-02-25,ma,viral,169353,82,0.74,0.652,0.557,1,0,0.124,-5.714,0,0.0318,0.483,150.073,-9.696
20,I DON'T CARE,Lartiste,https://open.spotify.com/track/2ei2ZIPbXGltM3KvMhWoYb,2019-02-25-ma-viral.csv,2ei2ZIPbXGltM3KvMhWoYb,2019-02-25,ma,viral,188683,35,0.238,0.773,0.689,6,0,0.293,-5.46,1,0.109,0.678,125.102,-13.247
1,Otro Trago,Sech,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-06-25-ar-viral.csv,1Ej96GIBCTvgH7tNX1r3qr,2019-06-25,ar,viral,225933,73,0.136,0.746,0.7,0,0.000159,0.11,-4.669,1,0.341,0.619,176.044,-19.129
2,Soltera - Remix,Lunay,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-06-25-ar-viral.csv,1c0hsvHLELX6y8qymnpLKL,2019-06-25,ar,viral,266086,75,0.361,0.795,0.783,5,0,0.437,-4.271,1,0.0432,0.799,92.01,-12.708
3,Baila Conmigo (feat. Kelly Ruiz),Dayvi,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-06-25-ar-viral.csv,4Clmg1g8n2yBYG13Z1oSdG,2019-06-25,ar,viral,189817,74,0.00903,0.745,0.972,7,0.465,0.297,-3.506,1,0.0774,0.556,128.031,-10.616
4,No Me Conoce - Remix,Jhay Cortez,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-06-25-ar-viral.csv,4R8BJggjosTswLxtkw8V7P,2019-06-25,ar,viral,309120,77,0.145,0.806,0.786,10,0,0.0935,-3.831,0,0.0741,0.58,91.973,-20.629
5,Callaita,Bad Bunny,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-06-25-ar-viral.csv,2TH65lNHgvLxCKXM3apjxI,2019-06-25,ar,viral,250533,80,0.6,0.61,0.624,2,2.12e-06,0.243,-4.773,1,0.309,0.244,176.169,-18.631
6,Visto a las 00:00,Cazzu,https://open.spotify.com/track/0m1zfGk4oYfj4NxBLNheHZ,2019-06-25-ar-viral.csv,0m1zfGk4oYfj4NxBLNheHZ,2019-06-25,ar,viral,180989,59,0.643,0.671,0.554,7,2.08e-05,0.126,-7.28,1,0.479,0.24,177.644,-26.962
7,La Cobra,j mena,https://open.spotify.com/track/7tAFzqPUa2G7EziujIPP7K,2019-06-25-ar-viral.csv,7tAFzqPUa2G7EziujIPP7K,2019-06-25,ar,viral,188227,23,0.0576,0.843,0.729,11,0,0.0267,-4.138,0,0.342,0.472,172.017,-12.113
8,Cuaderno,Dalex,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019-06-25-ar-viral.csv,7anSoGdgtmJTAPZBzcPhO6,2019-06-25,ar,viral,286506,70,0.523,0.681,0.648,1,0,0.104,-5.021,0,0.38,0.688,172.02,-7.06
9,OUKE,CA7RIEL,https://open.spotify.com/track/6WsrPT9yw9gZyZn5ok3E0K,2019-06-25-ar-viral.csv,6WsrPT9yw9gZyZn5ok3E0K,2019-06-25,ar,viral,178263,0,0.44,0.686,0.695,10,6.37e-06,0.314,-6.087,0,0.174,0.541,140.25,-19.535
10,11 PM,Maluma,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-06-25-ar-viral.csv,7KbF6AdprOXEEHlsq11Z6d,2019-06-25,ar,viral,175733,77,0.217,0.777,0.712,10,0,0.091,-4.84,1,0.277,0.68,95.692,-13.747
11,Tal Vez,Paulo Londra,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-06-25-ar-viral.csv,5jW3rF4URMdK7tO2xjS5EI,2019-06-25,ar,viral,263899,73,0.25,0.855,0.649,8,0,0.0801,-2.443,1,0.151,0.741,161.986,-11.648
12,Ocean,KAROL G,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7,2019-06-25-ar-viral.csv,6qoIFQfdmaQF9A1gb67tR7,2019-06-25,ar,viral,155946,69,0.933,0.727,0.482,11,0,0.388,-6.193,1,0.115,0.487,74.93,-13.312
13,La Clase,Cazzu,https://open.spotify.com/track/5nLJL6DLanZaAq8DVkBs62,2019-06-25-ar-viral.csv,5nLJL6DLanZaAq8DVkBs62,2019-06-25,ar,viral,267171,49,0.181,0.849,0.56,1,3.29e-06,0.223,-8.573,1,0.344,0.299,130.924,-19.288
14,Con Altura,ROSALÍA,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-06-25-ar-viral.csv,2qG5sZ7Si6sdK74qLxedYM,2019-06-25,ar,viral,161626,76,0.39,0.882,0.689,6,0.00325,0.0501,-4.027,1,0.124,0.746,97.963,-9.69
15,The Git Up,Blanco Brown,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,2019-06-25-ar-viral.csv,5dW1VZPcFqB4n0P08rGDgm,2019-06-25,ar,viral,200593,3,0.0669,0.847,0.678,9,0,0.274,-8.635,1,0.109,0.811,97.984,-10.999
16,Wapo Traketero,Nicki Nicole,https://open.spotify.com/track/5ctNuquTVDsfMb9jKzsYu0,2019-06-25-ar-viral.csv,5ctNuquTVDsfMb9jKzsYu0,2019-06-25,ar,viral,181000,61,0.414,0.759,0.43,2,2.57e-05,0.0731,-11.102,0,0.556,0.506,150.048,-16.356
17,22,TINI,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e,2019-06-25-ar-viral.csv,07L6tEZIfCX3GZAWCpGj0e,2019-06-25,ar,viral,159187,64,0.00807,0.704,0.643,1,0,0.0895,-4.705,0,0.0903,0.806,176.038,-10.669
18,Callar (Versión Completa),Isabela Souza,https://open.spotify.com/track/7CPYlrcqz6u3E92x10GGqR,2019-06-25-ar-viral.csv,7CPYlrcqz6u3E92x10GGqR,2019-06-25,ar,viral,215903,0,0.592,0.579,0.608,6,0,0.101,-7.536,0,0.0437,0.0826,125.39,-24.947
19,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP,2019-06-25-ar-viral.csv,3H9GDhVVTlmFQSmpt51qiP,2019-06-25,ar,viral,268794,61,0.102,0.86,0.697,1,0,0.159,-4.727,1,0.0718,0.586,129.978,-14.497
20,Parar el Tiempo,Cimafunk,https://open.spotify.com/track/5iBP84nYff7zzoYGSfOwgf,2019-06-25-ar-viral.csv,5iBP84nYff7zzoYGSfOwgf,2019-06-25,ar,viral,249250,44,0.133,0.84,0.465,2,7.99e-06,0.153,-8.861,1,0.0347,0.58,109.998,-22.267
1,Dil Ke Dastakk,Harshvardhan Singh,https://open.spotify.com/track/4U99WOfxSTVyVwv1PD32jF,2020-12-16-in-viral.csv,4U99WOfxSTVyVwv1PD32jF,2020-12-16,in,viral,182181,53,0.822,0.627,0.311,7,0,0.148,-14.449,0,0.0283,0.329,110.018,-21.97
2,Mayonaka no Door / Stay With Me,Miki Matsubara,https://open.spotify.com/track/2BHj31ufdEqVK5CkYDp9mA,2020-12-16-in-viral.csv,2BHj31ufdEqVK5CkYDp9mA,2020-12-16,in,viral,312293,77,0.176,0.658,0.747,5,8.49e-06,0.0789,-6.615,1,0.0431,0.792,108.259,-15.753
3,Jenny (I Wanna Ruin Our Friendship),Studio Killers,https://open.spotify.com/track/7lgA34nFXxjqQgyLkPUcLv,2020-12-16-in-viral.csv,7lgA34nFXxjqQgyLkPUcLv,2020-12-16,in,viral,215280,59,0.00305,0.668,0.799,11,0.0148,0.277,-5.701,1,0.0333,0.563,133.929,-6.461
4,I'm in Love With an E-Girl,Wilbur Soot,https://open.spotify.com/track/44wBlg3Y1KSAEmaze5BXe7,2020-12-16-in-viral.csv,44wBlg3Y1KSAEmaze5BXe7,2020-12-16,in,viral,239307,73,0.831,0.708,0.434,7,0.019,0.105,-12.522,1,0.0681,0.374,80.045,-19.378
5,Qismat Ki Hawa Kabhi Naram,C. Ramchandra,https://open.spotify.com/track/1tWal0LdqC7PAYRsjAwvvg,2020-12-16-in-viral.csv,1tWal0LdqC7PAYRsjAwvvg,2020-12-16,in,viral,232413,50,0.579,0.438,0.72,2,0,0.301,-8.68,1,0.0614,0.94,102.259,-9.683
6,Aise Kyun,Anurag Saikia,https://open.spotify.com/track/4DsDQlJ3ZNSJRUV6djKi8Q,2020-12-16-in-viral.csv,4DsDQlJ3ZNSJRUV6djKi8Q,2020-12-16,in,viral,264933,54,0.705,0.528,0.435,5,2.98e-05,0.103,-9.699,1,0.0347,0.293,172.115,-19.473
7,Space Girl,Frances Forever,https://open.spotify.com/track/5tfZ1uYrArdbDqiZ7z1aCE,2020-12-16-in-viral.csv,5tfZ1uYrArdbDqiZ7z1aCE,2020-12-16,in,viral,231428,57,0.319,0.67,0.398,9,0.000113,0.38,-9.14,1,0.0306,0.219,125.983,-11.583
