Position,Track Name,Artist,URL,filename,ID,date,country,group,duration_ms,popularity,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,loud_start
1,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-27-in-viral.csv,4y3OI86AEP6PQoDE6olYhO,2019-03-27,in,viral,181040,10,0.0427,0.842,0.734,1,0,0.106,-5.065,0,0.0588,0.952,137.958,-11.142
2,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d,2019-03-27-in-viral.csv,5SHhPFh68OhUmuRPymKX9d,2019-03-27,in,viral,183428,0,0.455,0.679,0.572,5,2.41e-06,0.127,-6.703,1,0.0781,0.542,92.859,-8.19
3,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-27-in-viral.csv,5WHTFyqSii0lmT9R21abT8,2019-03-27,in,viral,178480,79,0.296,0.674,0.881,9,3.01e-06,0.0793,-2.853,1,0.147,0.234,98.994,-5.559
4,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,2019-03-27-in-viral.csv,0A5gdlrpAuQqZ2iFgnqBFW,2019-03-27,in,viral,173066,72,0.0529,0.813,0.761,10,0.0119,0.337,-5.687,0,0.085,0.29,124.957,-5.704
5,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-27-in-viral.csv,7COXchtUOMd6uIT6HvmRaI,2019-03-27,in,viral,162582,13,0.176,0.599,0.733,11,0,0.242,-7.058,1,0.203,0.534,102.211,-12.88
6,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-27-in-viral.csv,1WSGTYKLEpKfNQYYW5Oymt,2019-03-27,in,viral,158027,69,0.404,0.541,0.468,10,3.65e-06,0.358,-4.039,0,0.362,0.69,95.266,-19.831
7,"Duniyaa (From ""Luka Chuppi"")",Akhil,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI,2019-03-27-in-viral.csv,2tjWCe2W7sgvS3C8NHcdtI,2019-03-27,in,viral,222500,66,0.699,0.435,0.658,7,0,0.125,-5.949,0,0.0368,0.524,77.17,-15.586
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-03-27-in-viral.csv,3KkXRkHbMCARz0aVfEt68P,2019-03-27,in,viral,158040,83,0.556,0.76,0.479,2,0,0.0703,-5.574,1,0.0466,0.913,89.911,-11.776
9,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-27-in-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-03-27,in,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
10,"Kannamma - From ""Ispade Rajavum Idhaya Raniyum""",Sam C.S.,https://open.spotify.com/track/4KUQFOGTaHrggl3hfMoaAe,2019-03-27-in-viral.csv,4KUQFOGTaHrggl3hfMoaAe,2019-03-27,in,viral,256945,41,0.522,0.729,0.695,1,0.000621,0.113,-8.524,1,0.0312,0.599,127.992,-20.507
11,Chal Chutiye,Sun J,https://open.spotify.com/track/38CaNhzBj33ylwDgxSjxUm,2019-03-27-in-viral.csv,38CaNhzBj33ylwDgxSjxUm,2019-03-27,in,viral,343860,20,0.14,0.941,0.637,5,6.69e-06,0.114,-7.346,1,0.274,0.265,130.006,-16.503
12,Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019-03-27-in-viral.csv,2TIlqbIneP0ZY1O0EzYLlc,2019-03-27,in,viral,182160,78,0.751,0.501,0.405,1,0,0.105,-5.679,1,0.0319,0.446,109.891,-25.642
13,Hold On,Chord Overstreet,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,2019-03-27-in-viral.csv,5vjLSffimiIP26QG5WcN2K,2019-03-27,in,viral,198853,81,0.469,0.618,0.443,2,0,0.0829,-9.681,1,0.0526,0.167,119.949,-14.089
14,7 rings,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-27-in-viral.csv,6ocbgoVGwYJhOv1GgI9NsF,2019-03-27,in,viral,178626,85,0.592,0.778,0.317,1,0,0.0881,-10.732,0,0.334,0.327,140.048,-28.817
15,Honesty,Pink Sweat$,https://open.spotify.com/track/5dXI2NV7X2c4anyLFbQdEX,2019-03-27-in-viral.csv,5dXI2NV7X2c4anyLFbQdEX,2019-03-27,in,viral,191000,0,0.919,0.616,0.204,6,0,0.106,-11.421,0,0.0331,0.419,79.826,-14.103
16,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,2019-03-27-in-viral.csv,224EVTFiLsdQignUFLvDeH,2019-03-27,in,viral,360960,2,0.753,0.688,0.62,11,5.27e-06,0.158,-8.029,0,0.22,0.727,170.018,-14.203
17,Jo Tu Na Mila,Asim Azhar,https://open.spotify.com/track/6DefzsWqnwrFrmNVnJxWkS,2019-03-27-in-viral.csv,6DefzsWqnwrFrmNVnJxWkS,2019-03-27,in,viral,234037,61,0.0636,0.508,0.507,0,1.15e-05,0.359,-5.33,0,0.0384,0.218,159.68,-5.344
18,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM,2019-03-27-in-viral.csv,5wdlz4N7s1Xyr4y4RXhZJM,2019-03-27,in,viral,177158,59,0.103,0.739,0.644,0,0,0.189,-5.881,0,0.0503,0.315,94.996,-17.743
19,Unforgettable,Aerreo,https://open.spotify.com/track/6oZQUfZVGOwKmb9Zsjd0vx,2019-03-27-in-viral.csv,6oZQUfZVGOwKmb9Zsjd0vx,2019-03-27,in,viral,221935,39,0.0931,0.627,0.722,0,3.74e-05,0.225,-5.898,1,0.0248,0.261,93.02,-16.071
20,I Like Me Better,Lauv,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-03-27-in-viral.csv,2P91MQbaiQOfbiz9VqhqKQ,2019-03-27,in,viral,197436,81,0.535,0.752,0.505,9,2.55e-06,0.104,-7.621,1,0.253,0.419,91.97,-14.228
1,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-27-eg-viral.csv,4y3OI86AEP6PQoDE6olYhO,2019-03-27,eg,viral,181040,10,0.0427,0.842,0.734,1,0,0.106,-5.065,0,0.0588,0.952,137.958,-11.142
2,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-27-eg-viral.csv,5WHTFyqSii0lmT9R21abT8,2019-03-27,eg,viral,178480,79,0.296,0.674,0.881,9,3.01e-06,0.0793,-2.853,1,0.147,0.234,98.994,-5.559
3,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-03-27-eg-viral.csv,2qxmye6gAegTMjLKEBoR3d,2019-03-27,eg,viral,169353,82,0.74,0.652,0.557,1,0,0.124,-5.714,0,0.0318,0.483,150.073,-9.696
4,Детство,Rauf & Faik,https://open.spotify.com/track/284ABgw7KmrZj81h4kIc3l,2019-03-27-eg-viral.csv,284ABgw7KmrZj81h4kIc3l,2019-03-27,eg,viral,188362,0,0.634,0.719,0.607,10,7.76e-06,0.111,-7.323,0,0.0398,0.48,149.969,-15.102
5,Heta Men El Khayal,Mohamed El Sharnouby,https://open.spotify.com/track/3sELGQFkm5mIvjM69u3Qhb,2019-03-27-eg-viral.csv,3sELGQFkm5mIvjM69u3Qhb,2019-03-27,eg,viral,256625,0,0.00824,0.724,0.796,6,1.83e-06,0.0354,-8.673,0,0.033,0.708,123.98,-17.123
6,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-27-eg-viral.csv,1WSGTYKLEpKfNQYYW5Oymt,2019-03-27,eg,viral,158027,69,0.404,0.541,0.468,10,3.65e-06,0.358,-4.039,0,0.362,0.69,95.266,-19.831
7,Last Hurrah,Bebe Rexha,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,2019-03-27-eg-viral.csv,0i0wnv9UoFdZ5MfuFGQzMy,2019-03-27,eg,viral,150333,67,0.175,0.514,0.618,11,0,0.117,-4.585,0,0.0317,0.401,84.259,-13.852
8,قصة حب - نسخة شرقي,Ramy Ayach,https://open.spotify.com/track/3AGcPDGHHfOE6OmBOcXDT2,2019-03-27-eg-viral.csv,3AGcPDGHHfOE6OmBOcXDT2,2019-03-27,eg,viral,213652,0,0.227,0.704,0.885,9,0,0.26,-4.56,0,0.035,0.884,124.977,-4.624
9,wish you were gay,Billie Eilish,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-27-eg-viral.csv,4txc3txsIt81diMzGhrVPS,2019-03-27,eg,viral,221543,0,0.39,0.853,0.351,7,9.38e-06,0.752,-10.198,1,0.241,0.282,118.028,-22.934
10,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-27-eg-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-03-27,eg,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
11,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-03-27-eg-viral.csv,1wJRveJZLSb1rjhnUHQiv6,2019-03-27,eg,viral,189486,78,0.0153,0.581,0.662,9,0,0.111,-5.239,1,0.303,0.434,93.023,-7.514
12,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d,2019-03-27-eg-viral.csv,5SHhPFh68OhUmuRPymKX9d,2019-03-27,eg,viral,183428,0,0.455,0.679,0.572,5,2.41e-06,0.127,-6.703,1,0.0781,0.542,92.859,-8.19
13,Mel Bedaya,Mohamed Hamaki,https://open.spotify.com/track/2j9B8YHcnxDwiDNZg6UXFl,2019-03-27-eg-viral.csv,2j9B8YHcnxDwiDNZg6UXFl,2019-03-27,eg,viral,278546,48,0.41,0.627,0.52,1,0,0.104,-8.609,1,0.0819,0.542,73.986,-22.873
14,Baby Shark,Pinkfong,https://open.spotify.com/track/5ygDXis42ncn6kYG14lEVG,2019-03-27-eg-viral.csv,5ygDXis42ncn6kYG14lEVG,2019-03-27,eg,viral,80927,75,0.259,0.829,0.886,8,0,0.0559,-1.746,1,0.112,0.777,115.056,-3.205
15,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-03-27-eg-viral.csv,63cd4JkwGgYJrbOizbfmsp,2019-03-27,eg,viral,194519,4,0.172,0.68,0.559,0,0,0.318,-5.545,1,0.129,0.137,202.006,-12.921
16,bury a friend,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-03-27-eg-viral.csv,4NzMOnvSJVNKF7nw5NkXIP,2019-03-27,eg,viral,193143,2,0.74,0.905,0.389,8,0.162,0.106,-14.505,1,0.332,0.196,120.046,-18.658
17,MIDDLE CHILD,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-03-27-eg-viral.csv,2JvzF1RMd7lE3KmFlsyZD8,2019-03-27,eg,viral,213593,80,0.149,0.837,0.364,8,0,0.271,-11.713,1,0.276,0.463,123.984,-17.805
18,El Hob Zay El Watar,Nancy Ajram,https://open.spotify.com/track/2md803CYlkw5ALEyeypWIP,2019-03-27-eg-viral.csv,2md803CYlkw5ALEyeypWIP,2019-03-27,eg,viral,263717,43,0.0971,0.421,0.466,5,0,0.0849,-7.099,0,0.0528,0.314,71.594,-19.213
19,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-27-eg-viral.csv,7COXchtUOMd6uIT6HvmRaI,2019-03-27,eg,viral,162582,13,0.176,0.599,0.733,11,0,0.242,-7.058,1,0.203,0.534,102.211,-12.88
20,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019-03-27-eg-viral.csv,6vWEAOUSxohKxhp0K1BsxL,2019-03-27,eg,viral,230400,72,0.457,0.661,0.44,2,0,0.128,-9.104,1,0.0803,0.352,149.937,-17.556
1,Bei Dir,KUMMER,https://open.spotify.com/track/3XpEKPj7KZt0yYWd7PQf5d,2019-10-23-de-viral.csv,3XpEKPj7KZt0yYWd7PQf5d,2019-10-23,de,viral,222642,60,0.124,0.678,0.675,1,0,0.0995,-6.618,0,0.127,0.223,152.049,-22.908
2,Roller,Apache 207,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,2019-10-23-de-viral.csv,5dhQeuLGmlhfwlI6BWfSpo,2019-10-23,de,viral,158853,64,0.03,0.928,0.758,10,0.00437,0.29,-6.471,0,0.144,0.729,128.005,-10.802
3,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-10-23-de-viral.csv,1rgnBhdG2JDFTbYkYRZAku,2019-10-23,de,viral,209754,68,0.688,0.825,0.593,6,0.000161,0.17,-6.401,0,0.0988,0.54,98.078,-18.771
4,110,Capital Bra,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC,2019-10-23-de-viral.csv,67ojvEGRPAUCOohuMPqoRC,2019-10-23,de,viral,194534,63,0.533,0.48,0.749,1,0,0.0997,-5.057,0,0.432,0.419,179.056,-26.497
5,Honda Civic,The Cratez,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud,2019-10-23-de-viral.csv,0WFgtxiLNr99YaoSdYR3Ud,2019-10-23,de,viral,158060,61,0.282,0.704,0.782,1,0.00769,0.0759,-5.471,0,0.164,0.346,93.35,-12.168
6,Rock And Roll Part II,Gary Glitter,https://open.spotify.com/track/63W11KVHDOpSlh3XMQ7qMg,2019-10-23-de-viral.csv,63W11KVHDOpSlh3XMQ7qMg,2019-10-23,de,viral,180600,61,0.000548,0.752,0.218,11,0.788,0.0699,-15.177,0,0.0653,0.552,130.068,-19.22
7,STUPID (feat. Yung Baby Tate),Ashnikko,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW,2019-10-23-de-viral.csv,6qNB2ChCVPepl5ZjVJJTUW,2019-10-23,de,viral,167317,73,0.00459,0.772,0.637,2,0,0.0778,-6.881,1,0.114,0.54,149.906,-8.223
8,hot girl bummer,blackbear,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2019-10-23-de-viral.csv,7aiClxsDWFRQ0Kzk5KI5ku,2019-10-23,de,viral,185093,27,0.128,0.778,0.559,6,0,0.399,-7.109,0,0.0776,0.678,129.989,-10.442
9,Ride It,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2019-10-23-de-viral.csv,2tnVG71enUj33Ic2nFN6kZ,2019-10-23,de,viral,157605,85,0.177,0.88,0.751,7,6.43e-05,0.106,-4.258,0,0.0874,0.884,117.948,-6.626
10,Vice City,Casar,https://open.spotify.com/track/4PuCIV3HclNGiEj3lfiN3l,2019-10-23-de-viral.csv,4PuCIV3HclNGiEj3lfiN3l,2019-10-23,de,viral,163000,35,0.16,0.83,0.588,1,0,0.318,-4.981,1,0.371,0.424,126.023,-12.34
11,200 km/h,Apache 207,https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2,2019-10-23-de-viral.csv,2wvLtM25eMpHK7hkidqte2,2019-10-23,de,viral,164080,56,0.273,0.904,0.677,11,1.62e-05,0.106,-6.413,0,0.177,0.424,148.049,-23.543
12,Be Gone Thot!,LIL MAYO,https://open.spotify.com/track/3G47RiG2PrvEVo4panDHi9,2019-10-23-de-viral.csv,3G47RiG2PrvEVo4panDHi9,2019-10-23,de,viral,73000,51,0.0142,0.922,0.451,2,4.74e-05,0.169,-5.989,1,0.12,0.457,120.045,-8.684
13,2002,Sido,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b,2019-10-23-de-viral.csv,2u8AXJyk8pICzj2wyPBL0b,2019-10-23,de,viral,237157,67,0.213,0.657,0.691,8,0,0.099,-7.907,0,0.236,0.493,160.106,-26.232
14,Hadi Gel Gezelim,Ali471,https://open.spotify.com/track/7qklRDXUBfZK7Lruq6U9XP,2019-10-23-de-viral.csv,7qklRDXUBfZK7Lruq6U9XP,2019-10-23,de,viral,164705,58,0.293,0.744,0.76,11,1.62e-05,0.0885,-4.87,0,0.0394,0.512,102.023,-10.336
15,Принцесса,Babek Mamedrzaev,https://open.spotify.com/track/2ujOL4mZa07x8wK16CNuKw,2019-10-23-de-viral.csv,2ujOL4mZa07x8wK16CNuKw,2019-10-23,de,viral,177968,52,0.016,0.79,0.922,7,0,0.521,-3.0,0,0.0992,0.433,116.044,-4.905
16,Wenn du da bist,K-Fly,https://open.spotify.com/track/2zHE0o0usK9B9rVhB7zQu6,2019-10-23-de-viral.csv,2zHE0o0usK9B9rVhB7zQu6,2019-10-23,de,viral,168590,0,0.288,0.648,0.649,4,0,0.106,-8.036,1,0.112,0.348,88.856,-15.644
17,Shababs botten,Pashanim,https://open.spotify.com/track/7tS9oGkoSnAl4Nf7UwXar8,2019-10-23-de-viral.csv,7tS9oGkoSnAl4Nf7UwXar8,2019-10-23,de,viral,96030,1,0.102,0.88,0.399,6,0.000233,0.127,-8.849,0,0.464,0.387,46.66,-16.033
18,Hoch,Tim Bendzko,https://open.spotify.com/track/7gqefhSJfWyN1qQ2huvEze,2019-10-23-de-viral.csv,7gqefhSJfWyN1qQ2huvEze,2019-10-23,de,viral,168253,59,0.447,0.652,0.802,7,3.08e-06,0.109,-5.703,1,0.16,0.324,153.007,-22.934
19,stoned & allein - Remix,Selmon,https://open.spotify.com/track/21cUGpkQZONi4EFowJqWUZ,2019-10-23-de-viral.csv,21cUGpkQZONi4EFowJqWUZ,2019-10-23,de,viral,179620,54,0.407,0.764,0.772,0,0,0.109,-5.16,1,0.181,0.465,157.993,-26.016
20,AYA,Murda,https://open.spotify.com/track/4IJEw3fDvS6XF4sDc3bvjK,2019-10-23-de-viral.csv,4IJEw3fDvS6XF4sDc3bvjK,2019-10-23,de,viral,196583,53,0.113,0.743,0.68,5,0.123,0.183,-4.344,0,0.103,0.694,180.059,-13.105
1,APESHIT,The Carters,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,2018-06-30-ca-viral.csv,0E6PsO3ymCfUh7pJQjBgkj,2018-06-30,ca,viral,264853,61,0.0133,0.705,0.784,2,0,0.168,-6.477,1,0.271,0.377,160.035,-12.326
2,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,2018-06-30-ca-viral.csv,4B2kIC5F0kSVfTD5crzgm9,2018-06-30,ca,viral,215160,48,0.852,0.362,0.443,3,0.000132,0.138,-6.351,1,0.0663,0.415,54.924,-34.807
3,American Pharaoh,Jase Harley,https://open.spotify.com/track/4lnSJ70ANG21hCXq62lcM2,2018-06-30-ca-viral.csv,4lnSJ70ANG21hCXq62lcM2,2018-06-30,ca,viral,198250,28,0.128,0.798,0.603,9,8.56e-05,0.2,-10.777,0,0.412,0.718,118.01,-16.327
4,Ocean (feat. Khalid),Martin Garrix,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,2018-06-30-ca-viral.csv,3nc420PXjTdBV5TN0gCFkS,2018-06-30,ca,viral,216419,69,0.584,0.506,0.693,0,9.58e-05,0.0891,-7.265,0,0.0412,0.221,139.912,-18.209
5,Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-06-30-ca-viral.csv,7fa9MBXhVfQ8P8Df9OEbD8,2018-06-30,ca,viral,235545,74,0.568,0.851,0.541,0,0,0.13,-6.825,1,0.0505,0.448,124.959,-15.525
6,Hurry,Teyana Taylor,https://open.spotify.com/track/6NqbN00vLmWfrQSx2wjD4z,2018-06-30-ca-viral.csv,6NqbN00vLmWfrQSx2wjD4z,2018-06-30,ca,viral,174200,49,0.824,0.696,0.463,7,0,0.104,-8.562,1,0.126,0.53,81.35,-11.259
7,Jackie Chan,Tiësto,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2018-06-30-ca-viral.csv,4kWO6O1BUXcZmaxitpVUwp,2018-06-30,ca,viral,215759,73,0.374,0.747,0.834,3,0,0.0586,-2.867,0,0.045,0.687,128.005,-7.379
8,WTP,Teyana Taylor,https://open.spotify.com/track/3RykIiejIO6BEhxSSrXRhH,2018-06-30-ca-viral.csv,3RykIiejIO6BEhxSSrXRhH,2018-06-30,ca,viral,166849,48,0.0116,0.909,0.52,2,2.91e-06,0.0677,-7.417,1,0.0606,0.576,119.825,-14.853
9,Taste (feat. Offset),Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2018-06-30-ca-viral.csv,5IaHrVsrferBYDm0bDyABy,2018-06-30,ca,viral,232959,76,0.0236,0.884,0.559,0,0,0.101,-7.442,1,0.12,0.342,97.994,-9.097
10,I'm Upset,Drake,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1,2018-06-30-ca-viral.csv,1iSZPndzmY6NvL1jAtIvY1,2018-06-30,ca,viral,214466,0,0.279,0.899,0.587,11,0,0.0835,-7.866,0,0.338,0.49,149.993,-22.053
11,Gonna Love Me,Teyana Taylor,https://open.spotify.com/track/3nXrCAE44KlevAkQB2XWcN,2018-06-30-ca-viral.csv,3nXrCAE44KlevAkQB2XWcN,2018-06-30,ca,viral,166997,67,0.402,0.514,0.506,10,2.56e-05,0.191,-7.095,0,0.28,0.312,88.044,-7.959
12,Bed (feat. Ariana Grande),Nicki Minaj,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS,2018-06-30-ca-viral.csv,1ZEm9cJC05rawV2tptNfTS,2018-06-30,ca,viral,189360,1,0.0551,0.589,0.714,7,0.00013,0.131,-6.308,1,0.258,0.42,118.611,-11.931
13,Rose In Harlem,Teyana Taylor,https://open.spotify.com/track/38HcgcQC4suvti0Sa0e5yc,2018-06-30-ca-viral.csv,38HcgcQC4suvti0Sa0e5yc,2018-06-30,ca,viral,222828,58,0.468,0.543,0.567,2,0,0.171,-5.241,0,0.129,0.351,143.744,-8.891
14,Lucid Dreams,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc,2018-06-30-ca-viral.csv,0X8DcetL926BYiPJYstJTc,2018-06-30,ca,viral,239835,1,0.349,0.511,0.566,6,0,0.34,-7.23,0,0.2,0.218,83.903,-13.959
15,Cielito Lindo,Carlos Rivera,https://open.spotify.com/track/5AsFlY8KFYMDTlQkOdBl39,2018-06-30-ca-viral.csv,5AsFlY8KFYMDTlQkOdBl39,2018-06-30,ca,viral,227106,44,0.0899,0.668,0.902,2,2.99e-05,0.908,-6.093,1,0.0607,0.689,116.992,-22.353
16,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,2018-06-30-ca-viral.csv,3DGar7krWlmrXRFHBcQF6z,2018-06-30,ca,viral,163636,66,0.151,0.734,0.765,7,0,0.231,-5.562,1,0.0621,0.518,109.989,-13.851
17,Born To Be Yours,Kygo,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,2018-06-30-ca-viral.csv,0kHyKhJMukHEPfeh8s7rdM,2018-06-30,ca,viral,193320,68,0.3,0.688,0.688,3,0,0.0982,-5.84,1,0.0357,0.451,114.011,-9.837
18,GHOST,Jaden,https://open.spotify.com/track/0aWMostcnfyjuCEcO7sTz5,2018-06-30-ca-viral.csv,0aWMostcnfyjuCEcO7sTz5,2018-06-30,ca,viral,129733,59,0.145,0.782,0.531,1,0.0501,0.238,-6.636,1,0.168,0.247,148.046,-12.234
19,BOSS,The Carters,https://open.spotify.com/track/4F8V44j8cbjHnXjfW2HruU,2018-06-30-ca-viral.csv,4F8V44j8cbjHnXjfW2HruU,2018-06-30,ca,viral,244133,50,0.187,0.813,0.488,11,0.000132,0.231,-7.737,0,0.257,0.688,139.983,-9.955
20,Switch,6LACK,https://open.spotify.com/track/6g1lGlApRBJD8pPNmMgQ9Z,2018-06-30-ca-viral.csv,6g1lGlApRBJD8pPNmMgQ9Z,2018-06-30,ca,viral,207080,9,0.042,0.665,0.653,7,0.00801,0.11,-6.158,1,0.0393,0.18,176.688,-4.578
1,Thotiana,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019-02-25-za-viral.csv,3oh6SCCeLuXhFpEyepla6G,2019-02-25,za,viral,129264,19,0.18,0.906,0.382,10,0,0.113,-12.89,0,0.269,0.391,104.025,-18.22
2,bury a friend,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-02-25-za-viral.csv,4NzMOnvSJVNKF7nw5NkXIP,2019-02-25,za,viral,193143,2,0.74,0.905,0.389,8,0.162,0.106,-14.505,1,0.332,0.196,120.046,-18.658
3,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-02-25-za-viral.csv,5WHTFyqSii0lmT9R21abT8,2019-02-25,za,viral,178480,79,0.296,0.674,0.881,9,3.01e-06,0.0793,-2.853,1,0.147,0.234,98.994,-5.559
4,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-02-25-za-viral.csv,63cd4JkwGgYJrbOizbfmsp,2019-02-25,za,viral,194519,4,0.172,0.68,0.559,0,0,0.318,-5.545,1,0.129,0.137,202.006,-12.921
5,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-02-25-za-viral.csv,5w9c2J52mkdntKOmRLeM2m,2019-02-25,za,viral,193226,78,0.11,0.737,0.86,8,1.94e-06,0.0574,-2.652,0,0.0593,0.656,93.989,-6.07
6,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-02-25-za-viral.csv,7eBqSVxrzQZtK2mmgRG6lC,2019-02-25,za,viral,268434,80,0.145,0.759,0.73,0,3.06e-06,0.11,-7.985,0,0.0516,0.74,115.007,-17.242
7,MIDDLE CHILD,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-02-25-za-viral.csv,2JvzF1RMd7lE3KmFlsyZD8,2019-02-25,za,viral,213593,80,0.149,0.837,0.364,8,0,0.271,-11.713,1,0.276,0.463,123.984,-17.805
8,Raise a Hallelujah (Live),Bethel Music,https://open.spotify.com/track/0YxrPdW9NpNFtqh7Fw0rva,2019-02-25-za-viral.csv,0YxrPdW9NpNFtqh7Fw0rva,2019-02-25,za,viral,470880,63,0.0041,0.452,0.866,1,0,0.134,-4.431,1,0.04,0.291,81.972,-24.611
9,Iskhathi - Main Mix,Kwiish SA,https://open.spotify.com/track/0SziVSSawqm57GHmdUpgOh,2019-02-25-za-viral.csv,0SziVSSawqm57GHmdUpgOh,2019-02-25,za,viral,461872,24,0.0014,0.56,0.677,7,0.886,0.0254,-17.702,0,0.114,0.049,117.003,-18.364
10,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019-02-25-za-viral.csv,6vWEAOUSxohKxhp0K1BsxL,2019-02-25,za,viral,230400,72,0.457,0.661,0.44,2,0,0.128,-9.104,1,0.0803,0.352,149.937,-17.556
