Position,"Track Name",Artist,URL
1,"bad guy","Billie Eilish",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road","Lil Nas X",https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
3,DEUTSCHLAND,Rammstein,https://open.spotify.com/track/1T8IRUJBga0JXioJZvxjBR
4,"Piece Of Your Heart",MEDUZA,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
5,"Truth Hurts",Lizzo,https://open.spotify.com/track/5Qel1sTrU4LM8HlJSPT2jd
6,"Púlla Upp",Luigi,https://open.spotify.com/track/017L5VjL9LfFZsd1LsCqG0
7,"i love you","Billie Eilish",https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
8,"Envy Me",Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
9,"Con Altura",ROSALÍA,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
10,"Okkar okkar páska","Guðný María",https://open.spotify.com/track/2ChZhwJMkwHw6IepF5oGzm
11,Replay,Tamta,https://open.spotify.com/track/2UOyQB26wSQzM0jiTcUg50
12,Arcade,"Duncan Laurence",https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
13,Insomnia,Daya,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
14,"wish you were gay","Billie Eilish",https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
15,Klakar,"Herra Hnetusmjör",https://open.spotify.com/track/3Jc12VoBo7GQkdejqJBO0c
16,"U Got That",Halogen,https://open.spotify.com/track/6raUUjOswDxI6c4ELU0KnQ
17,"On My Way","Alan Walker",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
18,"all the good girls go to hell","Billie Eilish",https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
19,"my strange addiction","Billie Eilish",https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
20,"Ísbíllinn (Ingi Bauer Remix)","Ezekiel Carl",https://open.spotify.com/track/19BuvIK4q5Ukld0IsuXUy4
21,"Inn á V I P","Andri Már",https://open.spotify.com/track/5X1nklKe6x1233oiZYiQhm
22,ilomilo,"Billie Eilish",https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD
23,"3 Nights","Dominic Fike",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
24,Congratulations,pewdiepie,https://open.spotify.com/track/6WaogiItGdUTm490XN4QKJ
25,Soldi,Mahmood,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
26,"Hetjan - Þormóður Remix","Herra Hnetusmjör",https://open.spotify.com/track/26GnxoD96MovRqYDa0fqUr
27,8,"Billie Eilish",https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r
28,"Faucet Failure","Ski Mask The Slump God",https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
29,"Mixed Personalities (feat. Kanye West)","YNW Melly",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
30,Sucker,"Jonas Brothers",https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
31,Lífsstíll,Daniil,https://open.spotify.com/track/1LR30Y9LpEPbmghRmIrlpt
32,"Murder On My Mind","YNW Melly",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
33,Freaky,"Tory Lanez",https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
34,"Fake ID",Riton,https://open.spotify.com/track/5mr06ofu0NYuw3XpiokMct
35,"bury a friend","Billie Eilish",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
36,"So Am I","Ava Max",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
37,DINO,BRÍET,https://open.spotify.com/track/3exeDMzpbICkSCkZnz8Puh
38,"Grinding All My Life","Nipsey Hussle",https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
39,"Tennessee Whiskey","Chris Stapleton",https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
40,"All Night Long (All Night) - Recorded at Spotify Studios Stockholm","Benjamin Ingrosso",https://open.spotify.com/track/5LKNumPGm1bEyVroDE4rcZ
41,"Hey Julie! (feat. Lil Yachty)",KYLE,https://open.spotify.com/track/1jkEorRvoRQNo1WZfD1X5q
42,"I Like Girls (feat. Lil Skies)","PnB Rock",https://open.spotify.com/track/4KXDT3pmPDB9IB6hTUoGpd
43,FREÐINN,Auður,https://open.spotify.com/track/22T77jHO0W90C6fWTiLamv
44,"Walk Me Home",P!nk,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
45,"The Bones","Maren Morris",https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
46,"SLOW DANCING IN THE DARK",Joji,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
47,"Say Na Na Na",Serhat,https://open.spotify.com/track/1QiX3OmiJ3AyClandLJoEj
48,"Hatrið mun sigra",Hatari,https://open.spotify.com/track/1JBqLoGfH1LnGTE0wzAatU
49,"Die Young","Roddy Ricch",https://open.spotify.com/track/3wLtYwtqvKK2ewelSVPeDK
50,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
