Position,"Track Name",Artist,URL
1,Skechers,DripReport,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
2,"Corona Virus","LIL NIX",https://open.spotify.com/track/5mMyuYMNDyOx9eRfKkEwyV
3,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
4,"Corona Virus",Yofrangel,https://open.spotify.com/track/3xL2zWuSe639N50iNP6LPM
5,"Corona (Na Na)","Rucka Rucka Ali",https://open.spotify.com/track/0zq9dzPIkuCia2wYFPSZ4H
6,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
7,"Think About Things","Daði Freyr",https://open.spotify.com/track/5crhbtfcOWIfN5NbkqQRql
8,KK,KASIMIR1441,https://open.spotify.com/track/6IwbgA2lca6IZZvo2wCL6Q
9,Bando,ANNA,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
10,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
11,Johannes,"Finn Egge",https://open.spotify.com/track/3QqouwgFa6jJ5dA5bRNNjl
12,"Moral of the Story",Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
13,"My Heart Went Oops",Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO
14,"Walked In",Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN
15,Vibe,"Cookiee Kawaii",https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5
16,Egal,"Michael Wendler",https://open.spotify.com/track/7rjW2CVIOmmQ7U5CGiZcnG
17,"3 Vets","The Future Kingz",https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2
18,"WHATS POPPIN","Jack Harlow",https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
19,"Sunday Best",Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,"WEISSER RAUCH",FOURTY,https://open.spotify.com/track/24UgOPKL5S1vwzLwUtPsz7
21,"CITY OF ANGELS",24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
22,"Baby (Ich liebe dich)","Stard Ova",https://open.spotify.com/track/3DmRNNqAyZRzmAxmfYLG5V
23,T-Shirt,KASIMIR1441,https://open.spotify.com/track/2ysuyHrDnmlJexX7Mfh2J1
24,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
25,Jause,RAVEINSIDE,https://open.spotify.com/track/5ZJexq31qUhJIG272rLNqN
26,"Was machst du da?",CÉLINE,https://open.spotify.com/track/79Dscg79IUl2Bodg7iae2B
27,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
28,"She Gon Go","Trill Ryan",https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe
29,"Alles was ich hab","Fynn Kliemann",https://open.spotify.com/track/1GHgDIODujliWFayEhHx1n
30,"My Truck",BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9
31,"Some Say - Felix Jaehn Remix",Nea,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
32,Dior,"Pop Smoke",https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
33,Sandmann,"le Shuuk",https://open.spotify.com/track/7AO4SbDUqGQ3vY6SQYEFRZ
34,"Roses - Imanbek Remix","SAINt JHN",https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
35,"Blueberry Faygo","Lil Mosey",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
36,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
37,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
38,Baby,"Joker Bra",https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0
39,"Breaking Me",Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
40,Anders,"Derdo 030",https://open.spotify.com/track/2wo01grdyKSLvdiWYhuLBR
41,"Unutulacak Dünler",Gazapizm,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
42,Fingertips,"Tom Gregory",https://open.spotify.com/track/0X4hMHBj4Ra6h1tIQGl1CH
43,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
44,Matrix,"Apache 207",https://open.spotify.com/track/7ygVaACDENw4PgLbN1awFE
45,Blockparty,Symba,https://open.spotify.com/track/1MkDGQvM8CRrMIcHxjTni5
46,1441,KASIMIR1441,https://open.spotify.com/track/7gVC9FXLXlMla0p34PEhFI
47,Alge,Knossi,https://open.spotify.com/track/69nrq6NeLYbKJIv21ORgQ4
48,Psycho!,MASN,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
49,Ausgehen,AnnenMayKantereit,https://open.spotify.com/track/3Ve0ag71EeiQalsl7Ha4Dw
50,FREUNDE,ELIF,https://open.spotify.com/track/56RqrSY7LWRL7aeeNazxyI
